variant,r,q,variable,h,point_pre_covid
drop_fiscal__setor_externo__credito,4,3,cambio_usd,1,0.2027187828854241
drop_fiscal__setor_externo__credito,4,3,cambio_usd,2,0.14476528434708275
drop_fiscal__setor_externo__credito,4,3,cambio_usd,3,0.16673030525484295
drop_fiscal__setor_externo__credito,4,3,cambio_usd,4,0.13968911171445142
drop_fiscal__setor_externo__credito,4,3,cambio_usd,5,0.08141820849018547
drop_fiscal__setor_externo__credito,4,3,cambio_usd,6,0.04407318601355776
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_6m,0,0.005
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_6m,1,0.005475764551917554
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_6m,2,0.0038381609057145916
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_6m,3,0.0051742957073316765
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_6m,4,0.0029900753672418875
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_6m,5,0.0013151635147328716
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_6m,6,0.0018165159860899214
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_2y,0,0.010523395531915478
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_2y,1,0.011306175604618447
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_2y,2,0.007077797051661406
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_2y,3,0.009390081131883967
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_2y,4,0.0063183927760703485
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_2y,5,0.002625177538068673
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_2y,6,0.003389616224696481
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_5y,0,0.013752696606727855
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_5y,1,0.014160789032435107
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_5y,2,0.008319620754483226
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_5y,3,0.011192546314342003
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_5y,4,0.0081272106253876715
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_5y,5,0.0034746560902025503
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_5y,6,0.0043559012405238896
drop_fiscal__setor_externo__credito__imoveis,4,1,asset_ibov,0,-12.785429066178015
drop_fiscal__setor_externo__credito__imoveis,4,1,asset_ibov,1,-22.32374718864169
drop_fiscal__setor_externo__credito__imoveis,4,1,asset_ibov,2,-23.566281732876845
drop_fiscal__setor_externo__credito__imoveis,4,1,asset_ibov,3,-28.579347623642626
drop_fiscal__setor_externo__credito__imoveis,4,1,asset_ibov,4,-32.63893864833707
drop_fiscal__setor_externo__credito__imoveis,4,1,asset_ibov,5,-33.025781492796455
drop_fiscal__setor_externo__credito__imoveis,4,1,asset_ibov,6,-36.572995726208674
drop_fiscal__setor_externo__credito__imoveis,4,1,cambio_usd,0,0.2221372305316512
drop_fiscal__setor_externo__credito__imoveis,4,1,cambio_usd,1,0.2478029133200244
drop_fiscal__setor_externo__credito__imoveis,4,1,cambio_usd,2,0.1488168949685289
drop_fiscal__setor_externo__credito__imoveis,4,1,cambio_usd,3,0.17657870191102024
drop_fiscal__setor_externo__credito__imoveis,4,1,cambio_usd,4,0.1514496936293051
drop_fiscal__setor_externo__credito__imoveis,4,1,cambio_usd,5,0.066098964839051
drop_fiscal__setor_externo__credito__imoveis,4,1,cambio_usd,6,0.06107340506380637
drop_fiscal__setor_externo__eua,4,3,yield_6m,0,0.005
drop_fiscal__setor_externo__eua,4,3,yield_6m,1,0.006286051912098256
drop_fiscal__setor_externo__eua,4,3,yield_6m,2,0.00709266516263488
drop_fiscal__setor_externo__eua,4,3,yield_6m,3,0.008434717867991732
drop_fiscal__setor_externo__eua,4,3,yield_6m,4,0.008144564183958033
drop_fiscal__setor_externo__eua,4,3,yield_6m,5,0.008102047559281395
drop_fiscal__setor_externo__eua,4,3,yield_6m,6,0.008705555093308939
drop_fiscal__setor_externo__eua,4,3,yield_2y,0,0.00903662080750927
drop_fiscal__setor_externo__eua,4,3,yield_2y,1,0.011838959311964612
drop_fiscal__setor_externo__eua,4,3,yield_2y,2,0.011074738016175185
drop_fiscal__setor_externo__eua,4,3,yield_2y,3,0.01334679042160497
drop_fiscal__setor_externo__eua,4,3,yield_2y,4,0.012928087055252948
drop_fiscal__setor_externo__eua,4,3,yield_2y,5,0.012558896504975672
drop_fiscal__setor_externo__eua,4,3,yield_2y,6,0.012713503589819373
drop_fiscal__setor_externo__eua,4,3,yield_5y,0,0.01109328708618536
drop_fiscal__setor_externo__eua,4,3,yield_5y,1,0.014124576763126413
drop_fiscal__setor_externo__eua,4,3,yield_5y,2,0.012150863809072905
drop_fiscal__setor_externo__eua,4,3,yield_5y,3,0.014536003424315973
drop_fiscal__setor_externo__eua,4,3,yield_5y,4,0.01420038987302453
drop_fiscal__setor_externo__eua,4,3,yield_5y,5,0.013597069286725437
drop_fiscal__setor_externo__eua,4,3,yield_5y,6,0.01323645969384147
drop_fiscal__setor_externo__eua,4,3,asset_ibov,0,-3.795163248224735
drop_fiscal__setor_externo__eua,4,3,asset_ibov,1,-12.526181620256727
drop_fiscal__setor_externo__eua,4,3,asset_ibov,2,-16.375043251703882
drop_fiscal__setor_externo__eua,4,3,asset_ibov,3,-23.16556057634022
drop_fiscal__setor_externo__eua,4,3,asset_ibov,4,-30.543011834876825
drop_fiscal__setor_externo__eua,4,3,asset_ibov,5,-38.07570980214815
drop_fiscal__setor_externo__eua,4,3,asset_ibov,6,-44.513931230141516
drop_fiscal__setor_externo__eua,4,3,cambio_usd,0,0.17141609696122448
drop_fiscal__setor_externo__eua,4,3,cambio_usd,1,0.232423127758377
drop_fiscal__setor_externo__eua,4,3,cambio_usd,2,0.17344080223687958
drop_fiscal__setor_externo__eua,4,3,cambio_usd,3,0.21173524066752245
drop_fiscal__setor_externo__eua,4,3,cambio_usd,4,0.20516630174717967
drop_fiscal__setor_externo__eua,4,3,cambio_usd,5,0.191437617274147
drop_fiscal__setor_externo__eua,4,3,cambio_usd,6,0.1750620784159843
drop_fiscal__setor_externo__eua__credito,5,2,yield_6m,0,0.005
drop_fiscal__setor_externo__eua__credito,5,2,yield_6m,1,0.0052049973385024165
drop_fiscal__setor_externo__eua__credito,5,2,yield_6m,2,0.0027672042861493526
drop_fiscal__setor_externo__eua__credito,5,2,yield_6m,3,0.005315793194085442
drop_fiscal__setor_externo__eua__credito,5,2,yield_6m,4,0.0026411054284856544
drop_fiscal__setor_externo__eua__credito,5,2,yield_6m,5,-7.823560422733253e-5
drop_fiscal__setor_externo__eua__credito,5,2,yield_6m,6,0.001076820060170535
drop_fiscal__setor_externo__eua__credito,5,2,yield_2y,0,0.012232170909005283
drop_fiscal__setor_externo__eua__credito,5,2,yield_2y,1,0.013971720222041168
drop_fiscal__setor_externo__eua__credito,5,2,yield_2y,2,0.008643876368987915
drop_fiscal__setor_externo__eua__credito,5,2,yield_2y,3,0.012646054734170926
drop_fiscal__setor_externo__eua__credito,5,2,yield_2y,4,0.008924803513432613
drop_fiscal__setor_externo__eua__credito,5,2,yield_2y,5,0.0026502390161282736
drop_fiscal__setor_externo__eua__credito,5,2,yield_2y,6,0.004039823494611908
drop_fiscal__setor_externo__eua__credito,5,2,yield_5y,0,0.01741096377802018
drop_fiscal__setor_externo__eua__credito,5,2,yield_5y,1,0.01938370249616334
drop_fiscal__setor_externo__eua__credito,5,2,yield_5y,2,0.01257138857472207
drop_fiscal__setor_externo__eua__credito,5,2,yield_5y,3,0.017175686617110865
drop_fiscal__setor_externo__eua__credito,5,2,yield_5y,4,0.01335922647491717
drop_fiscal__setor_externo__eua__credito,5,2,yield_5y,5,0.0052736511093035565
drop_fiscal__setor_externo__eua__credito,5,2,yield_5y,6,0.006603571274747473
drop_fiscal__setor_externo__eua__credito,5,2,asset_ibov,0,-14.475789391208775
drop_fiscal__setor_externo__eua__credito,5,2,asset_ibov,1,-30.391058484897858
drop_fiscal__setor_externo__eua__credito,5,2,asset_ibov,2,-35.458734435681315
drop_fiscal__setor_externo__eua__credito,5,2,asset_ibov,3,-46.35709959820846
drop_fiscal__setor_externo__eua__credito,5,2,asset_ibov,4,-56.2954576062012
drop_fiscal__setor_externo__eua__credito,5,2,asset_ibov,5,-59.12264750595626
drop_fiscal__setor_externo__eua__credito,5,2,asset_ibov,6,-66.76738682931592
drop_fiscal__setor_externo__eua__credito,5,2,cambio_usd,0,0.29861567918268356
drop_fiscal__setor_externo__eua__credito,5,2,cambio_usd,1,0.37216766418597735
drop_fiscal__setor_externo__eua__credito,5,2,cambio_usd,2,0.27772010758713844
drop_fiscal__setor_externo__eua__credito,5,2,cambio_usd,3,0.3210949678762692
drop_fiscal__setor_externo__eua__credito,5,2,cambio_usd,4,0.2757441870024768
drop_fiscal__setor_externo__eua__credito,5,2,cambio_usd,5,0.130529929079261
drop_fiscal__setor_externo__eua__credito,5,2,cambio_usd,6,0.12128593431349688
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_6m,0,0.005
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_6m,1,0.0041701171786135
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_6m,2,0.001987383933958962
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_6m,3,0.0044468318092919295
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_6m,4,0.0014644406798732465
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_6m,5,-3.122967380348182e-4
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_6m,6,6.638531992189746e-4
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_2y,0,0.011667789195236596
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_2y,1,0.012002383519383947
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_2y,2,0.007168586636622264
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_2y,3,0.010805534111051332
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_2y,4,0.007176465474537413
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_2y,5,0.0027960609860803315
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_2y,6,0.004052168731519132
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_5y,0,0.015894518084573272
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_5y,1,0.016207695215799477
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_5y,2,0.009750611487052729
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_5y,3,0.014057851337288001
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_5y,4,0.010681690848935457
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_5y,5,0.004902811268652379
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,yield_5y,6,0.006291515322728133
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,asset_ibov,0,-11.647021268615324
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,asset_ibov,1,-18.242478219183543
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,asset_ibov,2,-14.372538095736243
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,asset_ibov,3,-17.881760433369873
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,asset_ibov,4,-20.30897469875254
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,asset_ibov,5,-17.020429428825793
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,asset_ibov,6,-19.471859047804095
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,cambio_usd,0,0.2939642300633069
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,cambio_usd,1,0.40038337638829485
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,cambio_usd,2,0.3232895528354428
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,cambio_usd,3,0.3322923342446837
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,cambio_usd,4,0.31644130736899395
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,cambio_usd,5,0.21299730108457798
drop_fiscal__setor_externo__eua__credito__imoveis,5,2,cambio_usd,6,0.19485078070604833
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_6m,0,0.005
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_6m,1,0.008619283488710858
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_6m,2,0.008072030773277986
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_6m,3,0.008869280920138447
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_6m,4,0.0070616534983667266
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_6m,5,0.004449549297607246
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_6m,6,0.005442523779245512
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_2y,0,0.012218852379532137
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_2y,1,0.016518425769008586
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_2y,2,0.012135979519937293
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_2y,3,0.014099356096628188
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_2y,4,0.011602653279656408
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_2y,5,0.005646828413677969
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_2y,6,0.007490313911766835
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_5y,0,0.01760360732940513
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_5y,1,0.019762261270563772
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_5y,2,0.01223456913188898
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_5y,3,0.015329475834251654
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_5y,4,0.012652899663603586
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_5y,5,0.00488162985698971
drop_fiscal__setor_externo__eua__imoveis,5,2,yield_5y,6,0.007388175408386131
drop_fiscal__setor_externo__eua__imoveis,5,2,asset_ibov,0,-17.174786221144604
drop_fiscal__setor_externo__eua__imoveis,5,2,asset_ibov,1,-31.947646509539073
drop_fiscal__setor_externo__eua__imoveis,5,2,asset_ibov,2,-34.925787646162085
drop_fiscal__setor_externo__eua__imoveis,5,2,asset_ibov,3,-42.58424203809651
drop_fiscal__setor_externo__eua__imoveis,5,2,asset_ibov,4,-49.311654823937864
drop_fiscal__setor_externo__eua__imoveis,5,2,asset_ibov,5,-49.26842637321445
drop_fiscal__setor_externo__eua__imoveis,5,2,asset_ibov,6,-54.16041654148414
drop_fiscal__setor_externo__eua__imoveis,5,2,cambio_usd,0,0.2819884636789139
drop_fiscal__setor_externo__eua__imoveis,5,2,cambio_usd,1,0.3322644280024752
drop_fiscal__setor_externo__eua__imoveis,5,2,cambio_usd,2,0.18964850914201314
drop_fiscal__setor_externo__eua__imoveis,5,2,cambio_usd,3,0.22772007565080887
drop_fiscal__setor_externo__eua__imoveis,5,2,cambio_usd,4,0.20588288142336544
drop_fiscal__setor_externo__eua__imoveis,5,2,cambio_usd,5,0.07104713240155258
drop_fiscal__setor_externo__eua__imoveis,5,2,cambio_usd,6,0.09408816184990546
drop_fiscal__setor_externo__expectativas,4,3,yield_6m,0,0.005
drop_fiscal__setor_externo__expectativas,4,3,yield_6m,1,0.007673114103939369
drop_fiscal__setor_externo__expectativas,4,3,yield_6m,2,0.0064443662620960645
drop_fiscal__setor_externo__expectativas,4,3,yield_6m,3,0.007058378397072438
drop_fiscal__setor_externo__expectativas,4,3,yield_6m,4,0.0061723231976138215
drop_fiscal__setor_externo__expectativas,4,3,yield_6m,5,0.0039459471398459985
drop_fiscal__setor_externo__expectativas,4,3,yield_6m,6,0.004631943738766021
drop_fiscal__setor_externo__expectativas,4,3,yield_2y,0,0.013745698459698806
drop_fiscal__setor_externo__expectativas,4,3,yield_2y,1,0.016921565181599898
drop_fiscal__setor_externo__expectativas,4,3,yield_2y,2,0.011103867660028209
drop_fiscal__setor_externo__expectativas,4,3,yield_2y,3,0.013158785576562389
drop_fiscal__setor_externo__expectativas,4,3,yield_2y,4,0.01187310768906453
drop_fiscal__setor_externo__expectativas,4,3,yield_2y,5,0.007176251591675759
drop_fiscal__setor_externo__expectativas,4,3,yield_2y,6,0.008167079536481195
drop_fiscal__setor_externo__expectativas,4,3,yield_5y,0,0.01984368710134414
drop_fiscal__setor_externo__expectativas,4,3,yield_5y,1,0.022132786795784593
drop_fiscal__setor_externo__expectativas,4,3,yield_5y,2,0.013206648737122514
drop_fiscal__setor_externo__expectativas,4,3,yield_5y,3,0.016322665496197666
drop_fiscal__setor_externo__expectativas,4,3,yield_5y,4,0.014905727747218924
drop_fiscal__setor_externo__expectativas,4,3,yield_5y,5,0.008856188648830763
drop_fiscal__setor_externo__expectativas,4,3,yield_5y,6,0.009988711925919071
drop_fiscal__setor_externo__expectativas,4,3,asset_ibov,0,-16.314209173907134
drop_fiscal__setor_externo__expectativas,4,3,asset_ibov,1,-34.276717974941135
drop_fiscal__setor_externo__expectativas,4,3,asset_ibov,2,-40.01908099549254
drop_fiscal__setor_externo__expectativas,4,3,asset_ibov,3,-49.4621540706221
drop_fiscal__setor_externo__expectativas,4,3,asset_ibov,4,-61.46249097001284
drop_fiscal__setor_externo__expectativas,4,3,asset_ibov,5,-69.06902300831749
drop_fiscal__setor_externo__expectativas,4,3,asset_ibov,6,-76.8999145507314
drop_fiscal__setor_externo__expectativas,4,3,cambio_usd,0,0.33142338401991195
drop_fiscal__setor_externo__expectativas,4,3,cambio_usd,1,0.3713969625191556
drop_fiscal__setor_externo__expectativas,4,3,cambio_usd,2,0.20402171300860905
drop_fiscal__setor_externo__expectativas,4,3,cambio_usd,3,0.2568929101493348
drop_fiscal__setor_externo__expectativas,4,3,cambio_usd,4,0.23652989824141624
drop_fiscal__setor_externo__expectativas,4,3,cambio_usd,5,0.13607511479790987
drop_fiscal__setor_externo__expectativas,4,3,cambio_usd,6,0.15059933624951813
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_6m,0,0.005
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_6m,1,0.0059767790442238145
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_6m,2,0.004687876172197265
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_6m,3,0.005445711199384707
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_6m,4,0.004528321778229826
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_6m,5,0.002524880408046649
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_6m,6,0.0022922333638157886
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_2y,0,0.01206952197307762
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_2y,1,0.013687575153841
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_2y,2,0.00919445599002057
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_2y,3,0.011514017711988456
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_2y,4,0.009705131783499379
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_2y,5,0.005369091782177399
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_2y,6,0.00540008632152983
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_5y,0,0.01677719881391826
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_5y,1,0.018168707478490146
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_5y,2,0.011615361107733225
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_5y,3,0.015095932021615684
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_5y,4,0.012669211753571573
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_5y,5,0.007125825775401799
drop_fiscal__setor_externo__expectativas__credito,4,3,yield_5y,6,0.007529633192608588
drop_fiscal__setor_externo__expectativas__credito,4,3,asset_ibov,0,-15.410783955652766
drop_fiscal__setor_externo__expectativas__credito,4,3,asset_ibov,1,-31.398933038490078
drop_fiscal__setor_externo__expectativas__credito,4,3,asset_ibov,2,-38.48575121267072
drop_fiscal__setor_externo__expectativas__credito,4,3,asset_ibov,3,-49.16495518206265
drop_fiscal__setor_externo__expectativas__credito,4,3,asset_ibov,4,-60.41158406597737
drop_fiscal__setor_externo__expectativas__credito,4,3,asset_ibov,5,-66.9640723420114
drop_fiscal__setor_externo__expectativas__credito,4,3,asset_ibov,6,-74.03688689010869
drop_fiscal__setor_externo__expectativas__credito,4,3,cambio_usd,0,0.2834910829597241
drop_fiscal__setor_externo__expectativas__credito,4,3,cambio_usd,1,0.31390404879019995
drop_fiscal__setor_externo__expectativas__credito,4,3,cambio_usd,2,0.1907832185574047
drop_fiscal__setor_externo__expectativas__credito,4,3,cambio_usd,3,0.25262528420628194
drop_fiscal__setor_externo__expectativas__credito,4,3,cambio_usd,4,0.20875499589107754
drop_fiscal__setor_externo__expectativas__credito,4,3,cambio_usd,5,0.11294071340254272
drop_fiscal__setor_externo__expectativas__credito,4,3,cambio_usd,6,0.12332790429011485
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_6m,0,0.005
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_6m,1,0.005208662815152042
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_6m,2,0.0040851405204840275
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_6m,3,0.0046741939588698135
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_6m,4,0.003264405034520057
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_6m,5,0.0018681416384060399
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_6m,6,0.002078290365440689
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_2y,0,0.009935910658017947
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_2y,1,0.010559271534381654
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_2y,2,0.007204262877677543
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_2y,3,0.00878169016471859
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_2y,4,0.00687802205411004
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_2y,5,0.0038393686567716905
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_2y,6,0.004335027442426283
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_5y,0,0.012669373763807692
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_5y,1,0.012290520558790628
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_5y,2,0.007364302353355069
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_5y,3,0.010168968705652029
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_5y,4,0.008018320983111645
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_5y,5,0.004164411157926912
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,yield_5y,6,0.005067252104011153
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,asset_ibov,0,-9.392891091612825
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,asset_ibov,1,-13.753676033495946
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,asset_ibov,2,-9.472867594616769
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,asset_ibov,3,-12.010451314238235
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,asset_ibov,4,-14.387555915366287
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,asset_ibov,5,-13.240721095964389
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,asset_ibov,6,-14.883130938872496
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,cambio_usd,0,0.21697398211985486
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,cambio_usd,1,0.28562308654656643
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,cambio_usd,2,0.21892749186882757
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,cambio_usd,3,0.22468068824741338
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,cambio_usd,4,0.2019688846465639
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,cambio_usd,5,0.1361242305823541
drop_fiscal__setor_externo__expectativas__credito__imoveis,5,1,cambio_usd,6,0.13895739990814557
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_6m,0,0.005
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_6m,1,0.007856096601837175
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_6m,2,0.006175154074185657
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_6m,3,0.00708709127650112
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_6m,4,0.005296386346733389
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_6m,5,0.002380879044234791
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_6m,6,0.0032353499524637903
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_2y,0,0.014496962422112361
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_2y,1,0.017726274859283277
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_2y,2,0.0111089522542797
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_2y,3,0.013429326083843006
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_2y,4,0.010819807826528787
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_2y,5,0.004505523867534993
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_2y,6,0.006071091502133269
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_5y,0,0.02100543796075432
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_5y,1,0.023269535884446114
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_5y,2,0.013323260465730551
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_5y,3,0.016717611560544077
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_5y,4,0.013888248858745511
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_5y,5,0.0057268241905036104
drop_fiscal__setor_externo__expectativas__eua,5,1,yield_5y,6,0.007694572385169469
drop_fiscal__setor_externo__expectativas__eua,5,1,asset_ibov,0,-19.79440541409587
drop_fiscal__setor_externo__expectativas__eua,5,1,asset_ibov,1,-40.15220068113603
drop_fiscal__setor_externo__expectativas__eua,5,1,asset_ibov,2,-49.31190411027002
drop_fiscal__setor_externo__expectativas__eua,5,1,asset_ibov,3,-61.535653108904164
drop_fiscal__setor_externo__expectativas__eua,5,1,asset_ibov,4,-74.80465458532925
drop_fiscal__setor_externo__expectativas__eua,5,1,asset_ibov,5,-81.7123352913244
drop_fiscal__setor_externo__expectativas__eua,5,1,asset_ibov,6,-90.152503755261435
drop_fiscal__setor_externo__expectativas__eua,5,1,cambio_usd,0,0.3723373661375257
drop_fiscal__setor_externo__expectativas__eua,5,1,cambio_usd,1,0.4035996145077948
drop_fiscal__setor_externo__expectativas__eua,5,1,cambio_usd,2,0.22322368682742114
drop_fiscal__setor_externo__expectativas__eua,5,1,cambio_usd,3,0.28320830968292204
drop_fiscal__setor_externo__expectativas__eua,5,1,cambio_usd,4,0.22238346352840016
drop_fiscal__setor_externo__expectativas__eua,5,1,cambio_usd,5,0.09143065346026596
drop_fiscal__setor_externo__expectativas__eua,5,1,cambio_usd,6,0.13485279547621806
drop_fiscal__setor_externo__expectativas__eua__credito,5,4,yield_6m,0,0.005
drop_fiscal__setor_externo__expectativas__eua__credito,5,4,yield_6m,1,0.005203287990250423
drop_fiscal__setor_externo__expectativas__eua__credito,5,4,yield_6m,2,0.004683646578340448
