sample,r,q,p,status,max_eig,break_date,design,placebo_type,instrument_free,n_C,n_NC,lambda_1,lambda_1_lo,lambda_1_hi,lambda_min,rank1_share,eig_gap,ratio_dir,p_placebo,prop_LR,prop_p_chi2,prop_p_boot,sys_min_rel_gap
pre_covid,7,4,4,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,7,4,4,ok,0.9782031387696105,NA,intensidade_z,permute,FALSE,27,53,1.5188633053978033,0.7871736660540449,3.1884059753802565,-0.13441950049614482,0.4703608232445187,1.8414271611844826,4.061730951839109,0.022977022977022976,9.989244758538876,0.351356614412187,0.5489021956087824,0.055593437749563795
pre_covid,7,4,4,ok,0.9782031387696105,NA,volatilidade_juros,permute,TRUE,20,60,1.5853267201869972,0.6454029449181609,3.873136648257957,-0.2442457908273014,0.5630484249507506,1.9902150397401768,3.574882634395033,0.08491508491508491,9.746707935925965,0.3713772184139143,0.5968063872255489,0.36248593661996775
pre_covid,7,4,4,ok,0.9782031387696105,2018-02-01,quebra_livre,rotate,TRUE,23,57,0.9973700276815236,0.15204473594572293,2.3769965033963856,-0.8999751898450428,0.3698353854654777,8.400982346831979,2.3752653347089345,0.6443556443556444,21.584291393415675,0.010294095040048946,0.06786427145708583,0.3251346775078364
pre_covid,7,4,5,ok,1.0108124321146004,NA,calendario,permute,TRUE,52,27,0.7718757002224651,0.4744623895309057,1.5857228018407095,-0.17941192396104388,0.6368802952888097,3.2032724838511317,2.5383834851465203,0.4595404595404595,6.735348936419141,0.6646514138319144,0.7504990019960079,0.1795923709762245
pre_covid,7,4,5,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,7,4,5,ok,1.0108124321146004,NA,intensidade_z,permute,FALSE,26,53,1.2988449130268904,0.7499279649037032,3.061223445254072,-0.12660233953033173,0.5015207758040167,1.3600348431599434,3.25300359001375,0.08691308691308691,8.92374022429858,0.44434326823322506,0.6586826347305389,0.27577346833091754
pre_covid,7,4,5,ok,1.0108124321146004,NA,volatilidade_juros,permute,TRUE,20,59,1.293977316909023,0.6738278420041672,3.212100659317911,-0.299302594636792,0.5246284948851951,1.8196705136486537,2.9138957207968654,0.17082917082917082,7.781025490235936,0.5563554483603627,0.7684630738522954,0.3610731318399591
pre_covid,7,4,5,ok,1.0108124321146004,2015-02-01,quebra_livre,rotate,TRUE,59,20,0.8272566291722377,0.5787463115683534,1.531723894766443,-1.8830549721507381,0.25635976434804136,4.97805612099906,3.320111638776446,0.6473526473526473,25.277347396708187,0.0026792207705784023,0.05588822355289421,0.39023677392408207
pre_covid,7,4,6,ok,1.0187337411362734,NA,calendario,permute,TRUE,52,26,0.8431071087314101,0.5665891861436401,1.5993789044056774,-0.17891817622070808,0.561863617788884,1.8460847375824085,2.8846249219394777,0.24975024975024976,8.451784882272124,0.48933439358051684,0.5349301397205589,0.1427452937564859
pre_covid,7,4,6,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
