p,variable,h,point,lo68,hi68,lo90,hi90
6,yield_3m,35,-0.0025889325077258093,-0.005872044473322849,1.5511785177169414e-4,-0.008491887060318917,0.002646594825281726
6,yield_3m,36,-0.0028498083683477066,-0.006158385129653997,-1.461197043983822e-4,-0.00881989070073015,0.002252616815181182
6,yield_3m,37,-0.0030817360989122194,-0.006416704750435992,-3.855201802109854e-4,-0.009013316046315792,0.0019181207091238323
6,yield_3m,38,-0.0032841585979833353,-0.006712876252809972,-5.506952153045699e-4,-0.009317304245677406,0.0016351301457476865
6,yield_3m,39,-0.0034569289839072497,-0.007026917001529206,-7.923421296029878e-4,-0.00949658542494767,0.0013948791400673608
6,yield_3m,40,-0.0036001207432646665,-0.007162621383330022,-8.448632702857541e-4,-0.009571121682062525,0.0011818060401210444
6,yield_3m,41,-0.0037140202102462516,-0.00731103058018903,-0.0010095478866464938,-0.009555896503695864,8.628212619107504e-4
6,yield_3m,42,-0.003799195652390115,-0.007455799657852462,-0.0010948397359263203,-0.009551037182123136,6.597990887642118e-4
6,yield_3m,43,-0.0038563888372614486,-0.0075299513638532245,-0.0011112078073137594,-0.00972076338951016,5.047186637663619e-4
6,yield_3m,44,-0.0038865076496689727,-0.007512970192656677,-0.0011364686549657202,-0.009868365909843177,4.7327732744123133e-4
6,yield_3m,45,-0.0038906491864551663,-0.0074292875162587785,-0.0011153641031252904,-0.009908990694974978,3.863412649255695e-4
6,yield_3m,46,-0.003870045863067398,-0.007358412862303997,-0.0010647380317769623,-0.009975483601788711,4.944846903405392e-4
6,yield_3m,47,-0.0038260589984877415,-0.007296757917581602,-0.0010171245432541714,-0.010191213498879595,4.21101878139478e-4
6,yield_3m,48,-0.003760172667129684,-0.007185806824622625,-0.001064217625506537,-0.010417754428257424,4.3488500289827394e-4
6,yield_6m,0,0.005,0.005,0.005,0.005,0.005
6,yield_6m,1,0.006394576007168171,0.005502550652194275,0.006820860422965526,0.005031947448675516,0.007237921874890674
6,yield_6m,2,0.0075826346379391655,0.005843610734650208,0.008033549877366323,0.005077908397830659,0.008852804571344582
6,yield_6m,3,0.0085403473571881,0.0062089200776679725,0.009179262970709971,0.005081705086762107,0.01041859144452271
6,yield_6m,4,0.008316953237434681,0.005399980316060473,0.009221692637124147,0.004032114318539713,0.010573096982955077
6,yield_6m,5,0.008194684769494072,0.005246617483374071,0.009516710361857045,0.0037287598655649013,0.010901549209387946
6,yield_6m,6,0.008374844092993059,0.005249562119124019,0.010101831756526427,0.0035443816871889083,0.011900052838478576
6,yield_6m,7,0.008162966910544198,0.004820229372420858,0.010180629692301614,0.0030853532139626582,0.012121009549148411
6,yield_6m,8,0.007924536586827595,0.004518278939435155,0.010292964928144311,0.0027086065965630872,0.012091560806060792
6,yield_6m,9,0.0076724000168241,0.004248294684403812,0.010248934249449625,0.0024129291430032905,0.012193133139174027
6,yield_6m,10,0.0073539381178696775,0.003913342889454801,0.01016852886863369,0.0019770486430849134,0.012074845451769988
6,yield_6m,11,0.007027041461901949,0.0036268263134771306,0.010150289946856423,0.0015641948916696445,0.012135042145326881
6,yield_6m,12,0.006731170025444878,0.003398561866874453,0.009961012635230452,0.001409155090817235,0.011931968564467075
6,yield_6m,13,0.006383093303749146,0.003086555869876972,0.009702417791356407,0.0010107387485619739,0.011840200114007157
6,yield_6m,14,0.006019213732322836,0.0026749516417374736,0.009367539786664806,5.158092316011201e-4,0.011577141373570068
6,yield_6m,15,0.005637543821214014,0.002285030593112662,0.008986090394910402,2.6425111583489323e-4,0.011299380887612539
6,yield_6m,16,0.005220054385102817,0.0018147533255380057,0.008658360602660115,-1.5427084439866953e-4,0.011055122998970521
6,yield_6m,17,0.004795152267848681,0.0013240819812551537,0.008340737993465018,-5.243997017148009e-4,0.010682127214724101
6,yield_6m,18,0.004358435368881735,9.736929440511699e-4,0.007890996209018574,-8.78000903069554e-4,0.010460260998742555
6,yield_6m,19,0.003887620193634269,5.532295313649928e-4,0.007391631692300374,-0.0014084885707403903,0.010174063820872187
6,yield_6m,20,0.003400573758460343,-3.662572286732535e-5,0.006897766403067088,-0.001986652434049617,0.00983949683569959
6,yield_6m,21,0.002900242046794381,-4.6912759870877603e-4,0.00647340878239458,-0.002622407716691312,0.009157254349879169
6,yield_6m,22,0.00238401747883536,-9.237167745638227e-4,0.00595322752923261,-0.0032005184549322415,0.00885884113140156
6,yield_6m,23,0.00186309681085386,-0.001336223768401091,0.005205388736937983,-0.0039012972195215283,0.008347407123160835
6,yield_6m,24,0.0013414100930976152,-0.0017830065935713272,0.004705590446428297,-0.004438993052648568,0.0078257590846952
6,yield_6m,25,8.194755355472297e-4,-0.0024707385173796436,0.004148408735713835,-0.004884424946695806,0.0075327623723799465
6,yield_6m,26,3.0451280457655143e-4,-0.002878180841629864,0.0036893893865941846,-0.005589656534522856,0.007046175518015173
6,yield_6m,27,-1.9897993848214126e-4,-0.00339985976768578,0.0031480009519250216,-0.006157342744624891,0.006615056778019325
6,yield_6m,28,-6.874268312375624e-4,-0.0038868037606716753,0.0026099514108659815,-0.006853041320228855,0.005999842389398049
6,yield_6m,29,-0.001155942475310922,-0.00445777072144856,0.0021644984645329437,-0.007267808888177264,0.005457148981342395
6,yield_6m,30,-0.0016017404849585299,-0.00486456301752198,0.0016798772184977032,-0.007821790448212773,0.004767647801344127
6,yield_6m,31,-0.002022405929645898,-0.005365837110725979,0.001292011131401001,-0.00838691651764648,0.004244819468253015
6,yield_6m,32,-0.0024148526191965516,-0.005862743741097384,9.225366138584141e-4,-0.00874190224735565,0.0037658628475887306
6,yield_6m,33,-0.00277719299869766,-0.006404628764463526,5.026135561602469e-4,-0.009188237237074195,0.0033530246837293306
6,yield_6m,34,-0.003107884534667133,-0.006640848875170274,1.3643130127187248e-4,-0.009626631437744972,0.002856567912952493
6,yield_6m,35,-0.003405427458920669,-0.00707332022211606,-1.6368846186951426e-4,-0.009913275195699069,0.002191418601236925
6,yield_6m,36,-0.0036691415526543744,-0.007352853854749547,-3.728811225751521e-4,-0.010367752179868966,0.0020330772694580404
6,yield_6m,37,-0.0038986413922060784,-0.007542598968385009,-4.999849121976374e-4,-0.010541196863450415,0.0018841003996039412
6,yield_6m,38,-0.004093623192149778,-0.007919972291638629,-8.1804669370272e-4,-0.01071117758750208,0.0017321378115402566
6,yield_6m,39,-0.004254245888932194,-0.008148451606216498,-0.0010658760372859448,-0.01079364569748338,0.0014289094090242588
6,yield_6m,40,-0.004380939046566583,-0.008292845063979449,-0.00122019719966953,-0.010874177560461456,9.375938638574554e-4
6,yield_6m,41,-0.004474327234435318,-0.008392907983410875,-0.001221324554738469,-0.011027866665235357,8.133283341009595e-4
6,yield_6m,42,-0.004535342752821542,-0.008465114731166753,-0.0012330881746055356,-0.011249556812583656,5.471047171769857e-4
6,yield_6m,43,-0.004565105503680657,-0.008452414560955166,-0.001241182537905757,-0.011414226756512335,4.966425534008871e-4
6,yield_6m,44,-0.004564887672601217,-0.008407655105475106,-0.001262008363267707,-0.011569199472013795,5.379539007995275e-4
6,yield_6m,45,-0.004536157605268016,-0.008315620835145495,-0.0012317773993228882,-0.011653987819102133,5.435610610844128e-4
6,yield_6m,46,-0.0044805196129441205,-0.008289595979216942,-0.001143404749358197,-0.011731629342666092,5.167949710992001e-4
6,yield_6m,47,-0.00439969561503107,-0.008121987955732516,-0.0011198315134428231,-0.011681927637677067,5.006328941700818e-4
6,yield_6m,48,-0.004295526022147491,-0.00801823416299344,-0.0010555541737892902,-0.011661922422404328,4.965239988902267e-4
6,yield_1y,0,0.006187654953011664,0.0057193777003520215,0.006414485191191744,0.005541027487238441,0.006675290659896818
6,yield_1y,1,0.007905533729768127,0.006548277770034303,0.008343380142821637,0.005994109414656192,0.008918476997581084
6,yield_1y,2,0.00909720281260538,0.00683274076220938,0.009501816533354506,0.006003178476845677,0.010406105015908957
6,yield_1y,3,0.010204489006196787,0.007368646500415504,0.010796746864705692,0.00615291650532074,0.012117070471227745
6,yield_1y,4,0.009857132541157413,0.0064408205630771456,0.010619679515662912,0.005059218689039273,0.012023242576563911
6,yield_1y,5,0.009563169643371687,0.0060092291238656986,0.010832645951480896,0.0046252155297693,0.012426583960569258
6,yield_1y,6,0.009700328351832706,0.006126097556040591,0.011408886890033904,0.0043948295770433006,0.013250757230264252
6,yield_1y,7,0.00941240844063698,0.005721978348610491,0.011400240513863761,0.003987191324289225,0.013313934830446836
6,yield_1y,8,0.008991246294516624,0.005259247773746174,0.011261293465612107,0.0032934894105257446,0.01334215998371015
6,yield_1y,9,0.008616849601133994,0.004822708573108279,0.011112676949615553,0.0028778346284093433,0.01339117663656095
6,yield_1y,10,0.008159854295412852,0.004362434201258619,0.010909746395833003,0.0024977924110214144,0.013425012468729004
6,yield_1y,11,0.007677564954668204,0.004004105035113731,0.010607512070170683,0.0019385706304800123,0.013180044133157735
6,yield_1y,12,0.007247946049693196,0.0035750853677327813,0.010431442767421506,0.001548504205277931,0.013166975973631171
6,yield_1y,13,0.006759620509779831,0.0030503295750883494,0.010038354909627898,9.022773585197495e-4,0.012751084764252752
6,yield_1y,14,0.0062478726432650825,0.002633901382817972,0.00964652367548774,3.439981733354066e-4,0.0124345357825302
6,yield_1y,15,0.005735760772839468,0.002064179196212507,0.009278135252440972,-4.137254073191859e-5,0.012065527609296568
6,yield_1y,16,0.005189834965829974,0.0015570854469394942,0.008909935471010301,-6.589628857328975e-4,0.011577486492192953
6,yield_1y,17,0.004645783299159704,0.0010114044434099702,0.008507839352308939,-0.0010605487609077564,0.011223859032191554
6,yield_1y,18,0.004104687333581906,4.6566560084504763e-4,0.007913575616642566,-0.0015978575187176065,0.010807254213739272
6,yield_1y,19,0.0035337504476804535,-1.1075996228148879e-4,0.0073506558796582805,-0.0022536998010617673,0.010414379263366549
6,yield_1y,20,0.0029535889091685283,-7.508189891254872e-4,0.006759328314074054,-0.0029014585296704555,0.009808938189031327
6,yield_1y,21,0.0023718145170151497,-0.0012248648018744325,0.0062877203614738406,-0.0035940173287689935,0.009075806571455129
6,yield_1y,22,0.0017813310004178762,-0.0017740309057767563,0.005643396280798337,-0.004286719018876205,0.008783237652568528
6,yield_1y,23,0.0011944825933435448,-0.0022170663743411837,0.004934172372423776,-0.0049233507590789715,0.008536732914224644
6,yield_1y,24,6.163635671747012e-4,-0.0028221210423265038,0.004309580653620882,-0.005568151335661818,0.007926876533820317
6,yield_1y,25,4.5326627852346386e-5,-0.0032897898156836725,0.0037402002998070012,-0.006120473242034407,0.0074488693967973375
6,yield_1y,26,-5.110601452416466e-4,-0.0038170116041729755,0.003160239504252636,-0.006812565213676868,0.006889319669375842
6,yield_1y,27,-0.001047683764934063,-0.004473722380121742,0.0025660207860039846,-0.007516803804366922,0.0064125204209598856
6,yield_1y,28,-0.00156183481424096,-0.004930003057905754,0.0020118393410335222,-0.008227586208808034,0.005879268247305054
6,yield_1y,29,-0.0020486069127220543,-0.005404586912803631,0.0015519547081602014,-0.008835270647466833,0.005151493019298013
6,yield_1y,30,-0.002505414316996805,-0.005891329930273014,0.001153111995825653,-0.009234236917215973,0.004504565364572092
6,yield_1y,31,-0.002930494518990227,-0.006451744183842183,7.680919477801656e-4,-0.009697437165659137,0.003956492168973374
6,yield_1y,32,-0.003320895826459776,-0.00696016174834914,2.441662592986901e-4,-0.01027374655393975,0.003328858437243342
6,yield_1y,33,-0.0036750142277269847,-0.0074002547844042145,-3.6527616652212086e-5,-0.010698979060735624,0.0029212858965669284
6,yield_1y,34,-0.003991850955707653,-0.007801928623076017,-2.7790768599102037e-4,-0.01099195967379144,0.002549887288745557
6,yield_1y,35,-0.00427024133360438,-0.008143333491213257,-4.6901474016836466e-4,-0.01144033186439592,0.0022392825337806716
6,yield_1y,36,-0.004509945984930986,-0.008566841842591561,-7.442610377518998e-4,-0.011680557181403317,0.0019169309550494753
6,yield_1y,37,-0.00471111443270408,-0.008685136534264231,-0.001062883468272595,-0.011960011182089237,0.0016707371438209105
6,yield_1y,38,-0.004873858494707437,-0.008970337508135107,-0.0012210829247973648,-0.012090591642401878,0.0014475300539799462
6,yield_1y,39,-0.004998790883159912,-0.008997737140337695,-0.0013621475070986773,-0.012149655941013858,0.001239887611861625
6,yield_1y,40,-0.005086840796876894,-0.008964312492630756,-0.0012788214071599024,-0.012280118409377691,8.910211111037599e-4
6,yield_1y,41,-0.005139082989728168,-0.00913787021801923,-0.0012811431916703,-0.012545972171399628,6.949165835575189e-4
6,yield_1y,42,-0.005156907652126933,-0.009215478076336705,-0.001300709329974858,-0.012835194681529737,5.683488428526366e-4
6,yield_1y,43,-0.005141890093830497,-0.00907327864788152,-0.0013374072705759192,-0.013111400745318372,5.800305400474665e-4
6,yield_1y,44,-0.005095719834784872,-0.009036004952752143,-0.0012654645840838364,-0.013114461916777422,6.416305323212036e-4
6,yield_1y,45,-0.005020273593844733,-0.00904297437707802,-0.0011785404642738093,-0.013178812371837803,5.055855199110809e-4
6,yield_1y,46,-0.004917548888019299,-0.008964487252836599,-0.001137547662492,-0.01317103080154988,5.304709704517652e-4
6,yield_1y,47,-0.004789630386811648,-0.008739176908982906,-0.0011729335987575892,-0.01297227558966919,5.578099318778465e-4
6,yield_1y,48,-0.004638702328182241,-0.008584629044961444,-0.0011359605588842706,-0.01262918854416335,6.17893858804884e-4
6,yield_2y,0,0.007018788343328002,0.006167460771440673,0.007698331936746265,0.005696384637647827,0.008362650099716165
6,yield_2y,1,0.008847679311914861,0.0070788314671721385,0.009592493392987662,0.0062939022844406296,0.010595297354663068
6,yield_2y,2,0.00978631712554088,0.007106651426958696,0.010504429411202262,0.006266693763415221,0.01159753214771185
6,yield_2y,3,0.011058826244336748,0.007806147153589049,0.011940505900363338,0.00635615247767322,0.013269516580643657
6,yield_2y,4,0.010572118290734114,0.006821250563871352,0.011505322199353263,0.00541906106262247,0.013064250152265623
6,yield_2y,5,0.010124902126710975,0.006347282283749935,0.01163249828297462,0.004812597691895556,0.013216914720569422
6,yield_2y,6,0.01020386703787663,0.006484489058683237,0.01209529145078796,0.004780860016181679,0.013831605075631298
6,yield_2y,7,0.009853111382090265,0.005998039182841402,0.012081676857268898,0.004306108506624413,0.014168891379594976
6,yield_2y,8,0.009247596132664983,0.005407248494308733,0.011642332475816655,0.0035677086022830626,0.014004655441234257
6,yield_2y,9,0.008758750563952367,0.004838635489649378,0.011380364864407248,0.0031944257546203674,0.013768425999349389
6,yield_2y,10,0.008179463533920609,0.004346567317228038,0.011063003412799362,0.0025714289488476764,0.013707002560139505
6,yield_2y,11,0.0075696671358561445,0.0037810796304418503,0.010622056326536271,0.0019471609811325162,0.013430605890849458
6,yield_2y,12,0.0070312937104459175,0.0033003621333337818,0.010404048603449706,0.0014250562943571936,0.01309457458631964
6,yield_2y,13,0.006430602418785276,0.0027866664051863395,0.009938030738529554,5.765030478831124e-4,0.012729215533261834
6,yield_2y,14,0.0058060572476843755,0.0022346866380824693,0.00939522162449182,-1.440526226619254e-4,0.012360855988051377
6,yield_2y,15,0.005204538289134706,0.0015569991062485042,0.00892624569507694,-6.926922238707802e-4,0.011770759709629496
6,yield_2y,16,0.004574101275965148,0.0010208409062159778,0.00844071188918197,-0.0012862952804109581,0.011192998207677786
6,yield_2y,17,0.003958483376003326,3.947897637387676e-4,0.007805617608883558,-0.0020467050248180727,0.010731363610193521
6,yield_2y,18,0.0033630725105862637,-2.220757410459069e-4,0.00733524419541727,-0.002463712350956522,0.01022411962173795
6,yield_2y,19,0.002744457922641518,-9.009230828171122e-4,0.006794547528534438,-0.0031048485241830836,0.009606460487512554
6,yield_2y,20,0.0021256225629448307,-0.0014089292020029419,0.0062964703108293165,-0.003872204394442752,0.0091318332135774255
6,yield_2y,21,0.0015189932726726613,-0.0020097925920003375,0.005733310903524408,-0.004515654991762612,0.008495346642449964
6,yield_2y,22,9.123890298006362e-4,-0.0025623298377944162,0.005025375054572842,-0.005261072345750182,0.00804799583189517
6,yield_2y,23,3.182823565755434e-4,-0.0031723377019383238,0.004309727372320959,-0.005784637506508167,0.007610545504077214
6,yield_2y,24,-2.576935689193326e-4,-0.0037013990276324486,0.0036778230931821037,-0.006361984662851801,0.007067819085705043
6,yield_2y,25,-8.194546671660177e-4,-0.004146083969549182,0.003092112048799373,-0.007114372800845305,0.006362617024995201
6,yield_2y,26,-0.0013596198737726311,-0.004583044971274363,0.002522042368392269,-0.007852013494872868,0.005792811903727347
6,yield_2y,27,-0.0018729972262791978,-0.005089094926108177,0.001940566503397122,-0.008500380702600735,0.0053581208357531525
6,yield_2y,28,-0.002358129636519315,-0.0057769577820430355,0.0013752247223897764,-0.009118685420033313,0.004918386690033614
6,yield_2y,29,-0.002810520093629153,-0.006185064508471122,9.220578303320616e-4,-0.00964342106110531,0.004472396258125841
6,yield_2y,30,-0.003228194757109163,-0.006653548699335368,6.107071774436054e-4,-0.010060644320223676,0.003726864084301116
6,yield_2y,31,-0.0036103086390577646,-0.00713044215869606,2.5087967339740513e-4,-0.010602709774242956,0.0035514057304383067
6,yield_2y,32,-0.003954294326135037,-0.0074818148223811465,-9.832724170997045e-5,-0.010999329848259668,0.0029862755005465947
6,yield_2y,33,-0.004259071206011829,-0.00788518509244508,-4.941010036754309e-4,-0.01146174523004901,0.0025079831517617482
6,yield_2y,34,-0.004524389245510822,-0.008253043644991185,-6.297277414297232e-4,-0.0116601909232444,0.002326926483716731
6,yield_2y,35,-0.004749580210686168,-0.008635359514530958,-8.441292091636892e-4,-0.012135942886277121,0.0021249921921197477
6,yield_2y,36,-0.004934952214577888,-0.008771475522275373,-0.0011176896759989535,-0.012201978047423796,0.0017590890284461156
6,yield_2y,37,-0.005081253626804789,-0.008885233569994745,-0.0011960824594579257,-0.012473229414979194,0.0014636562319611693
6,yield_2y,38,-0.005189051343633771,-0.008933320736851123,-0.001310560878118476,-0.012721327090036897,0.0012878202978747616
6,yield_2y,39,-0.005259414713449354,-0.009173216621827417,-0.0012654274213271793,-0.012832949110223243,0.0010280764951314727
6,yield_2y,40,-0.005293743232831462,-0.009123045524328886,-0.0012567911616694005,-0.012856436180630681,7.946149591526162e-4
6,yield_2y,41,-0.005293506765230024,-0.00914892549282906,-0.0011642192956671652,-0.012893248506870823,5.852718110292477e-4
6,yield_2y,42,-0.0052604665422763385,-0.009200455778356091,-0.001135516348827176,-0.012986542812184197,4.753902811921816e-4
6,yield_2y,43,-0.005196538288477733,-0.009069198226257501,-0.0011048375411555024,-0.01304898933759131,5.906911568639532e-4
6,yield_2y,44,-0.005103694534968221,-0.009023606516744756,-0.0010741297057692593,-0.013140065269547816,4.646656723088317e-4
6,yield_2y,45,-0.004984066540099529,-0.00886156854256989,-0.0010787067477249926,-0.01313826926060882,5.099893952580088e-4
6,yield_2y,46,-0.004839872674598494,-0.008721952516392845,-0.001061467576112217,-0.012739332314375067,6.272734471476666e-4
6,yield_2y,47,-0.004673372836585539,-0.008502341510968271,-0.001003039814030499,-0.012462792529035488,7.594843692201055e-4
6,yield_2y,48,-0.0044868942951592555,-0.00826964812925242,-9.039509691641593e-4,-0.012255748402891517,8.361061698611187e-4
6,yield_5y,0,0.006945692063006544,0.005871114451644058,0.008208665703949644,0.005218787597185963,0.009168966003933422
6,yield_5y,1,0.008436058555804088,0.006544635659661286,0.009649685408629743,0.0055872002475349505,0.011057015321387892
6,yield_5y,2,0.008783273513646881,0.006163374276034405,0.009922839989630793,0.005129039241779422,0.011443765645903908
6,yield_5y,3,0.010193408767604446,0.006969393907529541,0.011446742149814287,0.005685254743197777,0.013186962954753962
6,yield_5y,4,0.009597842353042669,0.0061385173353987015,0.010809978668929455,0.004772265236229042,0.012511793598379797
6,yield_5y,5,0.009084402772783513,0.00552000484096845,0.010588301876792038,0.0038865440271944646,0.01241765336847532
6,yield_5y,6,0.009106851644526683,0.0056037955925170605,0.011033459259627697,0.0038564021012796805,0.013048131045426823
6,yield_5y,7,0.008741845625114179,0.005217887139044128,0.01080507809287193,0.003551627222940527,0.012935581376790661
6,yield_5y,8,0.008026239314632816,0.004510939150319522,0.0103179157503352,0.0028412088174496917,0.012463253691276942
6,yield_5y,9,0.007470294087141965,0.003997780793150021,0.00998597087926655,0.0025801571142295165,0.012015384353090096
6,yield_5y,10,0.006835745911953448,0.003320110949149062,0.009475063977134102,0.0019506696297625942,0.011755971441678446
6,yield_5y,11,0.006191023177380176,0.002732724541230454,0.009063650970047105,0.0012205203785689413,0.01141898633615761
6,yield_5y,12,0.0056217561119542535,0.0023215687620299977,0.0086861159210336,7.15333364935646e-4,0.01119079274451676
6,yield_5y,13,0.004992929713833125,0.0017613504101421907,0.00822219707621194,3.097718169082791e-5,0.010742927254164765
6,yield_5y,14,0.004356532618763159,0.0010844615656826254,0.007698970317540686,-8.517907829855607e-4,0.010394672852052644
6,yield_5y,15,0.0037664781074329117,6.009021738490678e-4,0.007140737704360078,-0.001508036090240279,0.00990312167439967
6,yield_5y,16,0.003156031589538959,9.737403734401645e-5,0.006634865802270906,-0.002077182662840903,0.009323269077359036
6,yield_5y,17,0.002576800062260567,-5.40941005287064e-4,0.006173629636834272,-0.002629985538690534,0.008971385725976557
6,yield_5y,18,0.0020335036226895565,-0.0010680378272332233,0.005740075826555416,-0.003031851239598417,0.00862730194935498
6,yield_5y,19,0.001475804075770556,-0.0015155634371782135,0.005116607489205184,-0.0036945883748868286,0.007981975552782577
6,yield_5y,20,9.277970247139978e-4,-0.00209903384384886,0.004528466124176443,-0.004395413798225191,0.00764009744528366
6,yield_5y,21,4.0449180854042075e-4,-0.0025980370109302906,0.004008691107981354,-0.004785059148554882,0.007244469470100508
6,yield_5y,22,-1.1015415121820254e-4,-0.003028355809422403,0.003405766072671724,-0.005419599214588296,0.006544458985491296
6,yield_5y,23,-6.053983827720966e-4,-0.0035163275647161095,0.002837890718099097,-0.006068903824847215,0.005927952179052067
6,yield_5y,24,-0.001076656586009923,-0.00392075703301925,0.0023481490405603774,-0.006623022571620211,0.005583917452263563
6,yield_5y,25,-0.0015293461173755741,-0.004362840627063245,0.0019670643709911208,-0.0071075545388635565,0.00529277931540468
6,yield_5y,26,-0.001957206973400449,-0.0047971560841556585,0.0015355826763849808,-0.007835980765372452,0.0049082553956922145
6,yield_5y,27,-0.00235613204723246,-0.0052465331594729134,0.001173881827917476,-0.008414604202182962,0.0043807657323079
6,yield_5y,28,-0.002726012059639338,-0.005593932090564932,6.95497041709841e-4,-0.008742679610228702,0.0038446106563394243
6,yield_5y,29,-0.0030633628057793946,-0.0059882557979893825,2.983731059805786e-4,-0.00904303450244175,0.0032874900248663795
6,yield_5y,30,-0.0033674087176073474,-0.006381502415965245,7.688171620806726e-5,-0.009452801518494591,0.002983316804378196
6,yield_5y,31,-0.00363832966868207,-0.006686390801047879,-1.1549152373735235e-4,-0.009890075003931815,0.0025716254106593756
6,yield_5y,32,-0.003874244075056002,-0.006984217529222498,-3.394863989845177e-4,-0.010132526289175402,0.0023543434849992934
6,yield_5y,33,-0.004074857763414992,-0.007248369221034253,-6.204179963653557e-4,-0.01041580538505906,0.002143068284319556
6,yield_5y,34,-0.004240738749009558,-0.0075200069539787485,-7.363274684386344e-4,-0.01053076705075595,0.0018745618536363433
6,yield_5y,35,-0.004371819341100921,-0.007769917836370284,-9.174432814237294e-4,-0.010870288984014147,0.001575479227324449
6,yield_5y,36,-0.004468956367139539,-0.00794427019403657,-0.001089732998386702,-0.01111576845537885,0.001373305644193831
6,yield_5y,37,-0.004533388904233133,-0.00795487263291285,-0.0011255117699814634,-0.011211076059265327,0.0011716655625532474
6,yield_5y,38,-0.0045660478881052475,-0.007925921348903875,-0.0010554496983042052,-0.011140832411287563,8.230753215870294e-4
6,yield_5y,39,-0.004568302758876528,-0.007725881090538142,-0.001020421151564727,-0.011365551915357361,6.15847402543904e-4
6,yield_5y,40,-0.004541796317109154,-0.007662302736823305,-9.959370811170962e-4,-0.011508874635072056,6.757504400360875e-4
6,yield_5y,41,-0.004488154968075281,-0.007746772529213024,-9.586110785690365e-4,-0.011429015643212404,6.05875987079854e-4
6,yield_5y,42,-0.004409225472644984,-0.007719254595485317,-8.995584527363635e-4,-0.011330399394975845,5.464108802738352e-4
6,yield_5y,43,-0.004306935668436667,-0.00764642681637064,-8.04308929060633e-4,-0.011267124032025868,5.728015728020677e-4
6,yield_5y,44,-0.004183201528881395,-0.00754431652640032,-7.573719821118721e-4,-0.011287241739063427,6.965367352226074e-4
6,yield_5y,45,-0.004040044556385316,-0.007418277599406281,-7.214764629323335e-4,-0.010991590983466635,7.962810319513459e-4
6,yield_5y,46,-0.003879516970323554,-0.007391478121188233,-6.332821038938459e-4,-0.010792912524425033,9.466344348295609e-4
6,yield_5y,47,-0.0037036577085401683,-0.0072057872097119795,-6.198919005434558e-4,-0.010663053234590056,0.0010780201690531823
6,yield_5y,48,-0.003514528992374962,-0.007085779384180048,-4.888145642643678e-4,-0.010573680903222221,0.0011937211544490618
6,yield_10y,0,0.006171008342939512,0.005165368701974191,0.00742759431840031,0.004585800959772783,0.008286970691043007
6,yield_10y,1,0.007373115104334109,0.005657121575363831,0.008519519874020807,0.0048095317258408515,0.009906665879007128
6,yield_10y,2,0.007529084519703373,0.005230035706256806,0.008729458364268876,0.004161168779571558,0.010145119485677399
6,yield_10y,3,0.008829240999375805,0.006047543912457204,0.009983254429350915,0.004744747564308279,0.011776222573673074
6,yield_10y,4,0.008274087787476793,0.005269855934706599,0.009475349928845092,0.00402159691552489,0.011024011352416287
6,yield_10y,5,0.007801471175897224,0.0047622166729006914,0.009284673619030247,0.0032888116079759474,0.01101354809265724
6,yield_10y,6,0.007812013468618998,0.004726996770855373,0.009570289913494052,0.003164412067935002,0.011420811267356572
6,yield_10y,7,0.00748563393715387,0.004386054125916208,0.009341323810236456,0.002921566775195203,0.011290792111636085
6,yield_10y,8,0.006827102302034319,0.0037170335669261074,0.008869396666084679,0.0022863487163883164,0.010765407367789512
6,yield_10y,9,0.006309549540277466,0.0033745562521419604,0.00845192265657494,0.001966996489749596,0.01045272955577597
6,yield_10y,10,0.005726921668189075,0.0027632334419883313,0.008058005224706491,0.0014838646321970626,0.010068298112022958
6,yield_10y,11,0.005143770233232477,0.0021264592369275416,0.007745278572749082,9.499327274104493e-4,0.00971522061256823
6,yield_10y,12,0.004626646003228076,0.0018019030937131732,0.007264935392270715,4.584643331834119e-4,0.00961320551179628
6,yield_10y,13,0.004057182212656682,0.0012032676691937855,0.006890618908195098,-2.1167057908367e-4,0.009141085000236686
6,yield_10y,14,0.003488468851197169,6.815991122741366e-4,0.006404710716334514,-8.523610539260759e-4,0.00879897436295877
6,yield_10y,15,0.00296586646333139,2.4568834570467776e-4,0.005883911961880253,-0.0014823928276550572,0.008319507463797669
6,yield_10y,16,0.0024275504876496946,-2.3112911092297735e-4,0.005525928799154731,-0.002051051767843693,0.00793153082265271
6,yield_10y,17,0.0019226325098924745,-7.56006675670235e-4,0.00510398024981319,-0.0025411450600768253,0.007649256343732641
6,yield_10y,18,0.0014540448157394801,-0.0011165706950250081,0.0046651157939588675,-0.002959075312805346,0.007136499416579429
6,yield_10y,19,9.751370809573598e-4,-0.0015551362375150167,0.0041138153077641074,-0.0034854352505619673,0.006781709818304525
6,yield_10y,20,5.078913987168167e-4,-0.002058892166904723,0.0036480633956532263,-0.004026241886131418,0.006356257805759348
6,yield_10y,21,6.581377440877374e-5,-0.002498659400961151,0.003113763336074338,-0.004478398473912683,0.0057638056308070215
6,yield_10y,22,-3.661112637703759e-4,-0.002967399540157452,0.0026779017567534133,-0.004988670781378413,0.0052443778307143685
6,yield_10y,23,-7.788099275079265e-4,-0.003363976803862596,0.0022331778636306655,-0.005533860025510652,0.0049054995142039344
6,yield_10y,24,-0.0011687131520328497,-0.0036736755284868397,0.0018687707821452145,-0.005869763695324745,0.004592251291202755
