window_cell,q,variable,share_in68,share_in90,share_in90_h12,first_out90_h,cor_path,max_abs_dev,max_abs_dev_h,rel_max_abs_dev,sign_flip_h0,ratio_h0,resto_coluna_h0,share_in90_resc,denom_ratio,veredito
pre_p2,3,expect_focus_cambio_ny,1,1,1,NA,0.9998065948681596,0.004372341405502548,0,0.06295823759045971,FALSE,1.5323126736795638,1.5361763793264096,1,1.0025214864519574,imaterial
pre_p2,3,epu_brazil,1,1,1,NA,0.9999620704274664,1.171062976875593,0,0.031345692775950874,FALSE,1.0493203707566177,1.0519662178552434,1,1.0025214864519574,imaterial
pre_p2,3,epu_canada,1,1,1,NA,0.999966830856849,0.37938019829097236,2,0.01618333793946383,FALSE,1.0018067322274193,1.0043327743302104,1,1.0025214864519574,imaterial
pre_p2,3,epu_chile,1,1,1,NA,0.9999911224678235,0.24534483425549958,0,0.020579319234575812,FALSE,1.0205793192345758,1.0231526961611737,1,1.0025214864519574,imaterial
pre_p2,3,epu_china,1,1,1,NA,0.9996633009272198,1.3026861316555474,0,0.0844576543816188,FALSE,0.8438340160218821,0.845961732060982,1,1.0025214864519574,imaterial
pre_p2,3,epu_germany,1,1,1,NA,0.9997471340061074,1.4952422581919365,0,0.06870203234282297,FALSE,0.931297967657177,0.93364622286536,1,1.0025214864519574,imaterial
pre_p2,3,epu_india,1,1,1,NA,0.9997153759423443,0.6518459296643,0,0.07180560869661852,FALSE,1.1185221168894803,1.1213424552534317,1,1.0025214864519574,imaterial
pre_p2,3,epu_russia,1,1,1,NA,0.9999520112886171,0.8952729963967307,0,0.03121533010482259,FALSE,1.034369492098196,1.0369776407588398,1,1.0025214864519574,imaterial
pre_p2,3,epu_us,1,1,1,NA,0.999494055692789,1.0337931493680328,0,0.10908206383102877,FALSE,0.8637702460345148,0.8659482310074949,1,1.0025214864519574,imaterial
pre_p2,3,price_ipp,1,1,1,NA,0.9999812056683265,0.00767263914696148,3,0.013703502534906903,FALSE,1.0347544867903173,1.0373636062098612,1,1.0025214864519574,imaterial
pre_p2,3,price_ipca,1,1,1,NA,0.9999545285883715,0.0027966483814792498,2,0.010711671368320368,FALSE,1.0065459525813754,1.0090839445640818,1,1.0025214864519574,imaterial
pre_p2,3,price_ipca_difusao,1,1,1,NA,0.9997705805893182,0.03354707935602669,3,0.04233312744404857,FALSE,1.0811314376340104,1.0838574959067897,1,1.0025214864519574,imaterial
pre_p2,3,price_core_ipca_dw,1,1,1,NA,0.9998858427118591,0.0016699775969057432,2,0.018764189548019384,FALSE,0.9982143113331511,1.0007312951953278,1,1.0025214864519574,imaterial
pre_p2,3,price_igp_m,1,1,1,NA,0.9995662024485245,0.017780460555039734,0,0.04585954933071036,FALSE,0.9541404506692897,0.9565463028889167,1,1.0025214864519574,imaterial
pre_p2,3,price_ipc,1,1,1,NA,0.9999650192057785,0.005116956921616067,0,0.01926029574048984,FALSE,1.01926029574049,1.0218303467672176,1,1.0025214864519574,imaterial
pre_p2,3,price_core_ipc,1,1,1,NA,0.9999048277161922,0.0020864118516031593,0,0.055764522393672494,FALSE,1.0557645223936725,1.0584266183333453,1,1.0025214864519574,imaterial
pre_p2,3,price_incc,1,1,1,NA,0.9998976182005864,0.0031230196163806456,0,0.025489184494006677,FALSE,0.9745108155059933,0.9769680313245775,1,1.0025214864519574,imaterial
pre_p2,3,price_inpc,1,1,1,NA,0.9999566771150208,0.006969675880705628,0,0.021932565168519755,FALSE,1.0219325651685198,1.0245093542864063,1,1.0025214864519574,imaterial
pre_p2,3,price_core_ipca_ex0,1,1,1,NA,0.9983470289492332,0.0023002260487056734,2,0.0551854436098182,FALSE,0.9741298217900545,0.9765860769381457,1,1.0025214864519574,imaterial
pre_p2,3,price_core_ipca_ex1,1,1,1,NA,0.9998434289303334,0.005124739491955091,0,0.0435646883989804,FALSE,1.0435646883989804,1.0461960226225195,1,1.0025214864519574,imaterial
pre_p2,3,dlsp_exchange_adjustment,1,1,1,NA,0.9992978352976115,3131.2008535498244,0,0.07429888993054669,FALSE,0.9204946352004468,0.9228156499522042,1,1.0025214864519574,imaterial
pre_p2,3,expect_focus_fiscal_dlsp_ny,1,1,1,NA,0.999924252956223,0.019985506326132885,0,0.0342032069863357,FALSE,0.9506482079215204,0.953045254498372,1,1.0025214864519574,imaterial
pre_p2,3,expect_focus_fiscal_primary_balance_ny,1,1,1,NA,0.9999688974442592,0.007091197781296438,0,0.029810431639914627,FALSE,1.0305964851448237,1.0331951202195513,1,1.0025214864519574,imaterial
pre_p2,3,expect_focus_fiscal_nominal_balance_ny,1,1,1,NA,0.9999811722335744,0.007034204761025786,0,0.016815318545592393,FALSE,1.0168153185455924,1.0193792045954477,1,1.0025214864519574,imaterial
pre_p2,2,cambio_eur,0.7959183673469388,1,1,NA,0.9940308617192298,0.06365199787338469,2,0.4433956897271405,FALSE,1.4566041517057544,1.030684107364777,1,0.7075938278480092,imaterial
