variant,sample,block,factor,squared_loading_share
add_expectativas,full,commodities,F1,0.00114478041063842
add_expectativas,full,commodities,F2,0.042481402009282986
add_expectativas,full,commodities,F3,0.011277483844401182
add_expectativas,full,commodities,F4,0.04038102994728242
add_expectativas,full,commodities,F5,0.007751910641180813
add_expectativas,full,commodities,F6,0.07848607659266084
add_expectativas,full,commodities,F7,0.016984262532268198
add_expectativas,full,confianca,F1,0.03764275403568422
add_expectativas,full,confianca,F2,4.6857596195291407e-4
add_expectativas,full,confianca,F3,9.382953704543903e-4
add_expectativas,full,confianca,F4,0.007759473414128561
add_expectativas,full,confianca,F5,0.0013359139264890595
add_expectativas,full,confianca,F6,0.004820065980620133
add_expectativas,full,confianca,F7,0.0029380199761525672
add_expectativas,full,credito_existente,F1,0.018333016186162635
add_expectativas,full,credito_existente,F2,0.1399780618259184
add_expectativas,full,credito_existente,F3,0.11248907492143302
add_expectativas,full,credito_existente,F4,0.07994706850947285
add_expectativas,full,credito_existente,F5,0.04577493770981733
add_expectativas,full,credito_existente,F6,0.24690834363595243
add_expectativas,full,credito_existente,F7,0.08941021275381071
add_expectativas,full,curva,F1,0.0035224911689977563
add_expectativas,full,curva,F2,0.25998509062202857
add_expectativas,full,curva,F3,0.07608523561277068
add_expectativas,full,curva,F4,0.09739256749126753
add_expectativas,full,curva,F5,0.02065966055299726
add_expectativas,full,curva,F6,0.03505337034074548
add_expectativas,full,curva,F7,0.0953021505803851
add_expectativas,full,energia,F1,0.052806374711575496
add_expectativas,full,energia,F2,0.0018922466248217022
add_expectativas,full,energia,F3,0.004233654494762769
add_expectativas,full,energia,F4,0.005320335306324372
add_expectativas,full,energia,F5,0.015345857375667855
add_expectativas,full,energia,F6,0.013122075579502195
add_expectativas,full,energia,F7,0.036376566400663606
add_expectativas,full,epu,F1,0.003430867790841353
add_expectativas,full,epu,F2,0.008422751199450526
add_expectativas,full,epu,F3,0.0038694422337540745
add_expectativas,full,epu,F4,0.022750007892859206
add_expectativas,full,epu,F5,0.02210729696471838
add_expectativas,full,epu,F6,0.01989169024015255
add_expectativas,full,epu,F7,0.4282499572290479
add_expectativas,full,expectativas,F1,0.011247586868039065
add_expectativas,full,expectativas,F2,0.03820892799830943
add_expectativas,full,expectativas,F3,0.029125529169852973
add_expectativas,full,expectativas,F4,0.06850321388940743
add_expectativas,full,expectativas,F5,0.026407236312505637
add_expectativas,full,expectativas,F6,0.029576372412573028
add_expectativas,full,expectativas,F7,0.05105445471372716
add_expectativas,full,industria,F1,0.3106202057830422
add_expectativas,full,industria,F2,0.007321500392698663
add_expectativas,full,industria,F3,0.044107930128814
add_expectativas,full,industria,F4,0.04257950229093718
add_expectativas,full,industria,F5,0.011291692952313345
add_expectativas,full,industria,F6,0.027492456094064692
add_expectativas,full,industria,F7,0.017995294229965327
add_expectativas,full,monetario,F1,0.02093961726756477
add_expectativas,full,monetario,F2,0.008329735917159655
add_expectativas,full,monetario,F3,0.29160408111171465
add_expectativas,full,monetario,F4,0.014017354106134569
add_expectativas,full,monetario,F5,0.036880557039629315
add_expectativas,full,monetario,F6,0.13062689598840524
add_expectativas,full,monetario,F7,0.041252794163141246
add_expectativas,full,politica,F1,1.9467155841122777e-5
add_expectativas,full,politica,F2,0.012693399365377275
add_expectativas,full,politica,F3,0.08506556096195536
add_expectativas,full,politica,F4,0.028900433868402825
add_expectativas,full,politica,F5,0.025089037292262185
add_expectativas,full,politica,F6,0.05280589346232147
add_expectativas,full,politica,F7,0.013106633920436202
add_expectativas,full,precos,F1,0.008617793354420063
add_expectativas,full,precos,F2,0.03500397717732226
add_expectativas,full,precos,F3,0.028887249922905672
add_expectativas,full,precos,F4,0.0328932006912004
add_expectativas,full,precos,F5,0.5938185925975548
add_expectativas,full,precos,F6,0.15606926188528622
add_expectativas,full,precos,F7,0.04830139165665022
add_expectativas,full,risco_externo,F1,0.01539621006354263
add_expectativas,full,risco_externo,F2,0.09539088179531205
add_expectativas,full,risco_externo,F3,0.0026898849059417912
add_expectativas,full,risco_externo,F4,0.03387723888130152
add_expectativas,full,risco_externo,F5,0.011498657214107576
add_expectativas,full,risco_externo,F6,0.009433465614723491
add_expectativas,full,risco_externo,F7,0.017361640091861367
add_expectativas,full,trabalho,F1,0.2518441835618731
add_expectativas,full,trabalho,F2,0.02003111988886617
add_expectativas,full,trabalho,F3,0.21015701793130667
add_expectativas,full,trabalho,F4,0.023837714574590295
add_expectativas,full,trabalho,F5,0.03009391179956737
add_expectativas,full,trabalho,F6,0.059395125267799186
add_expectativas,full,trabalho,F7,0.04970808337357913
add_expectativas,full,vendas,F1,0.06399131176864503
add_expectativas,full,vendas,F2,1.9855557583307003e-4
add_expectativas,full,vendas,F3,0.005206179899626309
add_expectativas,full,vendas,F4,0.010333316594371814
add_expectativas,full,vendas,F5,8.467315379172001e-4
add_expectativas,full,vendas,F6,0.004751028694815712
add_expectativas,full,vendas,F7,0.0014727016098574496
add_expectativas,pre_covid,acoes,F1,0.13398627095485952
add_expectativas,pre_covid,acoes,F2,0.017927094509796
add_expectativas,pre_covid,acoes,F3,0.21168655727925398
add_expectativas,pre_covid,acoes,F4,0.29946445192596854
add_expectativas,pre_covid,acoes,F5,0.019951526098749884
add_expectativas,pre_covid,acoes,F6,0.037357720682574064
add_expectativas,pre_covid,acoes,F7,0.0286700137824694
add_expectativas,pre_covid,atividade_agregada,F1,0.0012706698033357355
add_expectativas,pre_covid,atividade_agregada,F2,0.03435360037516878
add_expectativas,pre_covid,atividade_agregada,F3,0.020382028437416568
add_expectativas,pre_covid,atividade_agregada,F4,0.0020057474900239233
add_expectativas,pre_covid,atividade_agregada,F5,0.025430596966502017
add_expectativas,pre_covid,atividade_agregada,F6,0.002078132424666089
add_expectativas,pre_covid,atividade_agregada,F7,0.025990707746560794
add_expectativas,pre_covid,cambio,F1,0.17027372232345248
add_expectativas,pre_covid,cambio,F2,0.004352533720499346
add_expectativas,pre_covid,cambio,F3,0.003592868804057138
add_expectativas,pre_covid,cambio,F4,0.02378874696305346
add_expectativas,pre_covid,cambio,F5,0.13454670658948914
add_expectativas,pre_covid,cambio,F6,0.06847307106786932
add_expectativas,pre_covid,cambio,F7,0.01917290648348204
add_expectativas,pre_covid,combustiveis,F1,0.005510766281106416
add_expectativas,pre_covid,combustiveis,F2,0.12717041976114019
add_expectativas,pre_covid,combustiveis,F3,0.019911259655272868
add_expectativas,pre_covid,combustiveis,F4,0.01361092082953172
add_expectativas,pre_covid,combustiveis,F5,0.03013467403777361
add_expectativas,pre_covid,combustiveis,F6,0.050687807920120696
add_expectativas,pre_covid,combustiveis,F7,0.10924533652161558
add_expectativas,pre_covid,commodities,F1,0.05829701655322511
add_expectativas,pre_covid,commodities,F2,0.0015684986249647486
add_expectativas,pre_covid,commodities,F3,0.004512427251933556
add_expectativas,pre_covid,commodities,F4,0.015050943463603805
add_expectativas,pre_covid,commodities,F5,0.0724417066829798
add_expectativas,pre_covid,commodities,F6,0.019742918997725286
add_expectativas,pre_covid,commodities,F7,0.024684986415383043
add_expectativas,pre_covid,confianca,F1,0.00949827087045316
add_expectativas,pre_covid,confianca,F2,0.0026970600137966286
add_expectativas,pre_covid,confianca,F3,0.017901847436723
add_expectativas,pre_covid,confianca,F4,0.02494585516851206
add_expectativas,pre_covid,confianca,F5,0.005301370479158253
add_expectativas,pre_covid,confianca,F6,0.03354319838180006
add_expectativas,pre_covid,confianca,F7,0.012819401688114998
add_expectativas,pre_covid,credito_existente,F1,0.12656900792620165
add_expectativas,pre_covid,credito_existente,F2,0.02356735616421255
add_expectativas,pre_covid,credito_existente,F3,0.14367550804688212
add_expectativas,pre_covid,credito_existente,F4,0.03497413340415163
add_expectativas,pre_covid,credito_existente,F5,0.08945780455223987
add_expectativas,pre_covid,credito_existente,F6,0.14013423589341728
add_expectativas,pre_covid,credito_existente,F7,0.007460300732891989
add_expectativas,pre_covid,curva,F1,0.228834786198647
add_expectativas,pre_covid,curva,F2,0.006541986741233758
add_expectativas,pre_covid,curva,F3,0.06643264598627596
add_expectativas,pre_covid,curva,F4,0.004235345060768574
add_expectativas,pre_covid,curva,F5,0.10170254766040027
add_expectativas,pre_covid,curva,F6,0.0105162733264674
add_expectativas,pre_covid,curva,F7,0.006696054909348012
add_expectativas,pre_covid,energia,F1,0.009164226294090883
add_expectativas,pre_covid,energia,F2,0.026648401694126793
add_expectativas,pre_covid,energia,F3,0.05711079933923815
add_expectativas,pre_covid,energia,F4,0.03183097396262301
add_expectativas,pre_covid,energia,F5,0.02661545904611844
add_expectativas,pre_covid,energia,F6,0.007282786650111733
add_expectativas,pre_covid,energia,F7,0.009848238491260961
add_expectativas,pre_covid,epu,F1,0.006974241082529309
add_expectativas,pre_covid,epu,F2,0.006805435805487116
add_expectativas,pre_covid,epu,F3,0.008218350852419813
add_expectativas,pre_covid,epu,F4,0.03203727755328007
add_expectativas,pre_covid,epu,F5,0.037506880914902105
add_expectativas,pre_covid,epu,F6,0.04769882442168407
add_expectativas,pre_covid,epu,F7,0.05212431641371408
add_expectativas,pre_covid,expectativas,F1,0.03718140811253574
add_expectativas,pre_covid,expectativas,F2,0.00074999158616588805
add_expectativas,pre_covid,expectativas,F3,0.06895165593869225
add_expectativas,pre_covid,expectativas,F4,0.07303254688438654
add_expectativas,pre_covid,expectativas,F5,0.02114661441462954
add_expectativas,pre_covid,expectativas,F6,0.026480075568596263
add_expectativas,pre_covid,expectativas,F7,0.031131224737038454
add_expectativas,pre_covid,industria,F1,0.02247871928361413
add_expectativas,pre_covid,industria,F2,0.40993668908656405
add_expectativas,pre_covid,industria,F3,0.02265830662991377
add_expectativas,pre_covid,industria,F4,0.03485736103717555
add_expectativas,pre_covid,industria,F5,0.08395754003362708
add_expectativas,pre_covid,industria,F6,0.10487107746382764
add_expectativas,pre_covid,industria,F7,0.10108073281245769
add_expectativas,pre_covid,monetario,F1,0.013610685773359993
add_expectativas,pre_covid,monetario,F2,0.04851704535561503
add_expectativas,pre_covid,monetario,F3,0.05212578659961891
add_expectativas,pre_covid,monetario,F4,0.02174728386928717
add_expectativas,pre_covid,monetario,F5,0.036365416132859055
add_expectativas,pre_covid,monetario,F6,0.2764955518724774
add_expectativas,pre_covid,monetario,F7,0.00799955061606602
add_expectativas,pre_covid,politica,F1,0.012725914118001681
add_expectativas,pre_covid,politica,F2,0.0030601950841261383
add_expectativas,pre_covid,politica,F3,0.020321523878727935
add_expectativas,pre_covid,politica,F4,2.459843725268444e-4
add_expectativas,pre_covid,politica,F5,0.11541482144267719
add_expectativas,pre_covid,politica,F6,0.015057866714741974
add_expectativas,pre_covid,politica,F7,0.010752514852073927
add_expectativas,pre_covid,precos,F1,0.054038134031239665
add_expectativas,pre_covid,precos,F2,0.05047984994709983
add_expectativas,pre_covid,precos,F3,0.15217027870147554
add_expectativas,pre_covid,precos,F4,0.322494524823067
add_expectativas,pre_covid,precos,F5,0.09445945183933162
add_expectativas,pre_covid,precos,F6,0.029926434926939728
add_expectativas,pre_covid,precos,F7,0.13530010703010278
add_expectativas,pre_covid,risco_externo,F1,0.09019649991681276
add_expectativas,pre_covid,risco_externo,F2,0.0026156600787559606
add_expectativas,pre_covid,risco_externo,F3,0.00297520577268538
add_expectativas,pre_covid,risco_externo,F4,0.011882651347418388
add_expectativas,pre_covid,risco_externo,F5,0.013472979950778759
add_expectativas,pre_covid,risco_externo,F6,0.016478782494930087
add_expectativas,pre_covid,risco_externo,F7,0.00790455000693518
add_expectativas,pre_covid,trabalho,F1,0.018881745755811394
add_expectativas,pre_covid,trabalho,F2,0.16703782928608657
add_expectativas,pre_covid,trabalho,F3,0.11015175045748272
add_expectativas,pre_covid,trabalho,F4,0.05368260143985658
add_expectativas,pre_covid,trabalho,F5,0.08277465906595427
add_expectativas,pre_covid,trabalho,F6,0.09464172687052212
add_expectativas,pre_covid,trabalho,F7,0.3866456824867207
add_expectativas,pre_covid,vendas,F1,5.079147207245175e-4
add_expectativas,pre_covid,vendas,F2,0.06597035216516209
add_expectativas,pre_covid,vendas,F3,0.017221198931930245
add_expectativas,pre_covid,vendas,F4,1.1265040476527124e-4
add_expectativas,pre_covid,vendas,F5,0.009319244091829115
add_expectativas,pre_covid,vendas,F6,0.01853351432152959
add_expectativas,pre_covid,vendas,F7,0.02247337427376505
add_eua,full,acoes,F1,0.03460864264604406
add_eua,full,acoes,F2,0.25177696994689536
add_eua,full,acoes,F3,0.0025685517164594916
add_eua,full,acoes,F4,0.3287758038097603
add_eua,full,acoes,F5,0.017509656608318342
add_eua,full,acoes,F6,0.0236551766511123
add_eua,full,acoes,F7,0.027942345813876928
add_eua,full,atividade_agregada,F1,0.04171087139700347
add_eua,full,atividade_agregada,F2,0.001489330557143688
add_eua,full,atividade_agregada,F3,0.006215382943399742
add_eua,full,atividade_agregada,F4,0.0059914724062664244
add_eua,full,atividade_agregada,F5,0.011216297135540513
add_eua,full,atividade_agregada,F6,0.0021971182812733627
add_eua,full,atividade_agregada,F7,0.019524886984647792
add_eua,full,cambio,F1,0.029023551650996796
add_eua,full,cambio,F2,0.10085412947086947
add_eua,full,cambio,F3,0.06650746152925978
add_eua,full,cambio,F4,0.06098047722646201
add_eua,full,cambio,F5,0.12914465072538683
add_eua,full,cambio,F6,0.04346395218460215
add_eua,full,cambio,F7,0.03974687086249343
add_eua,full,combustiveis,F1,0.0929974070096015
add_eua,full,combustiveis,F2,0.004036241434256176
add_eua,full,combustiveis,F3,0.017527743558595852
add_eua,full,combustiveis,F4,0.022563251606719233
add_eua,full,combustiveis,F5,0.005846631769396076
add_eua,full,combustiveis,F6,0.04200762596333185
add_eua,full,combustiveis,F7,0.012112653598243458
add_eua,full,commodities,F1,0.0010419215861048215
add_eua,full,commodities,F2,0.035264124500372265
add_eua,full,commodities,F3,0.00989984634164128
add_eua,full,commodities,F4,0.05038173967706439
add_eua,full,commodities,F5,0.008535853826816178
add_eua,full,commodities,F6,0.10783905795267237
add_eua,full,commodities,F7,0.0064905362279646436
add_eua,full,confianca,F1,0.03723988347290417
add_eua,full,confianca,F2,6.56200707220332e-4
add_eua,full,confianca,F3,0.0010149906137455903
add_eua,full,confianca,F4,0.007565236933720906
add_eua,full,confianca,F5,0.0014841202349308935
add_eua,full,confianca,F6,0.0044352399869116675
add_eua,full,confianca,F7,0.0014487867321715977
add_eua,full,credito_existente,F1,0.018012426654049302
add_eua,full,credito_existente,F2,0.13134867887158785
add_eua,full,credito_existente,F3,0.11598712436914997
add_eua,full,credito_existente,F4,0.12310754637513073
add_eua,full,credito_existente,F5,0.03632897251553945
add_eua,full,credito_existente,F6,0.25628109515141284
add_eua,full,credito_existente,F7,0.05840687156999887
add_eua,full,curva,F1,0.003191142179748837
add_eua,full,curva,F2,0.232196305241741
add_eua,full,curva,F3,0.07828645954778005
add_eua,full,curva,F4,0.13878211416818087
add_eua,full,curva,F5,0.017126974123317047
add_eua,full,curva,F6,0.07209060320228874
add_eua,full,curva,F7,0.05220091841615612
add_eua,full,energia,F1,0.051820196394649354
add_eua,full,energia,F2,0.0016699271397015065
add_eua,full,energia,F3,0.004349078558193099
add_eua,full,energia,F4,0.005321716131025921
add_eua,full,energia,F5,0.015224163312060399
add_eua,full,energia,F6,0.0037368305427237167
add_eua,full,energia,F7,0.03531132768978749
add_eua,full,epu,F1,0.0033907820120668776
add_eua,full,epu,F2,0.00921881029693225
add_eua,full,epu,F3,0.003839973507008783
add_eua,full,epu,F4,0.02364340132884665
add_eua,full,epu,F5,0.030583661066714344
add_eua,full,epu,F6,0.0564203330695481
add_eua,full,epu,F7,0.3507449022054621
add_eua,full,eua,F1,0.017360098227017028
add_eua,full,eua,F2,0.044462855010240346
add_eua,full,eua,F3,0.030297762326511646
add_eua,full,eua,F4,0.03858342661728193
add_eua,full,eua,F5,0.020313663464564854
add_eua,full,eua,F6,0.03705060888264762
add_eua,full,eua,F7,0.07823718175772847
add_eua,full,industria,F1,0.30998573777430904
add_eua,full,industria,F2,0.007173017530377966
add_eua,full,industria,F3,0.04173838305795569
add_eua,full,industria,F4,0.04532467751681264
add_eua,full,industria,F5,0.0076930712102426645
add_eua,full,industria,F6,0.01990076106442508
add_eua,full,industria,F7,0.029892206191758634
add_eua,full,monetario,F1,0.020676738351648866
add_eua,full,monetario,F2,0.008763307781393706
add_eua,full,monetario,F3,0.2960755473695872
add_eua,full,monetario,F4,0.015589007752781343
add_eua,full,monetario,F5,0.04902639470557478
add_eua,full,monetario,F6,0.08434190742014001
add_eua,full,monetario,F7,0.059628342616633995
add_eua,full,politica,F1,1.481774912210007e-5
add_eua,full,politica,F2,0.0097443445745637
add_eua,full,politica,F3,0.08569477220709007
add_eua,full,politica,F4,0.0363598556732386
add_eua,full,politica,F5,0.019068519383227445
add_eua,full,politica,F6,0.06831075128364034
add_eua,full,politica,F7,0.00162487432553919
add_eua,full,precos,F1,0.008775107250624513
add_eua,full,precos,F2,0.03805878226126552
add_eua,full,precos,F3,0.023478202760258804
add_eua,full,precos,F4,0.027087182845707426
add_eua,full,precos,F5,0.5869590570562268
add_eua,full,precos,F6,0.11378261734434052
add_eua,full,precos,F7,0.16894577869175964
add_eua,full,risco_externo,F1,0.01516377795537409
add_eua,full,risco_externo,F2,0.1052618920487744
add_eua,full,risco_externo,F3,0.003217696147952963
add_eua,full,risco_externo,F4,0.02961832766081145
add_eua,full,risco_externo,F5,0.012897573162455923
add_eua,full,risco_externo,F6,0.01574444712170644
add_eua,full,risco_externo,F7,4.650193696996266e-4
add_eua,full,trabalho,F1,0.25120377149095585
add_eua,full,trabalho,F2,0.01789524250778797
add_eua,full,trabalho,F3,0.20830815982304085
add_eua,full,trabalho,F4,0.028758666466034408
add_eua,full,trabalho,F5,0.03026349403892358
add_eua,full,trabalho,F6,0.04639098206603189
add_eua,full,trabalho,F7,0.05244035817254265
add_eua,full,vendas,F1,0.06378312619777987
add_eua,full,vendas,F2,1.2984011887788048e-4
add_eua,full,vendas,F3,0.004992863622370653
add_eua,full,vendas,F4,0.011566095804154162
add_eua,full,vendas,F5,7.772456607618787e-4
add_eua,full,vendas,F6,0.002350891831190454
add_eua,full,vendas,F7,0.004836138773535375
add_eua,pre_covid,acoes,F1,0.16164931026494042
add_eua,pre_covid,acoes,F2,0.01767299281159976
add_eua,pre_covid,acoes,F3,0.23391772334710037
add_eua,pre_covid,acoes,F4,0.17524248040491108
add_eua,pre_covid,acoes,F5,0.02664188420389243
add_eua,pre_covid,acoes,F6,0.06710996568540653
add_eua,pre_covid,acoes,F7,0.021944358732645955
add_eua,pre_covid,atividade_agregada,F1,0.0015196240221954083
add_eua,pre_covid,atividade_agregada,F2,0.034668847456587756
add_eua,pre_covid,atividade_agregada,F3,0.013780966240687392
add_eua,pre_covid,atividade_agregada,F4,0.0015157917833014325
add_eua,pre_covid,atividade_agregada,F5,0.02236321610734535
add_eua,pre_covid,atividade_agregada,F6,0.003914663954765987
add_eua,pre_covid,atividade_agregada,F7,0.010099576058136156
add_eua,pre_covid,cambio,F1,0.16170460142330123
add_eua,pre_covid,cambio,F2,0.003363511813749339
add_eua,pre_covid,cambio,F3,0.01292513639233005
add_eua,pre_covid,cambio,F4,0.009240160356998402
add_eua,pre_covid,cambio,F5,0.05653874173983964
add_eua,pre_covid,cambio,F6,0.1676513279202056
add_eua,pre_covid,cambio,F7,0.02301807726006172
add_eua,pre_covid,combustiveis,F1,0.005318949314113203
add_eua,pre_covid,combustiveis,F2,0.1268484051132552
add_eua,pre_covid,combustiveis,F3,0.02079312851052203
add_eua,pre_covid,combustiveis,F4,0.029698624351247357
add_eua,pre_covid,combustiveis,F5,0.025510058623041714
add_eua,pre_covid,combustiveis,F6,0.024955571086943264
add_eua,pre_covid,combustiveis,F7,0.09206314333893384
add_eua,pre_covid,commodities,F1,0.05572873184726248
add_eua,pre_covid,commodities,F2,0.0011662100655433086
add_eua,pre_covid,commodities,F3,0.0038999712422077477
add_eua,pre_covid,commodities,F4,0.001964344932818105
add_eua,pre_covid,commodities,F5,0.06676328912797969
add_eua,pre_covid,commodities,F6,0.054953988716654384
add_eua,pre_covid,commodities,F7,0.008712757723658834
add_eua,pre_covid,confianca,F1,0.00892117343988534
add_eua,pre_covid,confianca,F2,0.002806200990038653
add_eua,pre_covid,confianca,F3,0.01981431969498402
add_eua,pre_covid,confianca,F4,0.028388401567584147
add_eua,pre_covid,confianca,F5,0.00414531708293988
add_eua,pre_covid,confianca,F6,0.03208732415242655
add_eua,pre_covid,confianca,F7,0.019259878609100035
add_eua,pre_covid,credito_existente,F1,0.12267938692411584
add_eua,pre_covid,credito_existente,F2,0.022637004014023104
add_eua,pre_covid,credito_existente,F3,0.1874054781296751
add_eua,pre_covid,credito_existente,F4,0.0452980622808901
add_eua,pre_covid,credito_existente,F5,0.07949695765687022
add_eua,pre_covid,credito_existente,F6,0.12354732753517444
add_eua,pre_covid,credito_existente,F7,0.032990762464628495
add_eua,pre_covid,curva,F1,0.21789831252137093
add_eua,pre_covid,curva,F2,0.0069737789551859025
add_eua,pre_covid,curva,F3,0.055066088820332204
add_eua,pre_covid,curva,F4,0.007383490304907045
add_eua,pre_covid,curva,F5,0.12873175690908462
add_eua,pre_covid,curva,F6,0.002967912376922915
add_eua,pre_covid,curva,F7,0.018336845947824344
add_eua,pre_covid,energia,F1,0.010197890035153014
add_eua,pre_covid,energia,F2,0.02691793402127662
add_eua,pre_covid,energia,F3,0.04981616064169385
add_eua,pre_covid,energia,F4,0.0711160017149046
add_eua,pre_covid,energia,F5,0.00251261902962616
add_eua,pre_covid,energia,F6,0.00851095964204482
add_eua,pre_covid,energia,F7,0.0020635602882417207
add_eua,pre_covid,epu,F1,0.007696180556685067
add_eua,pre_covid,epu,F2,0.0069408515434947575
add_eua,pre_covid,epu,F3,0.007452928959591831
add_eua,pre_covid,epu,F4,0.04963900224213809
add_eua,pre_covid,epu,F5,0.01672004702387223
add_eua,pre_covid,epu,F6,0.061885654543485345
add_eua,pre_covid,epu,F7,0.048586833355929095
add_eua,pre_covid,eua,F1,0.03749118780122141
add_eua,pre_covid,eua,F2,0.0012581000427074073
add_eua,pre_covid,eua,F3,0.03262775035992236
add_eua,pre_covid,eua,F4,0.027285115911812742
add_eua,pre_covid,eua,F5,0.02468764571854498
add_eua,pre_covid,eua,F6,0.009780345414352016
add_eua,pre_covid,eua,F7,0.1534917641745448
add_eua,pre_covid,industria,F1,0.02115918642080078
add_eua,pre_covid,industria,F2,0.41240921842641837
add_eua,pre_covid,industria,F3,0.01918775474176131
add_eua,pre_covid,industria,F4,0.06189742733318798
add_eua,pre_covid,industria,F5,0.08040853128764006
add_eua,pre_covid,industria,F6,0.06999671369621774
add_eua,pre_covid,industria,F7,0.09085768167693588
add_eua,pre_covid,monetario,F1,0.011591786747680521
add_eua,pre_covid,monetario,F2,0.04779566238125748
add_eua,pre_covid,monetario,F3,0.08109744014139365
add_eua,pre_covid,monetario,F4,0.025166050540593607
add_eua,pre_covid,monetario,F5,0.06488132392370974
add_eua,pre_covid,monetario,F6,0.21699833328177442
add_eua,pre_covid,monetario,F7,0.012030376175239062
add_eua,pre_covid,politica,F1,0.011058568636385192
add_eua,pre_covid,politica,F2,0.0031297450912995285
add_eua,pre_covid,politica,F3,0.011194170168512613
add_eua,pre_covid,politica,F4,0.022340141783456224
add_eua,pre_covid,politica,F5,0.13237410481039064
add_eua,pre_covid,politica,F6,0.00037070781848237624
add_eua,pre_covid,politica,F7,6.727679626565449e-4
add_eua,pre_covid,precos,F1,0.057078903081426165
add_eua,pre_covid,precos,F2,0.049679142380864315
add_eua,pre_covid,precos,F3,0.0928866917106501
add_eua,pre_covid,precos,F4,0.3627797042207039
add_eua,pre_covid,precos,F5,0.16126329983783239
add_eua,pre_covid,precos,F6,0.058334927480976975
add_eua,pre_covid,precos,F7,0.070550432992856
add_eua,pre_covid,risco_externo,F1,0.09154831468674857
add_eua,pre_covid,risco_externo,F2,0.0023816283529233956
add_eua,pre_covid,risco_externo,F3,0.006352563922465822
add_eua,pre_covid,risco_externo,F4,0.004785903140532858
add_eua,pre_covid,risco_externo,F5,0.037003213316765794
add_eua,pre_covid,risco_externo,F6,0.017228190968089082
add_eua,pre_covid,risco_externo,F7,0.005909081415650415
add_eua,pre_covid,trabalho,F1,0.01588634877614606
add_eua,pre_covid,trabalho,F2,0.16757366263712176
add_eua,pre_covid,trabalho,F3,0.12880235798641257
add_eua,pre_covid,trabalho,F4,0.0706430671344635
add_eua,pre_covid,trabalho,F5,0.059322197930093856
add_eua,pre_covid,trabalho,F6,0.06811739027903656
add_eua,pre_covid,trabalho,F7,0.36977578357658303
add_eua,pre_covid,vendas,F1,8.715435005691515e-4
add_eua,pre_covid,vendas,F2,0.06577710390265196
add_eua,pre_covid,vendas,F3,0.02297936898975685
add_eua,pre_covid,vendas,F4,0.005616229995549574
add_eua,pre_covid,vendas,F5,0.01063579567053012
add_eua,pre_covid,vendas,F6,0.011588695447041601
add_eua,pre_covid,vendas,F7,0.01963631824637513
add_credito,full,acoes,F1,0.03573172535780734
add_credito,full,acoes,F2,0.23415615996561276
add_credito,full,acoes,F3,0.002509431999466276
add_credito,full,acoes,F4,0.3934281008650821
add_credito,full,acoes,F5,0.018173051689932322
add_credito,full,acoes,F6,0.04367921016216513
add_credito,full,acoes,F7,0.01825470604804343
add_credito,full,atividade_agregada,F1,0.04211664272312481
add_credito,full,atividade_agregada,F2,0.0017757189296959126
add_credito,full,atividade_agregada,F3,0.006095062718299668
add_credito,full,atividade_agregada,F4,0.005527873886857489
add_credito,full,atividade_agregada,F5,0.011296602144346498
add_credito,full,atividade_agregada,F6,0.0030563604673889875
add_credito,full,atividade_agregada,F7,0.02157878789472191
add_credito,full,cambio,F1,0.026435880491692994
add_credito,full,cambio,F2,0.11272995193323368
add_credito,full,cambio,F3,0.063386499094081
add_credito,full,cambio,F4,0.05004679683742047
add_credito,full,cambio,F5,0.12943309398895605
add_credito,full,cambio,F6,0.036548325350558165
add_credito,full,cambio,F7,0.05570208194121748
add_credito,full,combustiveis,F1,0.09415002301528111
add_credito,full,combustiveis,F2,0.003974721899455921
add_credito,full,combustiveis,F3,0.01516167635579671
add_credito,full,combustiveis,F4,0.021800657629380403
add_credito,full,combustiveis,F5,0.005927099334601988
add_credito,full,combustiveis,F6,0.04568120415642643
add_credito,full,combustiveis,F7,0.010592023880310431
add_credito,full,commodities,F1,9.526331688755372e-4
add_credito,full,commodities,F2,0.03901598390294085
add_credito,full,commodities,F3,0.011664468202468265
add_credito,full,commodities,F4,0.04341445624322253
add_credito,full,commodities,F5,0.009778842467236726
add_credito,full,commodities,F6,0.09454454192077236
add_credito,full,commodities,F7,0.006612240376918014
add_credito,full,confianca,F1,0.03727267793789006
add_credito,full,confianca,F2,6.840494756298881e-4
add_credito,full,confianca,F3,9.37589529002354e-4
add_credito,full,confianca,F4,0.009186381583907673
add_credito,full,confianca,F5,0.0018189477140593945
add_credito,full,confianca,F6,0.004055046091021482
add_credito,full,confianca,F7,0.00371299020768919
add_credito,full,credito,F1,0.004785852262234359
add_credito,full,credito,F2,0.005014965793972343
add_credito,full,credito,F3,0.07144673248523684
add_credito,full,credito,F4,0.01667296526391106
add_credito,full,credito,F5,2.4521656598402525e-4
add_credito,full,credito,F6,0.011263498915885375
add_credito,full,credito,F7,0.028734107662973345
add_credito,full,credito_existente,F1,0.017117554279423974
add_credito,full,credito_existente,F2,0.1443452601376731
add_credito,full,credito_existente,F3,0.1211829699681619
add_credito,full,credito_existente,F4,0.11371766962768413
add_credito,full,credito_existente,F5,0.04775648026960144
add_credito,full,credito_existente,F6,0.22726969288710858
add_credito,full,credito_existente,F7,0.056752012707830896
add_credito,full,curva,F1,0.0027055444972070813
add_credito,full,curva,F2,0.257302303609172
