variant,sample,response,horizon,point,lower_68,upper_68,lower_90,upper_90
add_fiscal,pre_covid,yield_5y,7,6.785992413783299e-4,-0.008737382817570114,0.008954761822098459,-0.026892622668819186,0.02246518896300407
add_fiscal,pre_covid,yield_5y,8,-1.739962894738274e-4,-0.010107135603487884,0.008719660753021082,-0.025820451466760232,0.02218996581042906
add_fiscal,pre_covid,yield_5y,9,-9.987942428999986e-4,-0.01225277183918938,0.008106990233759381,-0.02818882722627995,0.02375796227504936
add_fiscal,pre_covid,yield_5y,10,9.96958075299561e-5,-0.009881113325398169,0.008717813495442608,-0.024615862303887265,0.02399627618273581
add_fiscal,pre_covid,yield_5y,11,6.701123672134597e-4,-0.009034051240652487,0.01040202803551433,-0.024788000775538877,0.024299352654522627
add_fiscal,pre_covid,yield_5y,12,-6.780032434977277e-4,-0.010479043865223947,0.010333644367900102,-0.027174166642397128,0.026727111957166403
add_fiscal,pre_covid,yield_5y,13,-0.0017484837878458616,-0.012055857353691059,0.009805928194432552,-0.028922599681819934,0.027988116867710272
add_fiscal,pre_covid,yield_5y,14,-0.0024817133412779104,-0.011946002912369295,0.01037194917340196,-0.02858894843837047,0.029676202921279596
add_fiscal,pre_covid,yield_5y,15,-0.0036056877434794206,-0.012252442009926659,0.009624587720877206,-0.02986088237055725,0.028030045098565198
add_fiscal,pre_covid,yield_5y,16,-0.005011606047503898,-0.013539251941093764,0.009306884053384533,-0.03294564071543113,0.033152067622439746
add_fiscal,pre_covid,yield_5y,17,-0.005509287079616554,-0.013068602459485198,0.008857881337781755,-0.03391609222958159,0.0334536204662307
add_fiscal,pre_covid,yield_5y,18,-0.006375801371436785,-0.014462105086782435,0.008812458636806735,-0.03142465204460675,0.03205198664866957
add_fiscal,pre_covid,yield_5y,19,-0.00762605737362037,-0.01642246770032939,0.009266616892783014,-0.03635169632208512,0.031654116569560596
add_fiscal,pre_covid,yield_5y,20,-0.007692174632836798,-0.01661302957930348,0.008513884340474757,-0.0418190707531127,0.03296778269840389
add_fiscal,pre_covid,yield_5y,21,-0.008080970937203186,-0.016126569239972514,0.007943195090949904,-0.041991909617347375,0.032040013355150686
add_fiscal,pre_covid,yield_5y,22,-0.009005439772224151,-0.01650171534133006,0.007593881461334346,-0.04198719295608054,0.032437889011172054
add_fiscal,pre_covid,yield_5y,23,-0.009532170526392967,-0.017148116777674492,0.007521266998674208,-0.04396017034302121,0.03333218950707105
add_fiscal,pre_covid,yield_5y,24,-0.0104027132374318,-0.017692639375130617,0.007107024470631085,-0.04167848648241473,0.031698710530106894
add_fiscal,pre_covid,yield_5y,25,-0.011658586764561501,-0.018497843462879294,0.007009367118887318,-0.04466218768692127,0.03154409507843712
add_fiscal,pre_covid,yield_5y,26,-0.012584318806043071,-0.018654791882120804,0.007735147997709196,-0.04664072080942636,0.03506088726333126
add_fiscal,pre_covid,yield_5y,27,-0.013402181830904239,-0.018331323701601378,0.00730598761752854,-0.04717579039306869,0.034594680404971975
add_fiscal,pre_covid,yield_5y,28,-0.01429754677671992,-0.019134716357410833,0.006686610107563805,-0.048675627141092664,0.036886200614112116
add_fiscal,pre_covid,yield_5y,29,-0.0147864473718833,-0.02012185555054428,0.006453289983783242,-0.04952488081877003,0.03809809911348152
add_fiscal,pre_covid,yield_5y,30,-0.014949059331114867,-0.020796134499877217,0.006480766201636647,-0.04974792375754304,0.04095715610708906
add_fiscal,pre_covid,yield_5y,31,-0.014999179618274095,-0.02123985004532919,0.00652500212994175,-0.05418161603079573,0.04343941089540529
add_fiscal,pre_covid,yield_5y,32,-0.014825936304521925,-0.022154443505663566,0.007102874630277195,-0.05778196891972323,0.04353760549350379
add_fiscal,pre_covid,yield_5y,33,-0.01446931009409791,-0.023202988865712097,0.006763079459202785,-0.06223637723953124,0.0441177064278252
add_fiscal,pre_covid,yield_5y,34,-0.01410107204272437,-0.023462930259603474,0.0074493505678244944,-0.06412099339231402,0.04686920116570051
add_fiscal,pre_covid,yield_5y,35,-0.01375453631656738,-0.02459337330157174,0.007877143336733885,-0.06521760254448815,0.04784358543231999
add_fiscal,pre_covid,yield_5y,36,-0.013323603099115885,-0.025023753036854262,0.00805579793216301,-0.06685847740228654,0.05030499919228259
add_fiscal,pre_covid,yield_5y,37,-0.012910540587026462,-0.025628626602145092,0.008621349558359382,-0.0727945936966527,0.051102957494758815
add_fiscal,pre_covid,yield_5y,38,-0.012465012888872713,-0.024779416899391032,0.009431667178797997,-0.07441090135371425,0.05002344055318134
add_fiscal,pre_covid,yield_5y,39,-0.011872541074904028,-0.02539021998785736,0.010374827205501504,-0.07686527209183437,0.055927614847463294
add_fiscal,pre_covid,yield_5y,40,-0.011191310006518056,-0.026249751439107863,0.010790416544739601,-0.07700959387114312,0.05747486556526762
add_fiscal,pre_covid,yield_5y,41,-0.010377185041705551,-0.02715792117107511,0.010511350839255881,-0.08365756932227737,0.060922672283929225
add_fiscal,pre_covid,yield_5y,42,-0.00941775772107944,-0.027332794220390907,0.011485609213802667,-0.08663347155094342,0.061437142066717625
add_fiscal,pre_covid,yield_5y,43,-0.008345192384591991,-0.027022896078881566,0.011634053249881045,-0.09260091158597132,0.07226256540356944
add_fiscal,pre_covid,yield_5y,44,-0.007204653166909577,-0.026559568498388836,0.011957722914472595,-0.09986112444838179,0.07447635090369198
add_fiscal,pre_covid,yield_5y,45,-0.006017991255075182,-0.027578218348879333,0.012317506659395246,-0.10755504360567157,0.07459761291707068
add_fiscal,pre_covid,yield_5y,46,-0.004802113652918268,-0.02631692686226153,0.012993067810764284,-0.10606579527594984,0.07646775733117925
add_fiscal,pre_covid,yield_5y,47,-0.0036089400218455394,-0.025650718187822667,0.014093541190902828,-0.11674812962354461,0.07398807269005642
add_fiscal,pre_covid,yield_5y,48,-0.002428902319295771,-0.026327533239532033,0.015436340294513965,-0.13530324141603178,0.07509779469243903
add_fiscal,pre_covid,asset_ibov,0,-5.873463216394655,-17.722823166963092,1.0719140520293522,-32.83996124085695,13.376847048297915
add_fiscal,pre_covid,asset_ibov,1,-6.45346268869887,-22.427109421579022,5.348068212288525,-46.658461318097324,24.126751611950628
add_fiscal,pre_covid,asset_ibov,2,-3.858448563782497,-21.46203413688589,9.260456688888427,-47.305265175355096,29.50295247392233
add_fiscal,pre_covid,asset_ibov,3,-5.0884889868285414,-23.211485023962307,8.174805758733159,-55.9006539027765,31.23167238263997
add_fiscal,pre_covid,asset_ibov,4,-4.166019501560742,-24.950802836582888,10.714784113313598,-56.912396287113424,32.78589011169251
add_fiscal,pre_covid,asset_ibov,5,0.5321105532456304,-21.713113445894624,16.384466937586875,-46.96026192246065,44.68066188405283
add_fiscal,pre_covid,asset_ibov,6,1.8827194893105543,-22.186796609290557,18.293156034688057,-57.453705286037106,51.15339425418239
add_fiscal,pre_covid,asset_ibov,7,3.8106112706974304,-21.887281327369124,21.59492035490036,-56.5573153567241,51.099675095732664
add_fiscal,pre_covid,asset_ibov,8,4.457728675276912,-20.07492002124181,22.813232531264937,-58.515504080837076,46.787958048951154
add_fiscal,pre_covid,asset_ibov,9,3.136094528068151,-20.944088379998995,22.500859248354747,-63.39412881077946,54.16186982357024
add_fiscal,pre_covid,asset_ibov,10,1.9248958533763012,-24.227890144939114,23.401269846438886,-64.84936344068056,61.36944446660442
add_fiscal,pre_covid,asset_ibov,11,0.08473173020346136,-27.87360465719623,22.343035399753816,-69.32666325234051,56.08065414197087
add_fiscal,pre_covid,asset_ibov,12,-0.5832339845588445,-29.030131925883587,23.98312871224659,-71.286382506702,60.658832360053204
add_fiscal,pre_covid,asset_ibov,13,0.47661541597324,-29.87557869069847,26.569605876504582,-76.36182174343968,70.85941810426904
add_fiscal,pre_covid,asset_ibov,14,0.4117711108845236,-30.700120148568033,28.39440598862566,-83.46641112555396,81.42981612617044
add_fiscal,pre_covid,asset_ibov,15,-0.21376056060930107,-31.425150400954088,28.48173276482068,-95.14654015121272,93.96804944251066
add_fiscal,pre_covid,asset_ibov,16,0.21097489507277975,-33.521345464885314,30.531170324257534,-101.2478098792975,100.73441157161932
add_fiscal,pre_covid,asset_ibov,17,0.2754253485414735,-34.42552258410367,33.03581175766046,-111.19420330252055,107.61883146601988
add_fiscal,pre_covid,asset_ibov,18,-0.4996084077856514,-35.73030992092834,34.46359255225455,-114.03230794667715,108.39596814799434
add_fiscal,pre_covid,asset_ibov,19,-1.1015369299026254,-36.9618484362277,36.06658243900695,-117.47241796323785,120.80573799855486
add_fiscal,pre_covid,asset_ibov,20,-2.8488690075443595,-39.77771358812315,38.50946763054944,-130.63422200565117,135.7506298749324
add_fiscal,pre_covid,asset_ibov,21,-5.768557389863314,-43.20811017588043,40.382221527704985,-142.8462416953261,143.1087157130805
add_fiscal,pre_covid,asset_ibov,22,-8.571196985337549,-45.46873292250844,43.151669264409655,-150.72785706838798,147.9359941697776
add_fiscal,pre_covid,asset_ibov,23,-11.361352852014365,-46.67864104541715,42.71203697499379,-149.35613249001915,147.04353132888403
add_fiscal,pre_covid,asset_ibov,24,-14.068688475258707,-49.55753448365086,44.54730109937387,-168.91412912189026,157.79011334035513
add_fiscal,pre_covid,asset_ibov,25,-16.39333237713341,-51.87933199888933,46.02814511109589,-175.03814535310448,165.26091477844432
add_fiscal,pre_covid,asset_ibov,26,-18.55577428589227,-51.141677445424726,47.47371631245347,-189.8526454952958,177.027727139189
add_fiscal,pre_covid,asset_ibov,27,-20.700699095978173,-55.66304968497262,47.31815427924852,-201.98715288312084,188.06238470288798
add_fiscal,pre_covid,asset_ibov,28,-22.72820823514869,-58.389361893225036,49.233030068379,-222.43153973995484,199.93881648966806
add_fiscal,pre_covid,asset_ibov,29,-24.876087639043064,-61.86982112335889,51.227997550316076,-232.58206226766586,204.61037543399522
add_fiscal,pre_covid,asset_ibov,30,-27.42371367804021,-60.38350901075251,52.208492305063004,-238.0000551659481,211.2521335305985
add_fiscal,pre_covid,asset_ibov,31,-30.301504417109133,-62.98905930598321,50.88778933875152,-248.29131721140007,217.95862617826515
add_fiscal,pre_covid,asset_ibov,32,-33.49422967199188,-66.567533202247,48.51284741986986,-283.74684709296815,218.67477564501024
add_fiscal,pre_covid,asset_ibov,33,-36.94540405215316,-68.32393014064445,48.73550562481335,-306.2360699304906,222.5996486694648
add_fiscal,pre_covid,asset_ibov,34,-40.471849666050254,-73.65759156668445,48.58377729467496,-303.13029238734566,238.22942842175186
add_fiscal,pre_covid,asset_ibov,35,-43.82898903591579,-75.20823059496817,50.80062674705293,-317.6661810240725,239.39049268906686
add_fiscal,pre_covid,asset_ibov,36,-46.94591088370438,-77.4186694594241,49.954074053461575,-329.03230147740356,246.6350864637086
add_fiscal,pre_covid,asset_ibov,37,-49.82286712655928,-77.7890561047356,49.87959970884143,-328.0410603020553,251.97322860642532
add_fiscal,pre_covid,asset_ibov,38,-52.39880611987435,-78.37262710080994,49.592038482104776,-348.1759976278602,270.74795773169586
add_fiscal,pre_covid,asset_ibov,39,-54.7420083762804,-79.46373549063416,51.175744548134375,-373.5557177280634,298.68930735170574
add_fiscal,pre_covid,asset_ibov,40,-56.92502302042488,-84.31015470217376,52.794240495653526,-398.06798591572954,305.75279555324903
add_fiscal,pre_covid,asset_ibov,41,-59.0149132367148,-84.70916762597875,53.46631353194449,-417.38252954562915,338.4474745915801
add_fiscal,pre_covid,asset_ibov,42,-61.057081638134,-86.90313436334984,53.7140744781002,-450.38712940551414,350.770582253515
add_fiscal,pre_covid,asset_ibov,43,-63.05282434108073,-87.82193358699345,55.22111695053081,-465.3676939577396,364.2090415296513
add_fiscal,pre_covid,asset_ibov,44,-64.9802389951764,-92.7731431466039,53.99048534518014,-498.44951378012996,395.11841134019153
add_fiscal,pre_covid,asset_ibov,45,-66.76912957980583,-95.80102255072461,54.15430051185418,-473.0394481898381,404.599539495789
add_fiscal,pre_covid,asset_ibov,46,-68.34958488921752,-98.5604288212737,55.394228593241984,-502.79710918823514,421.9433113064406
add_fiscal,pre_covid,asset_ibov,47,-69.6381296250766,-100.9000354660935,53.78229451439837,-514.7903081875454,425.6412885374741
add_fiscal,pre_covid,asset_ibov,48,-70.58307210408792,-102.06984303574669,53.273082696240905,-566.1873134097632,450.56104384887993
add_fiscal,pre_covid,cambio_usd,0,0.09752210531955266,-0.07738358148551949,0.27300763984167375,-0.44511337416952174,0.5509250471822494
add_fiscal,pre_covid,cambio_usd,1,0.09660385833637357,-0.10207363127644042,0.31300101184013723,-0.44185278562358654,0.6538036358425514
add_fiscal,pre_covid,cambio_usd,2,0.0030400730055549024,-0.15532500534329433,0.22639296364296163,-0.4409631333358103,0.4695648972853679
add_fiscal,pre_covid,cambio_usd,3,-0.03529560347264148,-0.2013352513012862,0.18615044063445885,-0.6188232023113543,0.3997876187635422
add_fiscal,pre_covid,cambio_usd,4,-0.018156861644847547,-0.19665348050342674,0.19214722141679003,-0.528759186662391,0.43975377625463863
add_fiscal,pre_covid,cambio_usd,5,-0.06069400298848206,-0.2329764474121781,0.1416594482216884,-0.5978612946037799,0.3471212720144222
add_fiscal,pre_covid,cambio_usd,6,-0.03532899125538217,-0.20273352633023947,0.15558686292331345,-0.5328189135495269,0.40321703188928437
add_fiscal,pre_covid,cambio_usd,7,-0.020637998985685888,-0.17532919636735686,0.16496279802317995,-0.48377278861532513,0.38770341130560304
add_fiscal,pre_covid,cambio_usd,8,-0.05941730477523446,-0.21185808558688332,0.1248317191998603,-0.49730799614183935,0.4049348453157064
add_fiscal,pre_covid,cambio_usd,9,-0.07280219288244497,-0.2512080840460845,0.11934460375594758,-0.5814944824415534,0.4244446836144864
add_fiscal,pre_covid,cambio_usd,10,-0.035056505665861035,-0.18712557380052475,0.15012018301784527,-0.43137598484076045,0.44332964408025016
add_fiscal,pre_covid,cambio_usd,11,-0.012026821309843613,-0.16208435037027089,0.17164831675770623,-0.4347200067394782,0.477413309471626
add_fiscal,pre_covid,cambio_usd,12,-0.014706464793932481,-0.1555613792319801,0.17237352727024063,-0.39005454524118277,0.4301005545078968
add_fiscal,pre_covid,cambio_usd,13,-0.01704004785310539,-0.15876538394479445,0.17587217675063754,-0.4320403741977617,0.4660443331897599
add_fiscal,pre_covid,cambio_usd,14,-0.03205333410145251,-0.18724774840446398,0.15877760319057663,-0.47043706960912485,0.4465613766821487
add_fiscal,pre_covid,cambio_usd,15,-0.0448654037522888,-0.1802535002261394,0.14957949025718742,-0.48265927075032816,0.44513259996147675
add_fiscal,pre_covid,cambio_usd,16,-0.050578304621390596,-0.17590158081519763,0.14744585248607836,-0.45983656043497145,0.45515853523373107
add_fiscal,pre_covid,cambio_usd,17,-0.051479107238218635,-0.18055088160190105,0.14462411874173345,-0.462106333003331,0.4806992641120865
add_fiscal,pre_covid,cambio_usd,18,-0.06291607706035086,-0.1857804284266285,0.141700456128044,-0.4744747474318172,0.49911043732705185
add_fiscal,pre_covid,cambio_usd,19,-0.07361054980500478,-0.20869094574158747,0.1353868868873346,-0.48479963515123853,0.4539909775953459
add_fiscal,pre_covid,cambio_usd,20,-0.07248049989359799,-0.20110539593980617,0.13382692838757998,-0.47232696304039606,0.49855950392807513
add_fiscal,pre_covid,cambio_usd,21,-0.07812149593092836,-0.19960832213467855,0.12904504793407534,-0.507051372492179,0.49024649376630647
add_fiscal,pre_covid,cambio_usd,22,-0.08544005735088789,-0.21936923690418256,0.12833630005531102,-0.5073326367070828,0.5008955643585125
add_fiscal,pre_covid,cambio_usd,23,-0.08904629640314982,-0.21528826273879112,0.12006606829934005,-0.5434543847488882,0.449685580791154
add_fiscal,pre_covid,cambio_usd,24,-0.10022345737545907,-0.21730830992376937,0.11465551733026874,-0.5651002125465725,0.47224427248078327
add_fiscal,pre_covid,cambio_usd,25,-0.11850250516326885,-0.22329797853563124,0.10804132632241786,-0.6125625033735006,0.4693377680338156
add_fiscal,pre_covid,cambio_usd,26,-0.13257548087463855,-0.2275661582639694,0.11103054706584109,-0.5397432279285858,0.4823497168493449
add_fiscal,pre_covid,cambio_usd,27,-0.14443285527287794,-0.2250929884108585,0.10956004203808363,-0.5333849702683314,0.5521249923845679
add_fiscal,pre_covid,cambio_usd,28,-0.15708193492650907,-0.22993975671295433,0.11052874652702543,-0.5551554047740925,0.5700621350592758
add_fiscal,pre_covid,cambio_usd,29,-0.16288354096210086,-0.23989749820817668,0.10292383098169425,-0.6047571451538013,0.6023502944790502
add_fiscal,pre_covid,cambio_usd,30,-0.16414106893954583,-0.24295622632454855,0.10399936066169975,-0.6608003147764031,0.6424059428308703
add_fiscal,pre_covid,cambio_usd,31,-0.16330840815472178,-0.25543128511783986,0.11210397041407434,-0.6609357114933619,0.6564813043189468
add_fiscal,pre_covid,cambio_usd,32,-0.15834288568646523,-0.2467214724967156,0.11066908175944676,-0.6578569707435273,0.6791345809541005
add_fiscal,pre_covid,cambio_usd,33,-0.1515746145785887,-0.24716602354766426,0.11895332485019168,-0.627923258703309,0.7208000057758173
add_fiscal,pre_covid,cambio_usd,34,-0.14457034771291125,-0.25129946963754723,0.12900490689035166,-0.6274141657269456,0.7320549087025091
add_fiscal,pre_covid,cambio_usd,35,-0.13754904516571612,-0.24913572046269047,0.13513312679039263,-0.6770644207923888,0.7731213848961191
add_fiscal,pre_covid,cambio_usd,36,-0.13066777785326936,-0.261794431632735,0.13339977119507726,-0.7191133184080726,0.7691121896505647
add_fiscal,pre_covid,cambio_usd,37,-0.12521746772973252,-0.26955366683859516,0.14212704398775974,-0.7578437658265883,0.8561645322166184
add_fiscal,pre_covid,cambio_usd,38,-0.11957686628112876,-0.2693213781458088,0.1470652434308113,-0.7963330234448261,0.7774920911946495
add_fiscal,pre_covid,cambio_usd,39,-0.11230886915627003,-0.26170427355626596,0.13697694628417117,-0.8066795175165882,0.8256209713322924
add_fiscal,pre_covid,cambio_usd,40,-0.10446270995756467,-0.26672290889018035,0.14095780830250082,-0.8514197786201961,0.8704083073903738
add_fiscal,pre_covid,cambio_usd,41,-0.0952038386321993,-0.2674898664612987,0.15621852654178775,-0.9327545932529631,0.8732933874741875
add_fiscal,pre_covid,cambio_usd,42,-0.0841251365536108,-0.26278799185716734,0.15071079112362656,-0.9919338245771463,0.8305340259497238
add_fiscal,pre_covid,cambio_usd,43,-0.07176901927519015,-0.2636606465728304,0.16341337695091018,-1.013179727655533,0.8502925730931071
add_fiscal,pre_covid,cambio_usd,44,-0.05902407984570259,-0.25582739747781613,0.18577835422441102,-1.0790709164495442,0.9347073194948955
add_fiscal,pre_covid,cambio_usd,45,-0.045945991689329634,-0.25474416910811104,0.1856513434232606,-1.1363658498664049,0.8264110461594131
add_fiscal,pre_covid,cambio_usd,46,-0.032842072154725205,-0.24381648608587622,0.19700388459439466,-1.2120926762832718,0.9301029404350283
add_fiscal,pre_covid,cambio_usd,47,-0.02049659468125405,-0.24085649105504855,0.21497423687203304,-1.2068884281613,0.9607873248973773
add_fiscal,pre_covid,cambio_usd,48,-0.008741512827605952,-0.25617323450088253,0.21941074822261727,-1.1808454957913155,0.9535427377223928
add_setor_externo,full,yield_6m,0,0.005,0.005,0.005,0.005,0.005
add_setor_externo,full,yield_6m,1,0.006461201172285512,0.005102546446039146,0.00691717826796511,0.0043452123754727226,0.0077703693604694824
add_setor_externo,full,yield_6m,2,0.00698618583861788,0.004539725824871731,0.007518504202127077,0.0033508476760970305,0.008480726925809338
add_setor_externo,full,yield_6m,3,0.007316338365527519,0.004261538419441777,0.00804156173090985,0.0026088939164557526,0.00943788077894261
add_setor_externo,full,yield_6m,4,0.006220566570359322,0.0023990652843659216,0.007434493780510535,1.2390076251551647e-4,0.009417909645785549
add_setor_externo,full,yield_6m,5,0.005538785109000025,0.0014099400682343248,0.00691916136882078,-0.0011304866811552524,0.008980523042822186
add_setor_externo,full,yield_6m,6,0.0058320933297293645,0.0013028688464436096,0.007617379945628843,-0.0010448653897770091,0.00951918133898158
add_setor_externo,full,yield_6m,7,0.00561987760310326,8.654260182871891e-4,0.007779746753003657,-0.0018740967932625529,0.010143506251146107
add_setor_externo,full,yield_6m,8,0.004773619214986651,-7.566575494686505e-5,0.007378718342359439,-0.003034444099245044,0.009777050294658092
add_setor_externo,full,yield_6m,9,0.004160386750471492,-8.282824235627626e-4,0.007345429179026058,-0.004188476497807174,0.009750173905790993
add_setor_externo,full,yield_6m,10,0.0029443859019603336,-0.0019598527101849245,0.006678016809207545,-0.0060403848204567965,0.009712581529966145
add_setor_externo,full,yield_6m,11,0.0013565394182639572,-0.0033662455236562303,0.0056643944655873045,-0.007874268995003623,0.008851338997637695
add_setor_externo,full,yield_6m,12,4.689647458482145e-4,-0.004427270909721893,0.005459097918919765,-0.008537956312480877,0.008639799177217636
add_setor_externo,full,yield_6m,13,-8.641235592446912e-4,-0.005672029333563975,0.0047497345051795556,-0.010055223926783437,0.007965085071623116
add_setor_externo,full,yield_6m,14,-0.0020004258823916933,-0.006838624692964335,0.004121541361952872,-0.011576121370357843,0.007528585137716795
add_setor_externo,full,yield_6m,15,-0.002678665417449121,-0.007543647734807504,0.003966110746034184,-0.012805817260496689,0.007124717500916567
add_setor_externo,full,yield_6m,16,-0.003629232689747299,-0.008455675785766358,0.003345187370720195,-0.013230908363486617,0.006858216651583142
add_setor_externo,full,yield_6m,17,-0.004525576493578216,-0.009087549465086204,0.002866065753253145,-0.014745145519670294,0.006775297190888127
add_setor_externo,full,yield_6m,18,-0.0052827265783649945,-0.009779066852290949,0.002390862758075352,-0.016100032374911723,0.00662241572657903
add_setor_externo,full,yield_6m,19,-0.006162212573336181,-0.010594779688923587,0.0018381650366641915,-0.017119444420236413,0.006164072151471508
add_setor_externo,full,yield_6m,20,-0.006954735459152113,-0.011491154872827373,0.0016100186821794333,-0.017988268972584008,0.00572797934173486
add_setor_externo,full,yield_6m,21,-0.007549945592240148,-0.011867151861360937,0.0010618839487788942,-0.019282480399400143,0.005574329138072547
add_setor_externo,full,yield_6m,22,-0.008149856616156022,-0.012627423820621554,6.36680718650727e-4,-0.020378528367362408,0.004783125843101394
add_setor_externo,full,yield_6m,23,-0.008694275297563515,-0.013490273785653982,4.3935695457726035e-4,-0.021744257215479932,0.00467436504124942
add_setor_externo,full,yield_6m,24,-0.009100536258255987,-0.01413295331499821,2.5203028855143826e-4,-0.02221916056313577,0.004515083566544786
add_setor_externo,full,yield_6m,25,-0.009526560470973772,-0.014679244107265142,6.5323639712998e-5,-0.02278199387127663,0.0043727501715708226
add_setor_externo,full,yield_6m,26,-0.00987907219265545,-0.01496653575839322,-9.047455022465539e-5,-0.023587197733083588,0.004075488737559825
add_setor_externo,full,yield_6m,27,-0.010118645746008322,-0.015427934642340466,-1.1543078657258587e-4,-0.024055355954413497,0.004042955783599675
add_setor_externo,full,yield_6m,28,-0.010353007709972622,-0.015868869507458347,-2.1455217163378747e-4,-0.024317721036609286,0.0036456208641497856
add_setor_externo,full,yield_6m,29,-0.010517940814237825,-0.016418617043619535,-3.593819276921243e-4,-0.02448239518574304,0.0037070376923252204
add_setor_externo,full,yield_6m,30,-0.010600300845423554,-0.01647211393647066,-4.03431608039832e-4,-0.024972266243958707,0.0036714038762630085
add_setor_externo,full,yield_6m,31,-0.010656757587405884,-0.016321647049665,-4.4440584035757805e-4,-0.026184644477668884,0.0033796793481159168
add_setor_externo,full,yield_6m,32,-0.010648350475452968,-0.01632342220589087,-4.49356449414754e-4,-0.025415692175991534,0.0031556347398385464
add_setor_externo,full,yield_6m,33,-0.010568529726958738,-0.016265921807515966,-3.953516745247472e-4,-0.025162727362257296,0.0032496960218969606
add_setor_externo,full,yield_6m,34,-0.010453393782719492,-0.015937253863678103,-3.8928555913030224e-4,-0.02487941297344641,0.0031375723615136154
add_setor_externo,full,yield_6m,35,-0.010284721663877347,-0.015459316952664885,-4.0193344556399736e-4,-0.024895712523409247,0.003332428564144649
add_setor_externo,full,yield_6m,36,-0.01006036166045887,-0.014832879225360288,-2.9289881133365763e-4,-0.02468970318354499,0.0032498501948938596
add_setor_externo,full,yield_6m,37,-0.009807788902747734,-0.014673254425921062,-1.5377717459855113e-4,-0.02468878036997603,0.003299156127054581
add_setor_externo,full,yield_6m,38,-0.009516516688724162,-0.014256607983446225,-1.009174713591305e-4,-0.024102438072405096,0.0033456898032488322
add_setor_externo,full,yield_6m,39,-0.009187691690147444,-0.014011132825440063,1.959467607952098e-4,-0.023860332236943914,0.0036476902666899963
add_setor_externo,full,yield_6m,40,-0.008839107886231415,-0.013544314073590193,2.114858589336183e-4,-0.02335100379057735,0.004008407863654788
add_setor_externo,full,yield_6m,41,-0.008462485837850687,-0.013043416050117745,4.005206186615486e-4,-0.022662858069109212,0.00407895587681829
add_setor_externo,full,yield_6m,42,-0.008059795316165505,-0.012853371915796226,7.282449390978139e-4,-0.02209743353490771,0.0043407736135566855
add_setor_externo,full,yield_6m,43,-0.007643490991559821,-0.012353869780509992,9.009490620494681e-4,-0.021201968625797894,0.004633492359112746
add_setor_externo,full,yield_6m,44,-0.007210368493411027,-0.011855457145709593,0.001140350545330316,-0.02015159053008025,0.0048013448915293355
add_setor_externo,full,yield_6m,45,-0.006763967195257241,-0.011245001478805203,0.0015013443393236982,-0.019196852331656338,0.0051395504040821546
add_setor_externo,full,yield_6m,46,-0.006313395891697835,-0.010791801128628492,0.0018878135542366701,-0.018729413361342775,0.0054469523778117495
add_setor_externo,full,yield_6m,47,-0.005857568756721217,-0.010053096057352514,0.001986921443674907,-0.01782515208434133,0.005769969280390519
add_setor_externo,full,yield_6m,48,-0.0053992299028694495,-0.009600259510923541,0.0021671600418962773,-0.016796890583438688,0.006073350401265389
add_setor_externo,full,yield_2y,0,0.010582194536956354,0.009257633198186293,0.012859231084886217,0.008397161091081814,0.014846476639988334
add_setor_externo,full,yield_2y,1,0.013037553246888078,0.009734158977471541,0.015259242371776161,0.0085253770793151,0.017995434585943344
add_setor_externo,full,yield_2y,2,0.011901182757819215,0.008033291868625274,0.013592075290978447,0.006346722418579506,0.015981774463879966
add_setor_externo,full,yield_2y,3,0.011991546802965037,0.00755822285650236,0.013633448629512157,0.005623621599211863,0.016818685913829304
add_setor_externo,full,yield_2y,4,0.009276098626082585,0.004392306450904321,0.011154693468024387,0.0023204553703117976,0.014630217115498775
add_setor_externo,full,yield_2y,5,0.007434049891996041,0.002447726108650322,0.009090585459563514,2.2996845351082334e-4,0.012266400452712298
add_setor_externo,full,yield_2y,6,0.007714663038513632,0.0027453049978031366,0.009679671903846264,3.8365884109692235e-4,0.013284141476192668
add_setor_externo,full,yield_2y,7,0.00715768914267443,0.0019738802986413737,0.009199252132227541,-1.766924011071834e-4,0.012978400021977025
add_setor_externo,full,yield_2y,8,0.005362982302551075,3.3202352455938473e-4,0.007693356521438518,-0.0027092581075140354,0.011253506927145322
add_setor_externo,full,yield_2y,9,0.004542609097507053,-7.517714037607812e-4,0.007284228256345988,-0.003892741453632951,0.010708693362156558
add_setor_externo,full,yield_2y,10,0.002709006508119261,-0.0020642974861645493,0.006034723728809951,-0.0059665358003759515,0.00911767674057741
add_setor_externo,full,yield_2y,11,3.2881594227204944e-4,-0.004286147688116718,0.00464337669395551,-0.007984496128250806,0.007725925484682039
add_setor_externo,full,yield_2y,12,-4.608475907020994e-4,-0.004587486511663565,0.004326453062513462,-0.008724181046020098,0.007642298991523325
add_setor_externo,full,yield_2y,13,-0.0020677753344443862,-0.0061727345750175015,0.003369332878491752,-0.010047142314897175,0.006575156890685518
add_setor_externo,full,yield_2y,14,-0.003420418894782138,-0.007549851607262845,0.002420442299373524,-0.011619997986428515,0.005541624169002212
add_setor_externo,full,yield_2y,15,-0.003820035432011119,-0.007963560795311462,0.002262102618283552,-0.012445136673971565,0.005648406477149534
add_setor_externo,full,yield_2y,16,-0.004809126750291614,-0.008848279596771046,0.0015980652012084148,-0.013603790971148092,0.005263492818169068
