cell,var,h,level,tcode,point,ar_lo,ar_hi,set_type,casedummy,dm_lo,dm_hi,boot_lo,boot_hi
producao,consumo_alcool,5,0.68,1,-0.82184733,-8.1920716,4.1383161,interval,1,-6.3525493,4.7088546,-3.0654803,8.3037765
producao,capacidade_instalada_industria,5,0.68,1,-0.15293823,-0.32202819,-0.032109008,interval,1,-0.28368676,-0.022189703,-0.22981436,0.050043553
producao,vendas_varejo,5,0.68,1,-0.69192966,-1.402025,-0.18654293,interval,1,-1.2399064,-0.14395288,-0.8317506,0.072991314
producao,vendas_servicos,5,0.68,1,0.15453542,-0.70034981,0.72297047,interval,1,-0.48312028,0.79219112,-0.16697174,0.91293811
producao,ind_automoveis,5,0.68,1,-2347.485,-7909.5457,1478.7076,interval,1,-6567.2977,1872.3278,-4273.2497,2770.0401
producao,ind_leves,5,0.68,1,-1171.0357,-1999.342,-539.74177,interval,1,-1832.4951,-509.57626,-1733.8416,-426.57373
producao,ind_caminhoes,5,0.68,1,-195.46616,-360.29047,-72.326018,interval,1,-325.78355,-65.148773,-285.87612,24.816003
producao,ind_onibus,5,0.68,1,-38.41419,-105.84722,10.466812,interval,1,-90.930997,14.102617,-74.560102,45.587074
producao,ind_bens_consumo,5,0.68,1,-1.5827176,-3.3213725,-0.35125753,interval,1,-2.921188,-0.2442472,-1.9688168,0.247756
producao,ind_bens_duraveis,5,0.68,1,-4.3154904,-8.8733839,-1.1135948,interval,1,-7.8099304,-0.82105052,-5.601033,0.11967986
producao,ind_bens_nao_duraveis,5,0.68,1,-0.89921833,-2.014435,-0.10683152,interval,1,-1.7591029,-0.039333779,-1.1947179,0.35024904
producao,ind_bens_capital,5,0.68,1,-1.9165911,-4.0735562,-0.38789775,interval,1,-3.5776064,-0.25557568,-2.5919633,0.4196515
producao,ind_transformacao,5,0.68,1,-1.136423,-2.4285641,-0.22039841,interval,1,-2.1316003,-0.14124571,-1.4301785,0.16790127
producao,ind_min_extr,5,0.68,1,-0.79440754,-1.3161428,-0.15443929,interval,1,-1.3229699,-0.26584517,-1.6617443,0.0039815345
producao,ind_uti_cap_instalada,5,0.68,1,-0.14375364,-0.90379686,0.36478378,interval,1,-0.7124396,0.42493233,-0.49609773,0.5001197
producao,energia_comercial,5,0.68,1,-1.4558328,-76.567388,49.809386,interval,1,-58.217703,55.306037,-31.187021,70.966199
producao,energia_residencial,5,0.68,1,-75.003541,-92.98661,-53.436272,interval,1,-93.018007,-56.989075,-95.453088,-15.993575
producao,energia_industrial,5,0.68,1,-30.726903,-112.06015,25.711282,interval,1,-92.701324,31.247518,-78.556556,43.122343
producao,energia_outros,5,0.68,1,-5.1843772,-20.648766,5.7113459,interval,1,-17.058084,6.6893297,-17.020223,20.933597
producao,pib,5,0.68,4,0.41406755,0.028779164,0.68250815,interval,1,0.12023486,0.70876258,0.11915427,0.75562208
producao,ibc_br,5,0.68,1,-0.11477404,-0.6859776,0.27339104,interval,1,-0.54549459,0.31594651,-0.30514086,0.35086577
producao,icc,5,0.68,1,-0.77189833,-1.2495595,-0.36644784,interval,1,-1.1744492,-0.36934744,-1.9270961,-0.51438738
producao,ics,5,0.68,1,-1.0292736,-2.6677091,0.1561482,interval,1,-2.3040765,0.24552929,-2.040622,0.26796199
producao,trab_employment_southest,5,0.68,1,-20597.989,-41415.972,-5771.5674,interval,1,-36668.49,-4527.4883,-24872.737,2737.5524
producao,trab_employment_south,5,0.68,1,-8920.9975,-17810.506,-2568.0267,interval,1,-15795.151,-2046.8441,-10550.772,1068.4562
producao,trab_employment_northeast,5,0.68,1,-6053.1311,-10894.85,-2505.973,interval,1,-9843.9406,-2262.3217,-7254.2438,-401.70515
producao,trab_employment_north,5,0.68,1,-1947.3633,-3259.3633,-983.84953,interval,1,-2975.8242,-918.90237,-2271.2217,-373.06569
producao,trab_employment_central_west,5,0.68,1,-3505.627,-6410.8466,-1385.1779,interval,1,-5775.9901,-1235.2639,-4181.4101,4.310284
producao,trab_min_wage,5,0.68,1,0.67365151,-0.49102951,1.5682934,interval,1,-0.26007571,1.6073787,-3.2032968,4.4662221
producao,trab_pop_forca_trab,5,0.68,1,461.8541,118.22637,707.30611,interval,1,196.1983,727.50991,144.07166,649.4353
producao,trab_pop_ocupada,5,0.68,1,634.08488,211.15195,930.77826,interval,1,310.05759,958.11216,251.4756,853.10014
producao,trab_tx_desemprego,5,0.68,1,-0.24306939,-0.32777454,-0.11697693,interval,1,-0.33760411,-0.14853466,-0.32443174,-0.1139598
producao,trab_hrs_trabalhadas_industria,5,0.68,1,-0.54754658,-1.3670521,0.017334797,interval,1,-1.1699135,0.074820326,-0.82815162,0.1465889
producao,trab_menos_de_1_mes,5,0.68,1,-1.0282413,-23.087316,15.324117,interval,1,-18.401279,16.344796,-20.653468,16.830416
producao,trab_de_1_mes_a_menos_de_1_ano,5,0.68,1,-169.64383,-266.14957,-22.732482,interval,1,-278.56095,-60.726708,-260.3764,-71.057427
producao,trab_de_1_ano_a_menos_de_2_anos,5,0.68,1,-74.370175,-93.11074,-47.107518,interval,1,-95.046213,-53.694136,-107.14462,-25.076268
producao,trab_x2_anos_ou_mais,5,0.68,1,-38.307106,-47.787497,-29.573841,interval,1,-46.630364,-29.983848,-64.738511,0.69506935
producao,commodity_agro,5,0.68,1,8.2165038,3.5154486,12.135339,interval,1,4.2903427,12.142665,4.1363522,12.440706
producao,commodity_metal,5,0.68,1,5.4298467,0.68671531,9.8231559,interval,1,1.2542325,9.605461,-0.62638687,11.031586
producao,commodity_energia,5,0.68,1,7.546492,3.6117598,10.241824,interval,1,4.5675939,10.52539,3.0520645,12.586551
producao,asset_ibov,5,0.68,6,1.967375,1.0303742,3.1032518,interval,1,1.023689,2.911061,0.30060955,3.3547555
producao,asset_idiv,5,0.68,6,1.8342052,0.94189802,2.8135692,interval,1,0.97909685,2.6893136,0.19299965,3.3646718
producao,asset_ifix,5,0.68,6,-0.0061008338,-0.35453161,0.43293213,interval,1,-0.36386656,0.35166489,-0.60570355,0.68969023
producao,asset_ifnc,5,0.68,6,2.0355163,0.90165121,3.2390397,interval,1,0.96695392,3.1040786,0.039633215,3.9305564
producao,asset_imat,5,0.68,6,1.8965883,0.99483912,3.1127577,interval,1,0.93866262,2.854514,0.37290834,3.1507156
producao,asset_imob,5,0.68,6,1.3681156,0.20758784,2.8030635,interval,1,0.18769236,2.5485387,-0.71806521,3.3460937
producao,asset_smll,5,0.68,6,1.2774673,0.26206547,2.523897,interval,1,0.2483976,2.3065369,-0.42049509,2.9454968
producao,embi_perc,5,0.68,1,0.14069643,0.05210227,0.23016823,interval,1,0.05925647,0.22213639,0.053249243,0.22672995
producao,cds_5y,5,0.68,1,19.827998,9.0933151,30.362452,interval,1,10.100693,29.555303,9.4201482,30.245094
producao,msci,5,0.68,1,0.43115627,-1.7574983,3.3393132,interval,1,-1.8765973,2.7389099,-6.4142756,6.6577407
producao,sp500_vix,5,0.68,1,-0.83278472,-1.3715607,-0.34326816,interval,1,-1.3025487,-0.36302073,-1.9376195,0.031208645
producao,fiscal_dbgg,5,0.68,1,-0.63095179,-0.8756797,-0.27888416,interval,1,-0.89945329,-0.3624503,-0.88844069,-0.28108578
producao,fiscal_dlsp,5,0.68,1,-0.65479341,-0.83064775,-0.41751503,interval,1,-0.84164532,-0.4679415,-0.87710499,-0.38635347
producao,fiscal_primary_balance,5,0.68,1,-2862.8146,-5210.699,719.4177,interval,1,-5515.6307,-209.99855,-6810.9687,1017.162
producao,expect_focus_ipca12m,5,0.68,1,0.19944002,0.085688957,0.27642208,interval,1,0.11384187,0.28503818,0.13312432,0.30246381
producao,expect_focus_selic_ny,5,0.68,1,0.69140393,0.38244987,0.8970076,interval,1,0.46085969,0.92194818,0.44571175,0.96741694
producao,expect_focus_pib_ny,5,0.68,1,-0.29201214,-0.38020686,-0.16102682,interval,1,-0.39032822,-0.19369607,-0.47613372,-0.15211013
producao,expect_focus_cambio_ny,5,0.68,1,0.061558034,0.01195096,0.1127309,interval,1,0.015470488,0.10764558,0.024657512,0.11162213
producao,epu_brazil,5,0.68,1,9.8558622,3.0185793,18.03791,interval,1,3.0141517,16.697573,-7.9373625,24.963288
producao,epu_canada,5,0.68,1,1.3688703,-6.3818211,8.332561,interval,1,-5.3513246,8.0890651,-24.513992,27.798022
producao,epu_chile,5,0.68,1,15.133568,10.282223,19.980351,interval,1,10.697994,19.569141,3.4683706,22.683097
producao,epu_china,5,0.68,1,-0.01297987,-5.3938548,7.6129766,interval,1,-5.8725468,5.8465871,-12.068437,10.807269
producao,epu_germany,5,0.68,1,17.692855,8.9173862,25.476993,interval,1,10.132671,25.253038,-11.010124,35.178983
producao,epu_india,5,0.68,1,1.6930869,-1.0703993,5.4327425,interval,1,-1.2475158,4.6336897,-4.3497208,4.4295651
producao,epu_russia,5,0.68,1,0.41219927,-15.300557,17.93138,interval,1,-14.764418,15.588817,-36.593359,24.488299
producao,epu_us,5,0.68,1,-0.18291363,-6.5845459,8.7490152,interval,1,-7.0997882,6.7339609,-20.176049,11.767326
producao,price_ipp,5,0.68,1,0.081234293,-0.15035798,0.31087743,interval,1,-0.12971626,0.29218485,-0.11555393,0.32378193
producao,price_ipca,5,0.68,1,0.0030131348,-0.12826822,0.10135343,interval,1,-0.10092124,0.1069475,-0.064365156,0.16470006
producao,price_ipca_difusao,5,0.68,1,0.54013284,-0.29590601,1.1527994,interval,1,-0.11452928,1.194795,-0.11159523,1.455833
producao,price_core_ipca_dw,5,0.68,1,0.031443481,-0.022625353,0.071475247,interval,1,-0.011113204,0.074000165,-4.1739094e-4,0.09260304
producao,price_igp_m,5,0.68,1,0.065711148,-0.13788736,0.24680806,interval,1,-0.10993342,0.24135572,-0.10616057,0.3203487
producao,price_ipc,5,0.68,1,-0.063921242,-0.18480202,0.029262343,interval,1,-0.16100358,0.033161098,-0.11468907,0.091166953
producao,price_core_ipc,5,0.68,1,0.01509844,-0.0090187363,0.031463821,interval,1,-0.0030742079,0.033271087,-3.5304766e-4,0.042187326
producao,price_incc,5,0.68,1,-0.010879357,-0.061548674,0.027309078,interval,1,-0.0511168,0.029358085,-0.052358956,0.062116617
producao,price_inpc,5,0.68,1,-0.040752107,-0.1805053,0.067767632,interval,1,-0.15340106,0.071896845,-0.10331775,0.12371933
producao,price_core_ipca_ex0,5,0.68,1,0.067515893,0.027139378,0.095506935,interval,1,0.036764425,0.098267361,0.024873839,0.11878546
producao,price_core_ipca_ex1,5,0.68,1,-0.0026999036,-0.073375537,0.050921199,interval,1,-0.059011084,0.053611277,-0.04143013,0.091431086
producao,dlsp_exchange_adjustment,5,0.68,1,6027.6974,-1146.884,13150.451,interval,1,-511.34519,12566.74,-4908.1489,17845.038
producao,expect_focus_fiscal_dlsp_ny,5,0.68,1,-0.48239126,-0.81370256,-3.6438665e-4,interval,1,-0.84794031,-0.11684221,-0.8284062,-0.13422064
producao,expect_focus_fiscal_primary_balance_ny,5,0.68,1,0.0072453995,-0.069577287,0.064101658,interval,1,-0.053208705,0.067699504,-0.090542572,0.074190933
producao,expect_focus_fiscal_nominal_balance_ny,5,0.68,1,-0.17199668,-0.21881617,-0.11039167,interval,1,-0.22112289,-0.12287046,-0.30905562,-0.082165186
producao,cambio_eur,6,0.68,1,0.01918708,-0.050351975,0.10124671,interval,1,-0.049911812,0.088285973,-0.042619289,0.093043274
producao,cambio_cny,6,0.68,1,0.0084813727,-0.0013509111,0.019011446,interval,1,-8.2616509e-4,0.01778891,-3.0070487e-4,0.018982158
producao,cambio_ars,6,0.68,1,0.0047832449,0.0023674406,0.0068600458,interval,1,0.0027343475,0.0068321424,9.4970461e-4,0.0077423534
producao,cambio_inr,6,0.68,1,5.6203519e-4,-2.4740555e-4,0.0014551472,interval,1,-0.00021571010000000001,0.0013397805,-1.3600236e-4,0.0014417704
producao,cambio_usd,6,0.68,1,0.060655976,-0.0056291277,0.13334077,interval,1,-0.0028364136,0.12414837,-3.2116945e-4,0.12520078
producao,juros_selic,6,0.68,1,0.51996585,0.26154146,0.69090304,interval,1,0.32771116,0.71222054,0.3368773,0.76613777
producao,yield_3m,6,0.68,1,0.0066939312,0.0034888632,0.0088023685,interval,1,0.004316046,0.0090718164,0.0047259183,0.0095246971
producao,yield_6m,6,0.68,1,0.007680009,0.0039768245,0.01012718,interval,1,0.0049263399,0.010433678,0.0055773606,0.011021762
producao,yield_1y,6,0.68,1,0.0084345295,0.0042728836,0.011227897,interval,1,0.0053157221,0.011553337,0.006045872,0.012336792
producao,yield_2y,6,0.68,1,0.0083701665,0.0041433287,0.011290218,interval,1,0.0051565434,0.01158379,0.0058332933,0.012594536
producao,yield_5y,6,0.68,1,0.0070497588,0.0034824817,0.009660056,interval,1,0.0042584665,0.0098410511,0.0046069382,0.010677198
producao,yield_10y,6,0.68,1,0.0060484946,0.0029520658,0.008373886,interval,1,0.0035939524,0.0085030367,0.0037758457,0.0092197239
producao,base_monetary_base,6,0.68,4,-1.7879716,-2.6370822,-0.60644983,interval,1,-2.699174,-0.86823611,-2.5300374,-0.56284155
producao,base_money_supply,6,0.68,4,-1.1272583,-1.8541012,-0.15357723,interval,1,-1.8933282,-0.35520659,-1.7032937,-0.19718521
producao,base_demand_deposit,6,0.68,4,-1.1191407,-1.8624145,-0.23013705,interval,1,-1.8596543,-0.37303972,-1.9504284,-0.10355757
producao,base_savings_deposit,6,0.68,4,-0.54728214,-0.88405204,-0.11427931,interval,1,-0.89589062,-0.19744738,-0.77184577,0.10445697
producao,base_m1,6,0.68,4,-1.1156783,-1.8072354,-0.22014442,interval,1,-1.8325639,-0.39355751,-1.796646,-0.19101867
producao,base_m2,6,0.68,4,-0.25521054,-0.59973446,0.16620739,interval,1,-0.60308081,0.093877218,-0.65960328,0.19707334
producao,base_m3,6,0.68,4,-0.30426837,-0.42297685,-0.14479615,interval,1,-0.43003257,-0.17834533,-0.45017868,-0.11028386
producao,credito_agro,6,0.68,4,0.78608281,0.32818108,1.1382924,interval,1,0.41930542,1.1541998,0.29320808,1.2515034
producao,credito_industria_total,6,0.68,4,0.46849099,0.087050519,0.83707051,interval,1,0.12608217,0.81207076,0.12659567,1.0860656
producao,credito_construcao,6,0.68,4,0.82829717,0.4090934,1.1283005,interval,1,0.50433192,1.1533067,0.30186593,1.605433
producao,credito_comercio,6,0.68,4,0.57272178,0.063488736,0.98990919,interval,1,0.15189158,0.99532027,0.060969321,1.2792239
producao,credito_transporte,6,0.68,4,0.81285349,0.25352203,1.3068322,interval,1,0.33310005,1.2949009,0.28663909,1.6184454
producao,credito_pessoa_fisica,6,0.68,4,0.55346444,0.21150734,0.77683001,interval,1,0.30090207,0.80666277,0.33539098,0.89811781
producao,spread_credito_pj_total,6,0.68,1,0.015066761,0.0024361031,0.027140026,interval,1,0.0037709539,0.026362568,-0.0017519187,0.024479082
producao,spread_credito_pf_total,6,0.68,1,0.0088195659,5.9495369e-5,0.016051368,interval,1,0.0015389356,0.016100196,-0.0019732078,0.018151027
producao,credit_outstanding,6,0.68,4,0.58822454,0.27477212,0.80739973,interval,1,0.34869547,0.82832536,0.19629376,0.88542914
producao,fin_inst_reserve_req,6,0.68,4,-0.032598997,-0.33830712,0.23934886,interval,1,-0.29602146,0.23151944,-0.58222427,1.030949
producao,consumo_gasolina,6,0.68,1,-1.7766823,-7.1641505,2.0716485,interval,1,-5.9417347,2.38837,-3.6664673,4.8485113
producao,consumo_glp,6,0.68,1,-0.65313554,-2.0794142,0.45605052,interval,1,-1.8036612,0.4973901,-1.5173492,1.4030358
producao,consumo_oleo_combustivel,6,0.68,1,-1.1307132,-1.4336931,-0.83960259,interval,1,-1.4023745,-0.85905188,-2.1824846,1.0446964
producao,consumo_oleo_diesel,6,0.68,1,-8.0766375,-20.247648,1.1134859,interval,1,-17.750856,1.5975813,-11.057332,7.4427351
producao,consumo_demais_derivados,6,0.68,1,1.7697834,-2.4753307,4.6713545,interval,1,-1.4405727,4.9801394,-0.32573784,5.6402642
producao,consumo_alcool,6,0.68,1,-1.9695958,-9.2105104,3.0762759,interval,1,-7.4987248,3.5595333,-3.8312181,8.1107178
producao,capacidade_instalada_industria,6,0.68,1,-0.20382934,-0.36569204,-0.080630823,interval,1,-0.33300124,-0.074657438,-0.2588427,0.024860985
producao,vendas_varejo,6,0.68,1,-0.86336188,-1.5471517,-0.34872445,interval,1,-1.405992,-0.32073176,-0.918529,-0.029866913
producao,vendas_servicos,6,0.68,1,0.029884636,-0.8078182,0.60527949,interval,1,-0.60518286,0.66495214,-0.23204627,0.88195134
producao,ind_automoveis,6,0.68,1,-3439.5627,-8640.4207,321.71207,interval,1,-7485.2931,606.16771,-4715.4926,2413.903
producao,ind_leves,6,0.68,1,-1476.1263,-2271.9342,-816.79143,interval,1,-2138.7227,-813.52991,-1978.691,-567.5768
producao,ind_caminhoes,6,0.68,1,-251.83338,-410.15412,-123.82929,interval,1,-382.05189,-121.61486,-327.31591,-5.9804425
producao,ind_onibus,6,0.68,1,-59.812002,-126.45889,-8.4071688000000009,interval,1,-113.35268,-6.2713279,-89.000689,33.092917
producao,ind_bens_consumo,6,0.68,1,-2.0063676,-3.6545097,-0.76597695,interval,1,-3.3142493,-0.69848584,-2.1809338,0.0088529573
producao,ind_bens_duraveis,6,0.68,1,-5.4144191,-9.690548,-2.2211196,interval,1,-8.7945781,-2.0342601,-6.1732337,-0.41392567
producao,ind_bens_nao_duraveis,6,0.68,1,-1.1757969,-2.2487357,-0.36813393,interval,1,-2.0273162,-0.32427769,-1.3306092,0.20327802
producao,ind_bens_capital,6,0.68,1,-2.5052362,-4.573814,-0.948474,interval,1,-4.146729,-0.86374341,-3.0240484,0.20450893
producao,ind_transformacao,6,0.68,1,-1.479236,-2.7135047,-0.54847988,interval,1,-2.4596618,-0.49881026,-1.6404465,-0.052510089
producao,ind_min_extr,6,0.68,1,-0.65683696,-1.1978031,0.027871789,interval,1,-1.2135481,-0.10012588,-1.6217428,0.13305016
producao,ind_uti_cap_instalada,6,0.68,1,-0.24540036,-0.96823107,0.25486398,interval,1,-0.79546025,0.30465953,-0.49834058,0.47790095
producao,energia_comercial,6,0.68,1,-7.8961695,-78.984369,42.070147,interval,1,-62.412841,46.620502,-32.183842,74.976932
producao,energia_residencial,6,0.68,1,-78.914523,-97.776587,-54.86459,interval,1,-98.396967,-59.432079,-101.74173,-19.449855
producao,energia_industrial,6,0.68,1,-45.336284,-120.14082,9.2425727,interval,1,-103.78407,13.111505,-80.360253,37.807697
producao,energia_outros,6,0.68,1,-8.1999349,-22.361875,2.3379655,interval,1,-19.374492,2.9746226,-17.326741,20.37455
producao,pib,6,0.68,4,0.4207209,0.041662171,0.68724125,interval,1,0.13031579,0.71196827,0.13746718,0.80644025
producao,ibc_br,6,0.68,1,-0.20164705,-0.75044523,0.18569344,interval,1,-0.62338695,0.22009285,-0.33107438,0.33470431
producao,icc,6,0.68,1,-0.72262237,-1.1623619,-0.32170246,interval,1,-1.1066995,-0.33854523,-1.9050506,-0.47350486
producao,ics,6,0.68,1,-1.1074295,-2.614034,0.02566057,interval,1,-2.3025832,0.087724166,-2.0260348,0.34843731
producao,trab_employment_southest,6,0.68,1,-25767.679,-45791.511,-10671.157,interval,1,-41671.591,-9863.7669,-27354,100.37156
producao,trab_employment_south,6,0.68,1,-11254.159,-19806.436,-4773.4751,interval,1,-18064.098,-4444.2204,-11934.369,-124.07191
producao,trab_employment_northeast,6,0.68,1,-7523.763,-12142.695,-3899.3507,interval,1,-11266.433,-3781.0932,-8129.677,-1187.8096
producao,trab_employment_north,6,0.68,1,-2307.9816,-3545.5081,-1331.7876,interval,1,-3313.3778,-1302.5855,-2469.781,-599.8017
producao,trab_employment_central_west,6,0.68,1,-4324.5525,-7108.4576,-2152.1442,interval,1,-6574.0724,-2075.0325,-4607.099,-384.62846
producao,trab_min_wage,6,0.68,1,0.49410314,-0.78483885,1.452361,interval,1,-0.51854493,1.5067512,-3.335517,4.2752365
producao,trab_pop_forca_trab,6,0.68,1,494.91195,146.33504,743.30735,interval,1,225.75041,764.07348,161.93967,745.22017
producao,trab_pop_ocupada,6,0.68,1,674.18181,238.03168,978.868,interval,1,340.72753,1007.6361,272.57454,947.18148
producao,trab_tx_desemprego,6,0.68,1,-0.2510471,-0.34212352,-0.11513056,interval,1,-0.35281974,-0.14927446,-0.3444231,-0.12114995
producao,trab_hrs_trabalhadas_industria,6,0.68,1,-0.71280114000000006,-1.4862981,-0.15196406,interval,1,-1.3152769,-0.11032537,-0.89019351,0.093413849
producao,trab_menos_de_1_mes,6,0.68,1,0.30841571,-20.383395,16.001692,interval,1,-16.175029,16.79186,-18.159656,20.690206
producao,trab_de_1_mes_a_menos_de_1_ano,6,0.68,1,-164.42851,-263.35577,-15.608429,interval,1,-275.41769,-53.439318,-276.53227,-67.501944
producao,trab_de_1_ano_a_menos_de_2_anos,6,0.68,1,-73.298868,-94.996631,-41.133602,interval,1,-97.464211,-49.133525,-108.84699,-21.88092
producao,trab_x2_anos_ou_mais,6,0.68,1,-41.594661,-50.520705,-31.804627,interval,1,-50.145594,-33.043727,-66.282459,-1.25297
producao,commodity_agro,6,0.68,1,7.0836639,2.1414143,11.082649,interval,1,3.0170857,11.150242,3.3010581,11.976062
producao,commodity_metal,6,0.68,1,4.374386,-0.44666194,8.6670624,interval,1,0.21310821,8.5356638,-1.7582119,10.548817
producao,commodity_energia,6,0.68,1,6.8833653,2.5183259,9.8828921,interval,1,3.5734844,10.193246,2.66488,12.444477
producao,asset_ibov,6,0.68,6,1.8530719,1.0347762,2.7891559,interval,1,1.0524923,2.6536514,0.078044367,3.1671561
producao,asset_idiv,6,0.68,6,1.710344,0.9022918,2.5380003,interval,1,0.96228366,2.4584044,0.058732586,3.1319457
producao,asset_ifix,6,0.68,6,0.047225158,-0.22126626,0.382384,interval,1,-0.2271738,0.32162411,-0.63666503,0.66848403
producao,asset_ifnc,6,0.68,6,1.8351862,0.77229893,2.886861,interval,1,0.8680754,2.802297,-0.24851127,3.5927649
producao,asset_imat,6,0.68,6,1.7756733,0.94548779,2.853941,interval,1,0.91022169,2.6411249,0.26747641,2.9999091
producao,asset_imob,6,0.68,6,1.1965174,0.19105878,2.3929556,interval,1,0.19324436,2.1997904,-0.97240071,2.9598977
producao,asset_smll,6,0.68,6,1.1895663,0.35122235,2.1874218,interval,1,0.3529297,2.0262028,-0.60792626,2.6575596
producao,embi_perc,6,0.68,1,0.13485267,0.049622863,0.21633237,interval,1,0.058625045,0.21108029,0.044105128,0.22929285
producao,cds_5y,6,0.68,1,18.811582,8.317892,28.544649,interval,1,9.5671364,28.056028,7.9839023,30.312569
producao,msci,6,0.68,1,0.31403919,-1.7503427,2.9562598,interval,1,-1.8223062,2.4503846,-6.8393711,5.9920916
producao,sp500_vix,6,0.68,1,-0.733629,-1.235858,-0.23566558,interval,1,-1.1910768,-0.27618121,-1.8128241,0.14630315
producao,fiscal_dbgg,6,0.68,1,-0.65214755,-0.91012337,-0.27940589,interval,1,-0.93579924,-0.36849586,-0.94776049,-0.2849955
producao,fiscal_dlsp,6,0.68,1,-0.64862797,-0.83160673,-0.39231155,interval,1,-0.84672614,-0.4505298,-0.89610594,-0.39138449
producao,fiscal_primary_balance,6,0.68,1,-2220.877,-4555.1132,1254.4273,interval,1,-4826.1949,384.44091,-6895.0228,1399.2387
producao,expect_focus_ipca12m,6,0.68,1,0.18157135,0.054343903,0.26816199,interval,1,0.08556106,0.27758164,0.11469201,0.3037897
producao,expect_focus_selic_ny,6,0.68,1,0.68178778,0.34721686,0.9052574,interval,1,0.43166961,0.93190596,0.45089181,1.0221956
producao,expect_focus_pib_ny,6,0.68,1,-0.28897081,-0.38400372,-0.14836182,interval,1,-0.39470988,-0.18323175,-0.48948601,-0.15951484
producao,expect_focus_cambio_ny,6,0.68,1,0.05035391,6.8492501e-4,0.099461084,interval,1,0.0051779886,0.095529832,0.01211312,0.10792572
producao,epu_brazil,6,0.68,1,8.5099716,2.0295984,16.375116,interval,1,1.9794892,15.040454,-8.3287175,24.686563
producao,epu_canada,6,0.68,1,-1.8406984,-9.7075814,5.3849389,interval,1,-8.7372396,5.0558428,-26.585335,25.635933
producao,epu_chile,6,0.68,1,14.231108,9.2462277,18.998546,interval,1,9.771858,18.690357,3.1386482,22.372765
producao,epu_china,6,0.68,1,-1.092374,-6.3266277,6.2898662,interval,1,-6.7784594,4.5937115,-13.603586,9.9485425
producao,epu_germany,6,0.68,1,15.055257,6.3065947,22.729679,interval,1,7.5600168,22.550498,-11.013788,33.147652
producao,epu_india,6,0.68,1,1.1837572,-1.5162597,4.8137381,interval,1,-1.6799415,4.0474559,-4.6486293,4.1101099
producao,epu_russia,6,0.68,1,6.4621083,-10.11213,24.956744,interval,1,-9.5530628,22.477279,-32.141303,30.747192
producao,epu_us,6,0.68,1,-1.3666286,-7.7128413,7.5141601,interval,1,-8.2337542,5.500497,-21.24485,10.861491
producao,price_ipp,6,0.68,1,0.023264215,-0.19659334,0.23988532,interval,1,-0.17635989,0.22288832,-0.1715428,0.29494092
producao,price_ipca,6,0.68,1,-0.011976434,-0.15001203,0.089651525,interval,1,-0.12031774,0.096364871,-0.084374238,0.15276546
producao,price_ipca_difusao,6,0.68,1,0.46411539,-0.42838384,1.1007596,interval,1,-0.22540044,1.1536312,-0.20279909,1.3363041
producao,price_core_ipca_dw,6,0.68,1,0.024801459,-0.033183016,0.066798663,interval,1,-0.020338167,0.069941086,-0.0083253592,0.090630257
producao,price_igp_m,6,0.68,1,0.015911981,-0.19227613,0.19696981,interval,1,-0.16168211,0.19350607,-0.15917084,0.29050355
producao,price_ipc,6,0.68,1,-0.07741024,-0.20139406,0.01703074,interval,1,-0.17639188,0.021571404,-0.13829745,0.071829718
producao,price_core_ipc,6,0.68,1,0.013086916,-0.012947041,0.030685933,interval,1,-0.0064927919,0.032666623,-0.0017967844,0.042624347
producao,price_incc,6,0.68,1,-0.025846475,-0.078745061,0.015226453,interval,1,-0.068483979,0.016791029,-0.065392109,0.053400776
producao,price_inpc,6,0.68,1,-0.058739495,-0.20293837,0.051488529,interval,1,-0.17406327,0.05658428,-0.13450076,0.11387013
producao,price_core_ipca_ex0,6,0.68,1,0.066282437,0.019543631,0.09782206,interval,1,0.031162076,0.1014028,0.021410471,0.12072068
producao,price_core_ipca_ex1,6,0.68,1,-0.0077790111,-0.081606739,0.046709831,interval,1,-0.065796035,0.050238013,-0.051498493,0.083604571
producao,dlsp_exchange_adjustment,6,0.68,1,4436.6511,-2375.121,10955.118,interval,1,-1658.6433,10531.946,-6839.6009,15462.839
producao,expect_focus_fiscal_dlsp_ny,6,0.68,1,-0.51092444,-0.84269325,-0.030000917,interval,1,-0.8763069,-0.14554197,-0.91500933,-0.15320809
producao,expect_focus_fiscal_primary_balance_ny,6,0.68,1,0.015831396,-0.0574849,0.070904525,interval,1,-0.042293481,0.073956273,-0.081904449,0.087985218
producao,expect_focus_fiscal_nominal_balance_ny,6,0.68,1,-0.16118052,-0.21286516,-0.09133626,interval,1,-0.21613942,-0.10622162,-0.30927454,-0.07547361
producao,cambio_eur,7,0.68,1,2.8084801e-4,-0.068632164,0.079828622,interval,1,-0.067445326,0.068007022,-0.064286271,0.078212495
producao,cambio_cny,7,0.68,1,0.0056214542,-0.004197595,0.015833285,interval,1,-0.0035381866,0.014781095,-0.0026499,0.017133764
producao,cambio_ars,7,0.68,1,0.0040743884,0.00156712,0.0061765936,interval,1,0.0019743372,0.0061744395,5.3640781e-4,0.007208095
producao,cambio_inr,7,0.68,1,3.210656e-4,-4.8596587e-4,0.001188875,interval,1,-4.4444167e-4,0.0010865729,-3.5000093e-4,0.0012538328
producao,cambio_usd,7,0.68,1,0.041225367,-0.024694298,0.1114289,interval,1,-0.021001636,0.10345237,-0.018442458,0.11377572
