sample,r,q,p,instrument,mp_var,n_obs_align,wald_mp,f_robust_mp,fs_beta,fs_se,fs_p,impact_mp_pre,sign_mp,score_hard,n_hard_avail,score_ext,n_ext_avail,fx_channel,risk_channel,yield_ordering_ok,magnitude_flag,h0_yield6m,h0_yield2y,h0_yield5y,h0_ibov,h0_cambio,dfm_max_eig,failure_class,err_msg,denom_ratio
full,6,5,6,z_jk_raw,yield_2y,147,5.351967404455993,6.210012568689696,1.5730585433918577e-4,6.312460101974527e-5,0.014208559236634732,9.908728478273813e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.002292946886709173,0.005,0.005683763597164805,-1.0716693448011871,0.13156978195645083,0.9736805284239931,weak_xi_mp,NA,0.9918423217097111
full,6,5,6,z_jk_raw,juros_selic,147,0.7564347069716296,0.6002600148147814,-4.4310958799122566e-4,5.719281068840111e-4,0.44015628067424983,-2.791156509742696e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.08140062384964192,-0.1775022010354277,-0.20177610973235857,38.04473349688107,-4.670785177404264,0.9736805284239931,negative_control,NA,0.8082787364173724
full,6,5,6,z_bs_purif,yield_3m,147,1.9318466548133175,1.5625276608528658,1.769373218484354e-5,1.4154860457065351e-5,0.21397263076167405,1.1785146495949789e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.009623592007961871,0.02419910516074764,0.03057835024139983,-10.515426188589586,0.7426159683569976,0.9736805284239931,weak_xi_mp_severe,NA,0.5082920750744291
full,6,5,6,z_bs_purif,yield_6m,147,2.5078909375228364,2.0762732848689156,3.405545192896287e-5,2.363438957601253e-5,0.1524715783038482,2.2683088326216447e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.012572802930925914,0.01588718132278545,-5.463358265754552,0.38583097025653745,0.9736805284239931,weak_xi_mp_severe,NA,0.5555734259182278
full,6,5,6,z_bs_purif,yield_1y,147,3.021629276467043,2.5192037731342296,5.8030455352784665e-5,3.656152729518591e-5,0.11536411223212949,3.8651959372756286e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0029342740567771257,0.0073784098922374634,0.00932346879815269,-3.2061980844164903,0.22642676126498093,0.9736805284239931,weak_xi_mp_severe,NA,0.5461473185170633
full,6,5,6,z_bs_purif,yield_2y,147,3.508178858917855,2.921900275004209,8.563449716510992e-5,5.0097500386716056e-5,0.09023049138708554,5.70379998780611e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0019884189816183574,0.005,0.006318074581327846,-2.17268905580158,0.15343872499086536,0.9736805284239931,weak_xi_mp_severe,NA,0.5709380608094915
full,6,5,6,z_bs_purif,juros_selic,147,0.8301773439651162,0.6610044765987588,-3.530335729424287e-4,4.3422398404542253e-4,0.41797785371063045,-2.351427235215223e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.04823259675339325,-0.12128378676544607,-0.15325600205799028,52.70239123029145,-3.721925920670807,0.9736805284239931,negative_control,NA,0.6809394700092846
full,6,5,6,z_jk_bs_purif,yield_3m,147,4.266815647365242,4.324537696517756,4.0889096544136754e-5,1.966245180952257e-5,0.0399123195802876,2.6238769871820406e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.009074320694940071,0.020047245417968904,0.023054005252627695,-5.313538559400036,0.5270358631592412,0.9736805284239931,weak_xi_mp,NA,1.1316752651425699
full,6,5,6,z_jk_bs_purif,yield_6m,147,4.761065823966955,5.130244361366102,7.420815499353587e-5,3.2762920513858296e-5,0.025489532525904482,4.761980249152599e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.011046141133819218,0.012702882137217628,-2.927788612520007,0.29039962377190476,0.9736805284239931,weak_xi_mp,NA,1.1663445661051826
full,6,5,6,z_jk_bs_purif,yield_1y,147,5.003839549798944,5.58628875252924,1.1910176620069487e-4,5.0391410130218746e-5,0.01987294594978235,7.642829259619943e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031153255472498934,0.006882465134542983,0.00791472264915568,-1.8242029323061792,0.18093787336967446,0.9736805284239931,weak_xi_mp,NA,1.0799221498114513
full,6,5,6,z_jk_bs_purif,yield_2y,147,5.20142354265464,6.022728612485131,1.6394275066771474e-4,6.680293911669276e-5,0.015705811563546977,1.0520301181719843e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0022632338023872607,0.005,0.005749918448138454,-1.3252540308199559,0.1314484489442236,0.9736805284239931,weak_xi_mp,NA,1.0530594285675898
full,6,5,6,z_jk_bs_purif,juros_selic,147,0.5844410214749008,0.4659751113788611,-4.251176502295725e-4,6.227701327203942e-4,0.49629286343425294,-2.7280045625363623e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.08727955067503897,-0.19282044697056136,-0.22174036904286665,51.1072149144484,-5.069189735802443,0.9736805284239931,negative_control,NA,0.7899908418073573
full,7,6,6,z_bruto,yield_3m,147,5.954165613997411,4.60662177035846,2.8659409888283377e-5,1.3352911357267017e-5,0.03419682871149255,1.7245034376119076e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.009386612692724785,0.02101390437538749,0.02392018997748633,-6.389388384286902,0.5096537319763987,0.9747488663879236,weak_xi_mp,NA,0.7437764401808564
full,7,6,6,z_bruto,yield_6m,147,6.480888326977474,5.071021571497473,5.380295612468509e-5,2.3892324742142927e-5,0.026451400693793335,3.237449171227091e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.011193550359052626,0.012741651733444792,-3.403457985029616,0.27147904609477097,0.9747488663879236,weak_xi_mp,NA,0.7929434922739096
full,7,6,6,z_bruto,yield_1y,147,6.933035618764722,5.335874760868557,8.684940649517612e-5,3.759793919006839e-5,0.02288553352939977,5.225931051590311e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0030974855382390645,0.006934372071743239,0.00789341639552479,-2.1084323777267002,0.16818048384269788,0.9747488663879236,weak_xi_mp,NA,0.7384174766034833
full,7,6,6,z_bruto,yield_2y,147,7.259671403983725,5.42047741225385,1.204492197695246e-4,5.173509151135026e-5,0.021856266999575415,7.247710066600726e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.002233429001351801,0.005,0.00569151490132001,-1.5202763537295017,0.12126583496147676,0.9747488663879236,weak_xi_mp,NA,0.7254801254568662
full,7,6,6,z_bruto,juros_selic,147,4.122832245400572,3.5008982078944078,-6.0528450553146e-4,3.234966703711708e-4,0.06417381013229875,-3.6421378339234096e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.04444435272428478,-0.09949802007895588,-0.11325889278624299,30.252897433787957,-2.413142096377673,0.9747488663879236,negative_control,NA,1.0547106749427322
full,7,6,6,z_bruto_purif,yield_3m,147,5.253968865210675,4.00691296260382,2.7264560390542657e-5,1.362051551183083e-5,0.04794355260741739,1.6696416079672138e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.009513492391926249,0.02216566935147417,0.026050536306883393,-10.058832278327287,0.5632944930101421,0.9747488663879236,weak_xi_mp,NA,0.7201145932601883
full,7,6,6,z_bruto_purif,yield_6m,147,5.9527797856706375,4.605393448019465,5.1876237568942237e-5,2.4173253201646384e-5,0.0342202463299461,3.176824546927919e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.01164959640388495,0.013691363399308295,-5.28661392889947,0.2960503198006389,0.9747488663879236,weak_xi_mp,NA,0.7780947954242975
full,7,6,6,z_bruto_purif,yield_1y,147,6.709867948483037,5.141854836595763,8.522803697421335e-5,3.758569453134021e-5,0.025443723592026346,5.219239725824249e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003043378646902657,0.007090826588123488,0.008333600603287887,-3.2178335891261614,0.18019864433799346,0.9747488663879236,weak_xi_mp,NA,0.7374720006990884
full,7,6,6,z_bruto_purif,yield_2y,147,7.4012739544421695,5.539476726252926,1.2086744612607116e-4,5.135408253350508e-5,0.020490246673398715,7.401744763532985e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.002145997091509789,0.005,0.0058763252067438355,-2.2690116230706803,0.12706462504654278,0.9747488663879236,weak_xi_mp,NA,0.7408986659652805
full,7,6,6,z_bruto_purif,juros_selic,147,4.132907748053903,3.4847781969669813,-6.049059521205679e-4,3.240412415229868e-4,0.06477986081696915,-3.70435514858354e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.04287958928752638,-0.0999059818328062,-0.11741600786972214,45.337566798585094,-2.538903224298447,0.9747488663879236,negative_control,NA,1.0727279134247862
full,7,6,6,z_jk,yield_3m,147,5.087099123301871,5.159752393487555,3.925763998721329e-5,1.7282627018428865e-5,0.02519558007217371,2.321764132697895e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.009526570350892626,0.02354526303585873,0.029006401989198,-20.890270850204992,0.6147597377877098,0.9747488663879236,weak_xi_mp,NA,1.001374322540643
full,7,6,6,z_jk,yield_6m,147,5.6298004083442,5.974876078123193,7.479813382965132e-5,3.060034419501062e-5,0.016209454350970685,4.42368986966514e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.012357680764753168,0.015223947822145744,-10.96421381502085,0.3226553288036695,0.9747488663879236,weak_xi_mp,NA,1.0834876189452125
full,7,6,6,z_jk,yield_1y,147,6.4572784542385735,7.179325468655299,1.2569621313486312e-4,4.691161374109766e-5,0.008587092658859848,7.433889540161515e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.002975353511621473,0.007353693771781094,0.009059325322672682,-6.524482415338191,0.19200273311987576,0.9747488663879236,weak_xi_mp,NA,1.0503992305686147
full,7,6,6,z_jk,yield_2y,147,7.612209168215219,8.965311618886268,1.8486629193330078e-4,6.174119563236364e-5,0.003445642818475787,1.093330944231887e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.002023033324449157,0.005,0.0061597107547752,-4.4361939848346,0.13054849649618464,0.9747488663879236,weak_xi_mp,NA,1.094400663517767
full,7,6,6,z_jk,juros_selic,147,2.980752038970322,2.663576507136913,-7.559248288829915e-4,4.631759728912327e-4,0.10572337773675711,-4.470669034835731e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.04947458462251929,-0.1222782245467719,-0.15063969896311355,108.48998484212882,-3.192647673760786,0.9747488663879236,negative_control,NA,1.2946413810203767
full,7,6,6,z_jk_purif,yield_3m,147,4.64780816264775,4.490822989410845,3.781472526680021e-5,1.784423692381729e-5,0.03648121760126718,2.2837064518369893e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.009613585374020205,0.02461549021808253,0.031082395581679523,-25.2138010808595,0.6550088665272655,0.9747488663879236,weak_xi_mp,NA,0.9849600865496366
full,7,6,6,z_jk_purif,yield_6m,147,5.31234522219715,5.424717287761481,7.270701794951214e-5,3.1216756572586624e-5,0.02180598515135017,4.390921388787131e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.012802450522051607,0.016165870678007774,-13.113630399017099,0.3406683568324906,0.9747488663879236,weak_xi_mp,NA,1.075461684856471
full,7,6,6,z_jk_purif,yield_1y,147,6.400956071738672,7.007383318086462,1.2421919379206555e-4,4.6925700971756594e-5,0.009392352407964778,7.501844117690101e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0029265613360539566,0.007493431340916005,0.009462082417981181,-7.675568740213051,0.19939736830459998,0.9747488663879236,weak_xi_mp,NA,1.0600011267985783
full,7,6,6,z_jk_purif,yield_2y,147,7.886981426725729,9.440983764220164,1.86165599981002e-4,6.0588584853054356e-5,0.0027151644108297226,1.1242910765233075e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0019527511515813867,0.005,0.00631358451655909,-5.121531372618663,0.13304810522239696,0.9747488663879236,weak_xi_mp,NA,1.1253910873241038
full,7,6,6,z_jk_purif,juros_selic,147,2.6249777824462015,2.293866628709513,-7.04542170126119e-4,4.651820102363414e-4,0.13294874660875314,-0.00042548702606088717,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.05159876940829202,-0.13211813846968173,-0.1668278066797585,135.32943821289035,-3.515613597780286,0.9747488663879236,negative_control,NA,1.2321491632089925
full,7,6,6,z_jk_raw_purif,yield_3m,147,7.106996898243549,7.298813949764413,4.55040100669188e-5,1.6843158056066744e-5,0.008070072619358213,2.6778112176441354e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.00954437976313259,0.020578264452885797,0.022227046867891738,-4.102487906509305,0.44183114752147506,0.9747488663879236,weak_xi_mp,NA,1.1549370395537257
full,7,6,6,z_jk_raw_purif,yield_6m,147,7.648649659810715,8.268669913893218,8.686151056482467e-5,3.020713594489579e-5,0.00490194469720447,5.111609439034425e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.010780304725705792,0.011644049911838655,-2.149164224560787,0.23146142467431552,0.9747488663879236,weak_xi_mp,NA,1.2519787108169316
full,7,6,6,z_jk_raw_purif,yield_1y,147,7.6517599066467135,8.35636652242135,1.3806715659892758e-4,4.7761905025112204e-5,0.004688020444586346,8.124949431600887e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003145625386389185,0.006782160043638287,0.0073255638006124845,-1.3520931088595678,0.14561818668506699,0.9747488663879236,weak_xi_mp,NA,1.148045122981078
full,7,6,6,z_jk_raw_purif,yield_2y,147,7.540352884164936,8.276929011493007,1.8727871056481137e-4,6.509592390702112e-5,0.004881373024175057,1.1020941478317028e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.002319043907950686,0.005,0.00540061260238463,-0.9968012404306505,0.10735384136331158,0.9747488663879236,weak_xi_mp,NA,1.1031724410703703
full,7,6,6,z_jk_raw_purif,juros_selic,147,7.187740456381623,7.903864293452841,-0.0012216852821620157,4.345498500652369e-4,0.005906431991214933,-7.189350011549176e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.035549871899566654,-0.07664769040742678,-0.08278889655160492,15.2805025748535,-1.6456847993726225,0.9747488663879236,negative_control,NA,2.0819322466201937
full,7,6,6,z_jk_raw,yield_3m,147,7.19632004269115,7.3284910634096745,4.542473137404742e-5,1.6779734560680277e-5,0.007946753826668002,2.6223085269933587e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.009498006066753035,0.020289072881225202,0.02175578519372927,-3.4119928031232787,0.4345026197159765,0.9747488663879236,weak_xi_mp,NA,1.1309987899844116
full,7,6,6,z_jk_raw,yield_6m,147,7.693702499756684,8.210706246182987,8.628887483427301e-5,3.0113729756994963e-5,0.005048871876952831,4.9813404596562266e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.010680701159080843,0.011452817065406786,-1.7961626783260705,0.2287335976952658,0.9747488663879236,weak_xi_mp,NA,1.2200721282020903
full,7,6,6,z_jk_raw,yield_1y,147,7.655820838843971,8.226833020883289,1.366205272040712e-4,4.763208755624145e-5,0.005007540807074439,7.88691892307357e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031579762060714675,0.006745880024907448,0.007233544757008774,-1.1344478000774656,0.14446705181015454,0.9747488663879236,weak_xi_mp,NA,1.114411711876678
full,7,6,6,z_jk_raw,yield_2y,147,7.486567348104958,8.058587334604223,1.8432513709166516e-4,6.493145086770449e-5,0.005456585433584035,1.0640841764245312e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.00234067030128867,0.005,0.005361453754217943,-0.8408449274881893,0.10707798780644384,0.9747488663879236,weak_xi_mp,NA,1.0651252805580291
full,7,6,6,z_jk_raw,juros_selic,147,6.794586913766215,7.257552454490359,-0.0011756892600668948,4.364127791524269e-4,0.0082448459658676,-6.787095660244354e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.03669714343967921,-0.07839024449422753,-0.08405713412752774,13.182807889506037,-1.6787739288194095,0.9747488663879236,negative_control,NA,1.9654451783901776
full,7,6,6,z_bs_purif,yield_3m,147,4.4164260053547775,3.352963455639255,2.494869518521045e-5,1.3624903247643769e-5,0.06997486978026131,1.5547580310900687e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.009570208171061046,0.022344269998364984,0.02623119459875641,-9.800737081638642,0.5603648637709051,0.9747488663879236,weak_xi_mp,NA,0.6705654326257191
full,7,6,6,z_bs_purif,yield_6m,147,5.054893672806013,3.8858785074167277,4.775284130377742e-5,2.4224488082171265e-5,0.051376520311615506,2.975871602632192e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.011673868320822369,0.013704610249793638,-5.120440907061292,0.29276524280076216,0.9747488663879236,weak_xi_mp,NA,0.7288756969906434
full,7,6,6,z_bs_purif,yield_1y,147,5.6864347308078536,4.3196970265713555,7.854911625792414e-5,3.779328647666827e-5,0.04015910525515644,4.895040338998323e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003039680366802807,0.007096965667889001,0.008331526942196446,-3.112900738913633,0.17798255212474673,0.9747488663879236,weak_xi_mp,NA,0.6916630356030896
full,7,6,6,z_bs_purif,yield_2y,147,6.255307230560318,4.633164585142828,1.1149207626510604e-4,5.1797063492354026e-5,0.03369493178770004,6.947986645760567e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0021415352060643144,0.005,0.005869781067064587,-2.1931208946087297,0.12539341491395983,0.9747488663879236,weak_xi_mp,NA,0.6954784583157491
full,7,6,6,z_bs_purif,juros_selic,147,3.7484105874723697,3.1635878829294457,-5.95308130963547e-4,3.346970331304074e-4,0.07824780664721678,-3.7098537246765475e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.04010766762632468,-0.0936423261050049,-0.10993199056940914,41.07378840013015,-2.3484262101586424,0.9747488663879236,negative_control,NA,1.0743202218894092
full,7,6,6,z_jk_bs_purif,yield_3m,147,7.065625943251892,6.961510217804786,4.757812647700992e-5,1.8032486013456035e-5,0.009620213041190873,2.797940204735659e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.009524347188691398,0.020576916950480584,0.022290248783014725,-4.585258292312735,0.4345000140611924,0.9747488663879236,weak_xi_mp,NA,1.2067485398573703
full,7,6,6,z_jk_bs_purif,yield_6m,147,7.647789722807889,7.954660744137921,9.063011903091158e-5,3.2133772839525265e-5,0.005754648736521926,5.329710784620142e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.010802271558785834,0.011701719992673483,-2.4071247096898034,0.22809963006025752,0.9747488663879236,weak_xi_mp,NA,1.3053979410477576
full,7,6,6,z_jk_bs_purif,yield_1y,147,7.7148087570298935,8.171647382103266,1.4425546598934244e-4,5.046351166790862e-5,0.005150447422397175,8.483271577316463e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003141306237838318,0.006786648606087478,0.007351737201284513,-1.5123031731606658,0.1433061581513799,0.9747488663879236,weak_xi_mp,NA,1.1986755909375817
full,7,6,6,z_jk_bs_purif,yield_2y,147,7.647085625944856,8.234554921485108,1.958022314354271e-4,6.823348788479196e-5,0.004987874794441765,1.1514596645051259e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0023143280433148058,0.005,0.005416323746812353,-1.1141752438782246,0.10557947410363738,0.9747488663879236,weak_xi_mp,NA,1.1525862571590084
full,7,6,6,z_jk_bs_purif,juros_selic,147,6.19782598285007,6.541551566072,-0.0012023051396758638,4.7008275464435577e-4,0.011994607928151543,-7.070429497222986e-4,-1,0,4,0,3,apreciacao,standard,FALSE,TRUE,-0.03769014871524752,-0.08142784430262535,-0.08820791334960973,18.14497765687114,-1.71942179577281,0.9747488663879236,negative_control,NA,2.0474945779627176
full,8,8,6,z_bruto,yield_3m,147,8.787399084460642,6.525447461774503,4.944765385225836e-5,1.935711105615605e-5,0.012189911949636355,2.6629946185091803e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0070299632273011425,0.01197859056892544,0.012872964143706278,-4.394405764129805,0.16959781862594134,0.9756215404505565,weak_xi_mp,NA,1.1485466566064788
full,8,8,6,z_bruto,yield_6m,147,8.038831551529745,5.985892918027489,6.952303765170927e-5,2.8416086599889142e-5,0.016221099661898282,3.7441508485240746e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008519668013629222,0.009155783414139071,-3.125482752928176,0.12062496853987903,0.9756215404505565,weak_xi_mp,NA,0.9170491619807266
full,8,8,6,z_bruto,yield_1y,147,7.158744075591372,5.163599950256553,9.480246739023322e-5,4.1719908449914644e-5,0.02527273328822513,5.105570048577422e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0036667314451667514,0.006247866921591124,0.006714359789951987,-2.292061178297618,0.0884598730434849,0.9756215404505565,weak_xi_mp,NA,0.7214106184477111
full,8,8,6,z_bruto,yield_2y,147,6.524979668007259,4.511245357533003,1.1846264001870373e-4,5.577417857971602e-5,0.03621609694809306,6.379784444474654e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0029343866404191567,0.005,0.005373321706604197,-1.8342749670105858,0.07079205923688041,0.9756215404505565,weak_xi_mp,NA,0.638602645060831
full,8,8,6,z_bruto,juros_selic,147,2.242377486757975,1.5100068876887673,0.0015165397462113533,0.0012341397280455858,0.2221108866670168,8.167297876376122e-4,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.022921600908875975,0.039056886016905025,0.04197304268540034,-14.328213662038936,0.5529834777033653,0.9756215404505565,negative_control,NA,2.3651318671736323
full,8,8,6,z_bruto_purif,yield_3m,147,8.255373748390312,6.021565783408299,4.8103631300532266e-5,1.9603027289764292e-5,0.015915645315657475,2.63616963956421e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007033118915607893,0.012370683605312835,0.01376392089750802,-6.478297062861187,0.19007684903994293,0.9756215404505565,weak_xi_mp,NA,1.1369770726251065
full,8,8,6,z_bruto_purif,yield_6m,147,7.491723502123738,5.48717526383666,6.766371184201576e-5,2.8885600618374845e-5,0.02120003054539766,3.7080989113540575e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008794592949267373,0.009785076196396406,-4.605564857210471,0.1351298416255443,0.9756215404505565,weak_xi_mp,NA,0.9082190159457242
full,8,8,6,z_bruto_purif,yield_1y,147,6.88633745703909,4.927518294949672,9.327791729700728e-5,4.202083885660528e-5,0.028761443792170813,5.111805636517932e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0036269952097395725,0.0063795892997204375,0.0070980848982532966,-3.34087233504946,0.09802305765374326,0.9756215404505565,weak_xi_mp,NA,0.7222916991712636
full,8,8,6,z_bruto_purif,yield_2y,147,6.611896819092472,4.573111976459178,1.1901496061782523e-4,5.565390462783349e-5,0.03498928225108627,6.522244108196084e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.00284265572542304,0.005,0.005563120574677389,-2.6184070620312982,0.07682552359447244,0.9756215404505565,weak_xi_mp,NA,0.6528625497423712
full,8,8,6,z_bruto_purif,juros_selic,147,2.3412566882651666,1.5741001611164427,0.0015319956105926556,0.0012210721872517375,0.21262722948084323,8.395624628491904e-4,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.022083520139585724,0.038843114102920934,0.04321778545010018,-20.34141685567514,0.5968285157993475,0.9756215404505565,negative_control,NA,2.4312520069960457
full,8,8,6,z_jk,yield_3m,147,4.130374804423325,3.5806092961491567,4.889245221291416e-5,2.5838265263623782e-5,0.06143991280556907,2.7795881843371906e-05,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.008317358379343151,0.018666296624361013,0.022712305007450015,-17.9763188748713,0.3968347922216974,0.9756215404505565,weak_xi_mp,NA,1.1988333335989232
full,8,8,6,z_jk,yield_6m,147,5.137014870240384,4.887911616528754,8.133120942041327e-5,3.678710045499455e-5,0.02939501983739777,4.623766215224029e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.011221289123912412,0.013653556797467034,-10.80650733982858,0.23855819006625323,0.9756215404505565,weak_xi_mp,NA,1.1324920133860166
full,8,8,6,z_jk,yield_1y,147,6.1708936495901785,6.311893212689452,1.2825545883269116e-4,5.105003419853949e-5,0.013643053294143935,7.291459965893232e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031706724283286935,0.007115806407098745,0.008658191217269708,-6.852778973785227,0.151277975159013,0.9756215404505565,weak_xi_mp,NA,1.0302741110852858
full,8,8,6,z_jk,yield_2y,147,7.497524801599361,8.242396488334544,1.82528203141789e-4,6.357746794916907e-5,0.005024875044538355,1.0376923508481411e-4,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0022279080169786683,0.005,0.006083773729870079,-4.815180867588583,0.10629714083290528,0.9756215404505565,weak_xi_mp,NA,1.0387076331159382
full,8,8,6,z_jk,juros_selic,147,0.015774720474160783,0.010433345379021628,-1.5586904484385933e-4,0.0015259773307034889,0.9188534347009216,-8.861321851268687e-5,-1,0,4,1,3,apreciacao,standard,FALSE,TRUE,-0.26089596410280697,-0.5855178088918943,-0.7124315728215191,563.8748302017275,-12.447773798391161,0.9756215404505565,negative_control,NA,0.25661112173144945
full,8,8,6,z_jk_purif,yield_3m,147,3.8820768567607256,3.270867913904579,4.743837303270403e-5,2.622999951644857e-5,0.0736186204042803,2.7538896464055773e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.008368508526378753,0.019408749605958904,0.024187069798896572,-21.174530366915445,0.42466867766676625,0.9756215404505565,weak_xi_mp,NA,1.1877495823904611
full,8,8,6,z_jk_purif,yield_6m,147,4.863687952548248,4.460564292524108,7.939768584081619e-5,3.7593515737671324e-5,0.037255211834292756,4.609189797330248e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.011596301506283773,0.014451242848504858,-12.65131671920406,0.2537302055247652,0.9756215404505565,weak_xi_mp,NA,1.1289218335628821
full,8,8,6,z_jk_purif,yield_1y,147,6.073101819006957,6.054471323154152,1.2706879436024225e-4,5.164173158646772e-5,0.015639233510441178,7.37659019050576e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003124200801654015,0.0072458348924306845,0.009029716898439146,-7.9050507672232335,0.15854082230086192,0.9756215404505565,weak_xi_mp,NA,1.0423029046190124
full,8,8,6,z_jk_purif,yield_2y,147,7.7214317389646085,8.500893062559593,1.8414390078329092e-4,6.315751912131186e-5,0.0044089358738121885,1.068991091790571e-4,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0021558597787797317,0.005,0.0062309706420939715,-5.454892972707116,0.10940134895047124,0.9756215404505565,weak_xi_mp,NA,1.070036996869317
full,8,8,6,z_jk_purif,juros_selic,147,0.00974023064811554,0.006437860566935518,-1.217748257091906e-4,0.0015177027934118509,0.9362146459626876,-7.069265029210816e-5,-1,0,4,1,3,apreciacao,standard,FALSE,TRUE,-0.3260020510112916,-0.756083615038768,-0.9422269616549687,824.8710396907935,-16.543313480918002,0.9756215404505565,negative_control,NA,0.20471573647931263
