sample,r,q,p,instrument,mp_var,n_obs_align,wald_mp,f_robust_mp,fs_beta,fs_se,fs_p,impact_mp_pre,sign_mp,score_hard,n_hard_avail,score_ext,n_ext_avail,fx_channel,risk_channel,yield_ordering_ok,magnitude_flag,h0_yield6m,h0_yield2y,h0_yield5y,h0_ibov,h0_cambio,dfm_max_eig,failure_class,err_msg,denom_ratio
pre_covid,8,8,6,z_bruto,yield_2y,78,4.147646995060406,1.370400598713157,6.844679680870384e-5,5.846949715542308e-5,0.25161016739391395,3.0096994389542043e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004861306764820362,0.005,0.003319826705812952,-1.8740101674711636,0.011338880064277976,1.0000172161329195,weak_xi_mp,NA,0.4764508220208365
pre_covid,8,8,6,z_bruto,juros_selic,78,6.9867203524682555,6.326617355864488,0.005214447976339918,0.0020731109938043548,0.017910751337478412,0.00229286422165299,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006381133302396847,0.006563187236583131,0.004357728852651878,-2.4598959224747516,0.014883838583003227,1.0000172161329195,negative_control,NA,0.7203792263950395
pre_covid,8,8,6,z_bruto_purif,yield_3m,78,10.273264500498362,12.197603693844451,5.576792846159571e-5,1.596787974342729e-5,0.001607483847353149,2.484130012843785e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005868986924124634,0.006013347043968382,0.00404057415875572,-2.2823533283493167,0.01657566290646005,1.0000172161329195,ok,NA,0.6393115677233027
pre_covid,8,8,6,z_bruto_purif,yield_6m,78,13.094511850967013,11.45698540172359,6.54602485854089e-5,1.9339376588848442e-5,0.002124041941765748,2.915865312641147e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.005122985552455699,0.0034423097299355254,-1.9444184812949912,0.014121400439933957,1.0000172161329195,ok,NA,0.6137074940279899
pre_covid,8,8,6,z_bruto_purif,yield_1y,78,9.903862323787823,4.2486877153989635,7.267266081781677e-5,3.5256862030084714e-5,0.04867647241023053,3.237135443798029e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004503774036127532,0.004614553863721287,0.003100677037198559,-1.7514442942845814,0.01271991933102689,1.0000172161329195,weak_xi_mp,NA,0.6085375152127979
pre_covid,8,8,6,z_bruto_purif,yield_2y,78,4.0532442633692005,1.3487165571788622,6.707038155286562e-5,5.775245261585814e-5,0.2553076546013089,2.987587173913463e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004879966914608274,0.005,0.003359671518383901,-1.8977395713744845,0.013782393386962483,1.0000172161329195,weak_xi_mp,NA,0.47295033731494024
pre_covid,8,8,6,z_bruto_purif,juros_selic,78,6.992054099187855,6.222324888968075,0.005169545490074644,0.002072411624361621,0.018788292947298984,0.0023027255017226736,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006331334999459949,0.006487067545998086,0.0043588832144244635,-2.4621529568439477,0.017881463369348594,1.0000172161329195,negative_control,NA,0.723477474097968
pre_covid,8,8,6,z_jk,yield_3m,78,3.8703918380518596,1.8594603408438448,5.422785557436862e-5,3.976756235437167e-5,0.18355079997437102,1.9248629137645866e-5,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.008774598929172322,0.018443417046952612,0.021191738327616467,-32.76453485113442,0.2713860399652847,1.0000172161329195,weak_xi_mp,NA,0.49537951745228076
pre_covid,8,8,6,z_jk,yield_6m,78,7.607143132815747,4.200395258607707,9.516553669157023e-5,4.643384222545396e-5,0.04988741011126592,3.3779800123844516e-5,1,3,3,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.010509549892722172,0.012075616503200912,-18.67010396464069,0.15464298833250698,1.0000172161329195,weak_xi_mp,NA,0.710969618277507
pre_covid,8,8,6,z_jk,yield_1y,78,10.711823980995218,6.115335543368259,1.521420737729991e-4,6.152323819422639e-5,0.019737772103848764,5.400409666276623e-5,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031275220040051523,0.006573769708335715,0.00755335126513772,-11.678232193295514,0.0967298697550055,1.0000172161329195,ok,NA,1.0152036998462377
pre_covid,8,8,6,z_jk,yield_2y,78,11.95866047101699,5.590063680541252,2.00029391186933e-4,8.460293614374351e-5,0.025231680865845416,7.10020989535453e-5,1,3,3,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0023787888401683517,0.005,0.005745068355193421,-8.882446991174033,0.07357260297113044,1.0000172161329195,ok,NA,1.1239995586860385
pre_covid,8,8,6,z_jk,juros_selic,78,1.7392138000309143,0.7566393872408376,0.003111137157288674,0.003576635520401162,0.3917784014616319,0.0011043240545603118,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.015294333209690878,0.03214731158863278,0.03693770050247939,-57.10935821895708,0.47303227841994,1.0000172161329195,negative_control,NA,0.3469599728587807
pre_covid,8,8,6,z_jk_purif,yield_3m,78,3.97277339397967,2.007616652508855,5.3216460846611116e-5,3.755827122094821e-5,0.16754212045914868,1.902298290308524e-5,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.008642725787381511,0.01817175769795925,0.02111149754795324,-32.376896323746344,0.28127445901172826,1.0000172161329195,weak_xi_mp,NA,0.4895723234961693
pre_covid,8,8,6,z_jk_purif,yield_6m,78,7.534119938530166,4.388528957141501,9.198705569510998e-5,4.39103839019284e-5,0.04535101209806294,3.288208497788248e-5,1,3,3,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.010512746872341041,0.012213448666146678,-18.73072056215009,0.16272323450455442,1.0000172161329195,weak_xi_mp,NA,0.6920752437605886
pre_covid,8,8,6,z_jk_purif,yield_1y,78,10.410161784660936,6.139172725106542,1.4655049621869118e-4,5.914695171533931e-5,0.019521759022018186,5.2386564976756306e-5,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031384081961159434,0.006598658189569473,0.007666157479335213,-11.756929386281854,0.10213838657351804,1.0000172161329195,ok,NA,0.9847963001537624
pre_covid,8,8,6,z_jk_purif,yield_2y,78,11.609405973030203,5.43864166864563,1.9340732641223238e-4,8.293306164955414e-5,0.027113358182304793,6.913620720145727e-5,1,3,3,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0023780654384226462,0.005,0.0058088760313825165,-8.908575841120307,0.07739330000072486,1.0000172161329195,ok,NA,1.0944615374611302
pre_covid,8,8,6,z_jk_purif,juros_selic,78,1.9304612447655636,0.8732474689737382,0.0031842377269900054,0.0034075074639823397,0.35804741186129174,0.0011382511891459412,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.014444125027690392,0.030369486041711025,0.03528251591062021,-54.10977393168543,0.4700789488187935,1.0000172161329195,negative_control,NA,0.35761930572977657
pre_covid,8,8,6,z_jk_raw_purif,yield_3m,78,7.149386787911166,2.8455891402013016,6.54307982138713e-5,3.8787886941882785e-5,0.1027369407142712,2.3817523500823405e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006978273130617899,0.011317636803901208,0.011448032073786155,-15.182689554046046,0.17108026650151256,1.0000172161329195,weak_xi_mp,NA,0.6129638227415739
pre_covid,8,8,6,z_jk_raw_purif,yield_6m,78,8.91258176554031,3.927779022712205,9.131879621873397e-5,4.60772609569301e-5,0.0573885262657104,3.3241036856731265e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.00810919592287374,0.008202625391342682,-10.878543494829989,0.12258066093091147,1.0000172161329195,weak_xi_mp,NA,0.6996301694661724
pre_covid,8,8,6,z_jk_raw_purif,yield_1y,78,8.938756149774314,4.2110905299915125,1.2600623519954795e-4,6.140372909384282e-5,0.0496163517810603,4.586764260875638e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0036235824391796156,0.005876867988398446,0.005944577864647633,-7.883859834343519,0.08883622606645633,1.0000172161329195,weak_xi_mp,NA,0.8622494098996606
pre_covid,8,8,6,z_jk_raw_purif,yield_2y,78,7.028173271282534,3.127011709983556,1.4810440199707674e-4,8.375354786197368e-5,0.0879002661769439,5.3911616110140187e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0030829197170439667,0.005,0.005057607110099167,-6.70753524658635,0.0755812673024376,1.0000172161329195,weak_xi_mp,NA,0.8534484699599569
pre_covid,8,8,6,z_jk_raw_purif,juros_selic,78,5.940282570488148,2.097330678919345,0.004762318948606281,0.003288402906739744,0.15866280637229851,0.0017335359887773885,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.009587639677493855,0.015549609716543136,0.01572876333233113,-20.85991104887493,0.23505184168692553,1.0000172161329195,negative_control,NA,0.5446477391596777
pre_covid,8,8,6,z_jk_raw,yield_3m,78,6.665637360494993,2.587467382957088,6.43257334127744e-5,3.998962251512713e-5,0.11893137447267295,2.3025700122238322e-5,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007164459886682168,0.012009648567350054,0.012337412891209428,-16.722358203604283,0.1815998198911547,1.0000172161329195,weak_xi_mp,NA,0.5925855879911439
pre_covid,8,8,6,z_jk_raw,yield_6m,78,8.819148858908266,3.786910726316431,9.217182734407004e-5,4.736479523313297e-5,0.06175463823305891,3.2993340977709834e-5,1,3,3,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008381405407597076,0.008610148626934969,-11.670355105685669,0.12673657384049702,1.0000172161329195,weak_xi_mp,NA,0.6944168690940228
pre_covid,8,8,6,z_jk_raw,yield_1y,78,9.286017257683472,4.297746693764523,1.2943853088884637e-4,6.243716388538339e-5,0.04747981809014102,4.633313354311478e-5,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003560447832328052,0.005968311343068324,0.006131197002958593,-8.31033810770743,0.09024779192141633,1.0000172161329195,weak_xi_mp,NA,0.8710000075025891
pre_covid,8,8,6,z_jk_raw,yield_2y,78,7.601842473744626,3.3559811736494605,1.5450589042731864e-4,8.43403275451949e-5,0.07761915499118906,5.5306113297054276e-5,1,3,3,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0029827933126035755,0.005,0.005136458748988896,-6.962051432989641,0.07560580098274473,1.0000172161329195,weak_xi_mp,NA,0.8755240740023934
pre_covid,8,8,6,z_jk_raw,juros_selic,78,5.34337248832008,1.857303893643371,0.004578838156923264,0.003359802962399027,0.18379714009872836,0.0016390167467559217,1,4,4,0,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.010064979824950842,0.016871735266439692,0.017332194443985732,-23.492377737747663,0.255120211757599,1.0000172161329195,negative_control,NA,0.5149513891517465
pre_covid,8,8,6,z_bs_purif,yield_3m,78,9.38794661531979,10.694360306035843,5.538230991307499e-5,1.6935329840895536e-5,0.0028489321033246828,2.49262600513125e-5,1,4,4,2,3,depreciacao,fiscal_dominance,TRUE,FALSE,0.005877109405987945,0.005835842262667019,0.0037413277357442364,-2.7417640643062433,0.002012397553255695,1.0000172161329195,weak_xi_mp,NA,0.6414980821652123
pre_covid,8,8,6,z_bs_purif,yield_6m,78,12.036943491150048,10.251977503455635,6.509757890317428e-5,2.033110645750244e-5,0.003389042771098096,2.9298871480734046e-5,1,3,3,2,3,depreciacao,fiscal_dominance,TRUE,FALSE,0.005,0.004964891632543986,0.0031829658742887723,-2.332578717619901,0.0017120640558480553,1.0000172161329195,ok,NA,0.6166586953223354
pre_covid,8,8,6,z_bs_purif,yield_1y,78,8.903621829774561,3.7942248581045694,7.158916125884601e-5,3.675240314349639e-5,0.061518964806608144,3.22205782530406e-5,1,4,4,2,3,depreciacao,fiscal_dominance,TRUE,FALSE,0.004546608575836029,0.004514683774924206,0.002894339988126951,-2.12106448026865,0.0015568170237398762,1.0000172161329195,weak_xi_mp,NA,0.6057031276337347
pre_covid,8,8,6,z_bs_purif,yield_2y,78,3.461173152264853,1.154216520143193,6.464048495925398e-5,6.016736095871097e-5,0.2918396886750954,2.9093144371535615e-5,1,3,3,2,3,depreciacao,fiscal_dominance,TRUE,FALSE,0.005035356630168809,0.005,0.003205473663740206,-2.3490731422316053,0.0017241706189776416,1.0000172161329195,weak_xi_mp_severe,NA,0.46055936255899116
pre_covid,8,8,6,z_bs_purif,juros_selic,78,6.719603813070395,6.02120857533166,0.005280883633844379,0.0021521114694167355,0.020616744568038026,0.0023768000822772858,1,4,4,2,3,depreciacao,fiscal_dominance,TRUE,FALSE,0.006163511962828167,0.0061202337942660645,0.003923649648690533,-2.875375366057729,0.00211046545786952,1.0000172161329195,negative_control,NA,0.7467504566546929
pre_covid,8,8,6,z_jk_bs_purif,yield_3m,78,6.824178589146181,2.653895892123479,6.857467097971402e-5,4.2094154567461e-5,0.11449734075394181,2.345696943417469e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007289065387253755,0.011935547603097348,0.01139637981319019,-11.986461119777205,0.16672739625351246,1.0000172161329195,weak_xi_mp,NA,0.6036846632609345
pre_covid,8,8,6,z_jk_bs_purif,yield_6m,78,9.507919441567367,4.1044082901015315,9.996905213687002e-5,4.934467538144704e-5,0.05239556481503662,3.419587679850241e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008187296291763827,0.007817449294060946,-8.22222087672426,0.11436815791573592,1.0000172161329195,weak_xi_mp,NA,0.7197268599861957
pre_covid,8,8,6,z_jk_bs_purif,yield_1y,78,9.824228882864071,4.657797482994573,1.3912130413622337e-4,6.446193519307229e-5,0.03963688247560112,4.7588477379454386e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003592873598984485,0.005883184138748367,0.005617421436006296,-5.9082800626003324,0.08218206702798721,1.0000172161329195,weak_xi_mp,NA,0.8945987673372261
pre_covid,8,8,6,z_jk_bs_purif,yield_2y,78,7.907999480028003,3.557674355653659,1.636952499718299e-4,8.678666119923559e-5,0.06968277903510622,5.599435506119829e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003053511087066587,0.005,0.004774133618399193,-5.021328521477576,0.06984488764061637,1.0000172161329195,weak_xi_mp,NA,0.8864192933067312
pre_covid,8,8,6,z_jk_bs_purif,juros_selic,78,5.225464318396002,1.8633168910222009,0.005117322380534744,0.0037488616823988068,0.18311124785532562,0.0017504549850769198,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.009767710992293739,0.01599422879724546,0.015271717080259609,-16.062455447729327,0.223423022648384,1.0000172161329195,negative_control,NA,0.5499634021416095
