var,h,point,lo68,hi68,lo90,hi90,set_type68,set_type90,sign,sig68,sig90
yield_6m,8,0.006724764521209486,0.002523670979111365,0.009622464605642035,-0.00356283771138812,0.011620188583920445,interval,interval,1,TRUE,FALSE
yield_6m,9,0.006160956974507442,0.0017821057415168663,0.009251794799089552,-0.004446255342887791,0.011439618851132066,interval,interval,1,TRUE,FALSE
yield_6m,10,0.00550759421325683,9.76393496031557e-4,0.008796492962482654,-0.0053238584565187055,0.011199606054280989,interval,interval,1,TRUE,FALSE
yield_6m,11,0.004780147006050342,1.1932324571474993e-4,0.008258842791244886,-0.006212344815628977,0.010882139628060221,interval,interval,1,TRUE,FALSE
yield_6m,12,0.004022813217032068,-7.48732285194415e-4,0.007669341192580922,-0.0071019177197454006,0.010493312607369246,interval,interval,1,FALSE,FALSE
yield_6m,13,0.003230031021206048,-0.001638717947745386,0.0070318042153263245,-0.008001825056401471,0.01004777603587569,interval,interval,1,FALSE,FALSE
yield_6m,14,0.002405669194033851,-0.002547477844367732,0.00634748285045111,-0.008913924420609098,0.009541346008464721,interval,interval,1,FALSE,FALSE
yield_6m,15,0.001572858911073465,-0.003454331395351993,0.005634270628502681,-0.009830116604454963,0.008980379183289129,interval,interval,1,FALSE,FALSE
yield_6m,16,7.397481049284416e-4,-0.004355433993202681,0.004905732567288488,-0.010748333205249903,0.008383710682081297,interval,interval,1,FALSE,FALSE
yield_6m,17,-9.009719572479908e-5,-0.00525117295839165,0.004169465411759306,-0.01167217536554034,0.00776239377488192,interval,interval,-1,FALSE,FALSE
yield_6m,18,-9.052481470255651e-4,-0.006133321063951853,0.0034374933199877535,-0.01259971177671413,0.007126572487749567,interval,interval,-1,FALSE,FALSE
yield_6m,19,-0.0016982459249124762,-0.006997557701561519,0.002720836986473493,-0.01352883641853983,0.006490811120882079,interval,interval,-1,FALSE,FALSE
yield_6m,20,-0.0024655278498886776,-0.00784304240756324,0.0020267592588516445,-0.014459930645053255,0.005866662205558131,interval,interval,-1,FALSE,FALSE
