instrument,r,q,sample,cfg,var,h,point,lo68,hi68,lo90,hi90,sig90
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,21,-0.003104803535594246,-0.00662768000740383,0.0017156749983988334,-0.011603340387316268,0.005158996753871825,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,22,-0.0032785910483148664,-0.006772491683903372,0.001521151623612131,-0.012132869198229236,0.005152651214814822,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,23,-0.0034407372536417423,-0.007055950778059337,0.0014245058900653636,-0.0125275145873485,0.004923271301880907,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,24,-0.0036125990446067035,-0.007189547254925473,0.001163826982082767,-0.013297618495794132,0.004959426594995002,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,25,-0.003765887804077228,-0.007524634948982254,9.2517160850212e-4,-0.014278700841430967,0.004620229342895621,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,26,-0.0039005861955865306,-0.0078030536025214,7.6294938478305e-4,-0.014581334699688097,0.004288165693524611,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,27,-0.004035780378741248,-0.007933242797184936,6.261087765685643e-4,-0.014601752371685036,0.0038209333854899467,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,28,-0.004169357553401798,-0.00797718359444749,6.004634717480307e-4,-0.014873010005387363,0.003422763927435629,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,29,-0.004290886373320112,-0.008171819287274779,4.549863437676411e-4,-0.014690769856038148,0.0030034187893536483,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,30,-0.004401461914903981,-0.008440424839428175,2.878408911628005e-4,-0.014601608509452536,0.0027145628274370002,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,31,-0.004503054449315589,-0.008386810418103264,1.4670268576757285e-4,-0.014804608467782884,0.0026045492332450663,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,32,-0.004585658813844098,-0.00845236790034817,8.026200668152716e-5,-0.014847210127912647,0.0022463020109806885,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,33,-0.004648137208176661,-0.008573977778591629,-1.0329610079643813e-4,-0.014853262917822381,0.001996574803280881,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,34,-0.004691995111600308,-0.00858125569503189,-1.2224139210361725e-4,-0.014663421849409905,0.002059865508137023,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,35,-0.004710055538834282,-0.008647883329661593,-1.4097337643119478e-4,-0.014722398048737878,0.0020837652691118366,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,yield_5y,36,-0.004702722427860888,-0.008722076297348882,-5.874616787720053e-5,-0.014654649167780948,0.0021721729363217606,FALSE
