config,linkage,threshold,principal,series,block,group,group_size,kept,reason,kept_dentro_do_bloco
simples_0.90,single,0.9,FALSE,ibc_br,atividade_agregada,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,icc,confianca,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,ics,confianca,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_employment_southest,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_employment_south,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_employment_northeast,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_employment_north,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_employment_central_west,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_min_wage,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_pop_forca_trab,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_pop_ocupada,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_tx_desemprego,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_hrs_trabalhadas_industria,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_menos_de_1_mes,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_de_1_mes_a_menos_de_1_ano,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_de_1_ano_a_menos_de_2_anos,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,trab_x2_anos_ou_mais,trabalho,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,commodity_agro,commodities,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,commodity_metal,commodities,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,commodity_energia,commodities,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,asset_ibov,acoes,5,3,TRUE,prioridade,TRUE
simples_0.90,single,0.9,FALSE,asset_idiv,acoes,5,3,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,asset_ifix,acoes,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,asset_ifnc,acoes,5,3,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,asset_imat,acoes,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,asset_imob,acoes,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,asset_smll,acoes,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,embi_perc,risco_externo,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,cds_5y,risco_externo,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,msci,risco_externo,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,sp500_vix,risco_externo,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,fiscal_dbgg,fiscal,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,fiscal_dlsp,fiscal,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,fiscal_primary_balance,fiscal,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,expect_focus_ipca12m,expectativas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,expect_focus_selic_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,expect_focus_pib_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,expect_focus_cambio_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,epu_brazil,epu,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,epu_canada,epu,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,epu_chile,epu,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,epu_china,epu,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,epu_germany,epu,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,epu_india,epu,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,epu_russia,epu,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,epu_us,epu,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_ipp,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_ipca,precos,6,2,TRUE,prioridade,TRUE
simples_0.90,single,0.9,FALSE,price_ipca_difusao,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_core_ipca_dw,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_igp_m,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_ipc,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_core_ipc,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_incc,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_inpc,precos,6,2,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,price_core_ipca_ex0,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,price_core_ipca_ex1,precos,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,dlsp_exchange_adjustment,fiscal,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,expect_focus_fiscal_dlsp_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,expect_focus_fiscal_primary_balance_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,expect_focus_fiscal_nominal_balance_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
