var,indicador,L,h,n,n_alto,n_baixo,b_alto,se_alto,b_baixo,se_baixo,dif,se_dif,t_dif,F_alto,F_baixo,flag_alto,flag_baixo,rf_alto,rf_se_alto,rf_baixo,rf_se_baixo
yield_6m,cds_ma12,2,11,130,70,60,0.008460508497637421,0.006214369605457621,0.003957044762781834,0.004267098750772348,0.004503463734855587,0.006687690665827829,0.6733959388802159,12.229939815946386,22.591182292953587,ok,ok,2.579895959406303e-4,2.2607444027369233e-4,3.115960179007841e-4,3.9900653357065357e-4
yield_6m,cds_ma12,2,12,129,70,59,0.00965942120818454,0.006589614722734444,0.0027878656628115553,0.004761982670154539,0.006871555545372985,0.0071784372715063705,0.9572495078627347,12.80169034167773,25.34863446538902,ok,ok,2.945485103169748e-4,2.3703080339881823e-4,2.2091524534489102e-4,4.200705710631136e-4
yield_6m,cds_ma12,2,13,128,70,58,0.008273849097895436,0.007359366953079544,0.0019911039438716216,0.005382681969517067,0.006282745154023815,0.008423138239224814,0.7458912552053781,13.33444137585383,34.266457050047705,ok,ok,2.522977178304603e-4,2.561847649986727e-4,1.6348293884544405e-4,4.714116064853228e-4
yield_6m,cds_ma12,2,14,127,70,57,0.010644830558908325,0.00750815557812961,4.4472734053329076e-4,0.005650497123959112,0.010200103218375034,0.00881387130532716,1.1572784381603152,13.686000890430574,40.321677993581766,ok,ok,3.245969832045559e-4,2.5988158145014346e-4,3.766146710813562e-5,4.8444827852155576e-4
yield_6m,cds_ma12,2,15,126,70,56,0.0125032653357448,0.008215587871804757,7.932026259447867e-4,0.005371498536755074,0.011710062709800012,0.009300306639225,1.2591050127757744,14.190048042742854,42.25044063379191,ok,ok,3.8126696199644594e-4,2.718113073804162e-4,6.719756113827578e-5,4.6556982454823404e-4
yield_6m,cds_ma12,2,16,125,70,55,0.01109337551192766,0.009153143354182306,6.798410232420338e-4,0.0049510439477841945,0.010413534488685627,0.009736911340030758,1.0694905319588472,14.970641196651206,44.69111191234743,ok,ok,3.3827463995678153e-4,2.9609440964449e-4,5.969914764318053e-5,4.424735510827169e-4
yield_6m,cds_ma12,2,17,124,70,54,0.0125125075183405,0.009864522649773253,2.189839013431083e-4,0.004946866031893645,0.012293523616997391,0.01041433814924246,1.1804421405206267,15.605420271296154,46.18358691230766,ok,ok,3.8154878748584975e-4,3.049636810920647e-4,1.9260481426678147e-5,4.375061823806693e-4
yield_6m,cds_ma12,2,18,123,70,53,0.013857146139580436,0.010155375338530968,2.2466134595902076e-4,0.004671797204220274,0.013632484793621415,0.01044245263872403,1.3054868683883423,16.321507389041198,46.74535147813573,ok,ok,4.225513790743901e-4,3.051230370164854e-4,1.9885279673419708e-5,4.159001886065853e-4
yield_6m,cds_ma12,2,19,122,70,52,0.011999465120738934,0.01049050564367114,-5.963525924602209e-4,0.004867095490718699,0.012595817713199155,0.010796118604825917,1.1666987159226616,17.01179553084972,47.89403073590069,ok,ok,3.6590438491983235e-4,3.1935495546720806e-4,-5.263624482987599e-5,4.229585050777666e-4
yield_6m,cds_ma12,2,20,121,70,51,0.015187493730559254,0.011246156123262527,-4.3771229233811936e-4,0.004230055455657338,0.015625206022897374,0.01109410423693746,1.4084243026015348,17.816876324590307,48.23356763603332,ok,ok,4.6311818868538523e-4,3.2768218684156233e-4,-3.859607583108198e-5,3.6842150768814317e-4
yield_6m,cds_ma12,2,21,120,70,50,0.016171571255467827,0.011756732636687995,-0.0010075390874908407,0.004175633121186126,0.017179110342958666,0.011467635819855451,1.4980516134994604,18.774137468362618,48.4605433781664,ok,ok,4.931260496882361e-4,3.286213997381931e-4,-8.88969907113877e-5,3.5810516544387995e-4
yield_6m,cds_ma12,2,22,119,70,49,0.01603007339393571,0.01162891927359134,-0.0029549909408649456,0.004757721273538394,0.018985064334800655,0.01159720362087256,1.6370381132768488,19.715321605293404,47.76751562650987,ok,ok,4.888113000336147e-4,3.229599686818954e-4,-2.601381043297029e-4,3.8487871012672257e-4
yield_6m,cds_ma12,2,23,118,69,49,0.016614250988723142,0.012285990123053581,-0.003241864562221508,0.004787031997194204,0.01985611555094465,0.012283439173299578,1.6164948000968447,20.53031540204058,49.39373237295315,ok,ok,5.054663110452828e-4,3.3285330361469657e-4,-2.853925844741277e-4,3.843534523519056e-4
yield_6m,cds_ma12,2,24,117,68,49,0.015660521411236913,0.01212603136707387,-0.003854015289180097,0.004868513092400812,0.019514536700417008,0.012029196538854313,1.6222643496916058,21.635594869474804,51.297950727014836,ok,ok,4.7591213873285354e-4,3.215736791213914e-4,-3.392823367147895e-4,3.8729581023002485e-4
cambio_usd,cds_ma12,2,0,141,70,71,0.14601979731940445,0.08492069536918902,0.05772926971134894,0.02653038870080211,0.08829052760805552,0.08896811429156687,0.992383937898349,10.916747669454267,19.820740378837634,ok,ok,0.004272972818593457,0.0018977425816080664,0.00431965738400969,0.0017883499111759759
