var,indicador,L,h,n,n_alto,n_baixo,b_alto,se_alto,b_baixo,se_baixo,dif,se_dif,t_dif,F_alto,F_baixo,flag_alto,flag_baixo,rf_alto,rf_se_alto,rf_baixo,rf_se_baixo
asset_ifnc,dbgg_lvl,2,0,151,76,75,-2.5691422692483865,1.6304423093403901,0.9011899861813436,3.258101619424732,-3.4703322554297302,3.6432722606563277,-0.9525316822752514,12.002212418379125,5.46071947988332,ok,FRACO,-0.14636424564078054,0.09353803475392988,0.02339566071355536,0.08034035732762654
asset_ifnc,dbgg_lvl,2,4,147,72,75,-4.380954980787465,2.369477103230973,9.945966255170934,6.595937530261955,-14.326921235958398,6.993776783904288,-2.048524234992866,13.854498340854963,6.454554892419488,ok,FRACO,-0.24912844171443016,0.1325344477474111,0.25820576741980283,0.08567235005928026
asset_ifnc,dbgg_lvl,2,8,143,68,75,-5.038687583012397,2.3320802838917607,-0.6527289229538292,4.947114893663069,-4.385958660058567,5.500527157914499,-0.7973706036061977,23.71789361197294,7.046874473062345,ok,FRACO,-0.3068681245623246,0.13649288037092103,-0.016945399584591903,0.13077288253196676
cambio_usd,dbgg_d12,2,0,140,70,70,0.054660441730175084,0.03185474465947169,0.05600937919542048,0.03426865377852015,-0.0013489374652453992,0.04665371104595464,-0.028913829896975923,35.80837102962459,6.842564176327072,ok,FRACO,0.0024118725296133903,0.0014415415892019136,0.004376187940985932,0.002572494749241003
cambio_usd,dbgg_d12,2,4,136,70,66,0.08674882298686043,0.08581154705004401,-0.05775913399284036,0.0723108894632245,0.14450795697970079,0.1113199400414641,1.2981318254921348,34.45133126607793,10.131400986221557,ok,ok,0.0038277609274484092,0.004000170244909549,-0.004546297769314367,0.0055823588284160085
cambio_usd,dbgg_d12,2,8,132,70,62,0.19156751545735462,0.06905159938570532,-0.08077665431263086,0.06362324268812701,0.2723441697699855,0.09353152513615688,2.9117901089875873,33.47357663712169,18.890173131036025,ok,ok,0.00845284841183691,0.0029293978657393563,-0.006818438875172861,0.005530187005291185
embi_perc,dbgg_d12,2,0,140,70,70,0.12930630041024416,0.08191714743033636,0.04736451700010548,0.037955630580074735,0.08194178341013868,0.09029615715514198,0.907478080925977,17.626188807646955,8.914434231983217,ok,FRACO,0.004441810415609204,0.002873631801923595,0.003960314137099963,0.0035925516684806496
embi_perc,dbgg_d12,2,4,136,70,66,-0.05842976127925795,0.14930148376087457,0.0026048803042249347,0.09682625203141937,-0.06103464158348288,0.17648590689679872,-0.34583294868509407,19.401912535717734,13.837277823153208,ok,ok,-0.0020071251077302676,0.005053354084420573,2.1880423656034376e-4,0.008159618159107445
embi_perc,dbgg_d12,2,8,132,70,62,0.16251936339387613,0.20348910493143232,0.10503147249129142,0.08422011242133141,0.0574878909025847,0.20863635274856385,0.2755411036726936,21.562321736689963,23.17286359407192,ok,ok,0.00558271483085182,0.007008724892272597,0.009214439657767304,0.008789766989795056
asset_ifnc,dbgg_d12,2,0,140,70,70,-1.3937944243633842,2.1452888821823293,-1.1033278031526335,1.1819822047976887,-0.29046662121075073,2.4481633388997905,-0.11864674901197034,26.044899547484537,6.857561606147575,ok,FRACO,-0.055941731344190726,0.08718550569032077,-0.08788247966599197,0.09636482910472054
asset_ifnc,dbgg_d12,2,4,136,70,66,-1.3572577656638896,3.6214468569824976,0.24727588217745505,2.6895756869124243,-1.6045336478413446,4.379235256541173,-0.3663958554052756,25.179943901016987,9.886107214552199,ok,FRACO,-0.05447528556854486,0.14742845927037296,0.01973509069031809,0.21182240101720487
asset_ifnc,dbgg_d12,2,8,132,70,62,-7.246217325787548,3.989146759119992,-1.6040414760789645,2.5473813012115465,-5.642175849708583,4.488406743055647,-1.2570553812748857,24.528938657209405,17.53568297884602,ok,ok,-0.2908362494601615,0.14014903110003019,-0.13716019263076185,0.23677620296686555
