variant,sample,r,q,p,n_series,n_months,n_obs_align,xi_mp,mosw_class
drop_fiscal__setor_externo__credito__imoveis,full,8,4,6,113,153,147,6.345076675627172,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,full,8,5,6,113,153,147,6.470507508471173,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,full,8,6,6,113,153,147,7.019371439003513,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,full,8,7,6,113,153,147,7.136626754226162,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,full,8,8,6,113,153,147,8.665831369316495,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,5,3,6,113,84,78,9.270641737230653,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,5,4,6,113,84,78,9.766883282026065,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,5,5,6,113,84,78,8.092895778531808,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,6,3,6,113,84,78,8.018719565136134,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,6,4,6,113,84,78,13.080967872938215,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,6,5,6,113,84,78,12.963897627363266,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,6,6,6,113,84,78,11.591188292602318,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,7,3,6,113,84,78,6.099009037952915,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,7,4,6,113,84,78,15.611732173557838,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,7,5,6,113,84,78,21.243444593829324,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,7,6,6,113,84,78,19.05980883267013,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,7,7,6,113,84,78,18.166708012389098,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,8,3,6,113,84,78,5.281234603685272,xi_mp_3.84_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,8,4,6,113,84,78,14.68656247729035,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,8,5,6,113,84,78,17.74575232363713,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,8,6,6,113,84,78,17.54790473985276,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,8,7,6,113,84,78,13.698009659382985,xi_mp_ge_10
drop_fiscal__setor_externo__credito__imoveis,pre_covid,8,8,6,113,84,78,13.170888078525529,xi_mp_ge_10
drop_fiscal__setor_externo__eua,full,5,3,6,111,153,147,3.9339971497161192,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,5,4,6,111,153,147,5.3420411760384665,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,5,5,6,111,153,147,5.965478908671736,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,6,3,6,111,153,147,4.1976394266311,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,6,4,6,111,153,147,4.816269038916647,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,6,5,6,111,153,147,5.064094771269009,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,6,6,6,111,153,147,6.884134659977946,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,7,3,6,111,153,147,8.307380137926376,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,7,4,6,111,153,147,7.111960153817378,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,7,5,6,111,153,147,7.6862406486619985,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,7,6,6,111,153,147,7.735655243953132,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,7,7,6,111,153,147,8.965366400734124,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,8,3,6,111,153,147,8.321365924777039,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,8,4,6,111,153,147,7.8221643612097855,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,8,5,6,111,153,147,8.286981944160754,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,8,6,6,111,153,147,8.495821812908705,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,8,7,6,111,153,147,8.904148096738743,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,full,8,8,6,111,153,147,9.894060060460442,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,pre_covid,5,3,6,111,84,78,7.4853364709055015,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,pre_covid,5,4,6,111,84,78,8.145014204794506,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,pre_covid,5,5,6,111,84,78,7.685134117379204,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,pre_covid,6,3,6,111,84,78,4.233815560066606,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,pre_covid,6,4,6,111,84,78,8.719078867862853,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,pre_covid,6,5,6,111,84,78,8.61690236044008,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,pre_covid,6,6,6,111,84,78,8.295825847106183,xi_mp_3.84_10
drop_fiscal__setor_externo__eua,pre_covid,7,3,6,111,84,78,2.194712217375074,xi_mp_le_3.84
drop_fiscal__setor_externo__eua,pre_covid,7,4,6,111,84,78,12.377304903194851,xi_mp_ge_10
drop_fiscal__setor_externo__eua,pre_covid,7,5,6,111,84,78,12.495178366288087,xi_mp_ge_10
drop_fiscal__setor_externo__eua,pre_covid,7,6,6,111,84,78,11.457861057386104,xi_mp_ge_10
drop_fiscal__setor_externo__eua,pre_covid,7,7,6,111,84,78,11.409150908010746,xi_mp_ge_10
drop_fiscal__setor_externo__eua,pre_covid,8,3,6,111,84,78,2.665645257840166,xi_mp_le_3.84
drop_fiscal__setor_externo__eua,pre_covid,8,4,6,111,84,78,12.56431243766765,xi_mp_ge_10
drop_fiscal__setor_externo__eua,pre_covid,8,5,6,111,84,78,13.120973836924785,xi_mp_ge_10
drop_fiscal__setor_externo__eua,pre_covid,8,6,6,111,84,78,14.152807064371808,xi_mp_ge_10
drop_fiscal__setor_externo__eua,pre_covid,8,7,6,111,84,78,13.058774227178711,xi_mp_ge_10
drop_fiscal__setor_externo__eua,pre_covid,8,8,6,111,84,78,9.863849859885885,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,5,3,6,109,153,147,3.8495926010737342,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,5,4,6,109,153,147,5.568509395505747,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,5,5,6,109,153,147,6.51184496585825,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,6,3,6,109,153,147,3.707559588740358,xi_mp_le_3.84
drop_fiscal__setor_externo__eua__credito,full,6,4,6,109,153,147,4.696351695869737,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,6,5,6,109,153,147,5.25568109712552,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,6,6,6,109,153,147,7.63490004123269,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,7,3,6,109,153,147,8.59414805141132,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,7,4,6,109,153,147,7.609066962507271,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,7,5,6,109,153,147,8.162520190331879,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,7,6,6,109,153,147,8.223573517267686,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,7,7,6,109,153,147,9.868719142145645,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,8,3,6,109,153,147,8.755196528597569,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,8,4,6,109,153,147,8.240541204877715,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,8,5,6,109,153,147,8.775012459726772,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,8,6,6,109,153,147,9.001222731685981,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,8,7,6,109,153,147,9.139070887859063,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,full,8,8,6,109,153,147,10.68379279242625,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,5,3,6,109,84,78,7.724253961178364,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,pre_covid,5,4,6,109,84,78,10.233324053055123,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,5,5,6,109,84,78,9.198902595203334,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,pre_covid,6,3,6,109,84,78,6.37903746968119,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,pre_covid,6,4,6,109,84,78,12.682803423011162,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,6,5,6,109,84,78,12.2407682413474,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,6,6,6,109,84,78,11.448572570219007,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,7,3,6,109,84,78,7.495045419030524,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,pre_covid,7,4,6,109,84,78,18.235259352348393,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,7,5,6,109,84,78,18.177758674410697,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,7,6,6,109,84,78,15.627992293536174,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,7,7,6,109,84,78,15.453191912687299,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,8,3,6,109,84,78,7.152513615128461,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito,pre_covid,8,4,6,109,84,78,16.387053998979244,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,8,5,6,109,84,78,15.966363395407832,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,8,6,6,109,84,78,15.6708628353465,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,8,7,6,109,84,78,14.238278611933127,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito,pre_covid,8,8,6,109,84,78,10.711426297519276,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,5,3,6,108,153,147,4.267922516975488,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,5,4,6,108,153,147,5.8830748060550855,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,5,5,6,108,153,147,6.473553367154945,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,6,3,6,108,153,147,3.8093003731908808,xi_mp_le_3.84
drop_fiscal__setor_externo__eua__credito__imoveis,full,6,4,6,108,153,147,4.58585081644609,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,6,5,6,108,153,147,5.8122715672695815,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,6,6,6,108,153,147,8.134517859466145,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,7,3,6,108,153,147,9.012040181320875,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,7,4,6,108,153,147,7.854437013055581,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,7,5,6,108,153,147,8.476053739211796,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,7,6,6,108,153,147,8.570896991052315,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,7,7,6,108,153,147,10.331524491050072,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,8,3,6,108,153,147,9.093295331090376,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,8,4,6,108,153,147,8.311443218154336,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,8,5,6,108,153,147,8.927044364327152,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,8,6,6,108,153,147,9.208834007733953,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,8,7,6,108,153,147,9.366915870252761,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,full,8,8,6,108,153,147,10.804385447211246,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,5,3,6,108,84,78,6.7609062227923715,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,5,4,6,108,84,78,10.722335911208063,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,5,5,6,108,84,78,9.093894108849753,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,6,3,6,108,84,78,7.365828267211747,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,6,4,6,108,84,78,12.578677199916765,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,6,5,6,108,84,78,12.128549153084426,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,6,6,6,108,84,78,11.724507545140868,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,7,3,6,108,84,78,17.405267590206822,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,7,4,6,108,84,78,17.131515688554813,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,7,5,6,108,84,78,17.133750415608638,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,7,6,6,108,84,78,15.486070153065537,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,7,7,6,108,84,78,15.392730365408674,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,8,3,6,108,84,78,7.231592927950734,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,8,4,6,108,84,78,11.230962750777616,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,8,5,6,108,84,78,10.825319687173609,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,8,6,6,108,84,78,10.467294274058403,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,8,7,6,108,84,78,10.202037423290642,xi_mp_ge_10
drop_fiscal__setor_externo__eua__credito__imoveis,pre_covid,8,8,6,108,84,78,8.822361629999293,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,5,3,6,110,153,147,4.378409448783368,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,5,4,6,110,153,147,5.630708948246873,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,5,5,6,110,153,147,6.00505252760744,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,6,3,6,110,153,147,4.17149571055838,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,6,4,6,110,153,147,4.588947621585681,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,6,5,6,110,153,147,5.174741329869876,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,6,6,6,110,153,147,7.37941246215635,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,7,3,6,110,153,147,8.561575250701491,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,7,4,6,110,153,147,7.3045688918400575,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,7,5,6,110,153,147,7.891404770738307,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,7,6,6,110,153,147,7.9671290371769246,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,7,7,6,110,153,147,9.393231670200315,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,8,3,6,110,153,147,8.527833243561416,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,8,4,6,110,153,147,7.86745576623952,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,8,5,6,110,153,147,8.357897650037748,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,8,6,6,110,153,147,8.507952896666506,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,8,7,6,110,153,147,9.041807515300773,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,full,8,8,6,110,153,147,9.917480917908096,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,5,3,6,110,84,78,6.231230315375302,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,5,4,6,110,84,78,6.382682231970641,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,5,5,6,110,84,78,6.623269608748162,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,6,3,6,110,84,78,4.035181639987652,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,6,4,6,110,84,78,8.588358414461798,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,6,5,6,110,84,78,8.545163534631834,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,6,6,6,110,84,78,8.51791182367272,xi_mp_3.84_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,7,3,6,110,84,78,1.8353383292058196,xi_mp_le_3.84
drop_fiscal__setor_externo__eua__imoveis,pre_covid,7,4,6,110,84,78,11.527674287827178,xi_mp_ge_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,7,5,6,110,84,78,11.711053716034426,xi_mp_ge_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,7,6,6,110,84,78,11.353978577235022,xi_mp_ge_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,7,7,6,110,84,78,11.536089864595713,xi_mp_ge_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,8,3,6,110,84,78,1.9107195567100126,xi_mp_le_3.84
drop_fiscal__setor_externo__eua__imoveis,pre_covid,8,4,6,110,84,78,11.96761033081026,xi_mp_ge_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,8,5,6,110,84,78,12.727566070094687,xi_mp_ge_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,8,6,6,110,84,78,13.218545184274246,xi_mp_ge_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,8,7,6,110,84,78,10.69522901411588,xi_mp_ge_10
drop_fiscal__setor_externo__eua__imoveis,pre_covid,8,8,6,110,84,78,9.68875306077169,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,5,3,6,112,153,147,2.9599282774908238,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,full,5,4,6,112,153,147,4.459198650407643,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,5,5,6,112,153,147,5.091930241586085,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,6,3,6,112,153,147,3.0348643928379433,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,full,6,4,6,112,153,147,4.711326213064878,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,6,5,6,112,153,147,4.815137289493976,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,6,6,6,112,153,147,5.986185037297614,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,7,3,6,112,153,147,3.613596189202202,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,full,7,4,6,112,153,147,5.390725860039158,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,7,5,6,112,153,147,5.537486825012103,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,7,6,6,112,153,147,5.620522979168789,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,7,7,6,112,153,147,7.772512789290494,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,8,3,6,112,153,147,5.468233190550656,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,8,4,6,112,153,147,5.9507552502683625,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,8,5,6,112,153,147,6.194227627872797,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,8,6,6,112,153,147,6.222206875825785,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,8,7,6,112,153,147,6.539665541286116,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,full,8,8,6,112,153,147,8.145269289624377,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,5,3,6,112,84,78,6.180091743415275,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,5,4,6,112,84,78,7.1323605489904365,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,5,5,6,112,84,78,5.62669275356083,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,6,3,6,112,84,78,4.210759175932356,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,6,4,6,112,84,78,8.367366114121577,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,6,5,6,112,84,78,10.884034377971712,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas,pre_covid,6,6,6,112,84,78,7.343516626942279,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,7,3,6,112,84,78,0.6308841770643575,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,pre_covid,7,4,6,112,84,78,0.8465943558635832,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,pre_covid,7,5,6,112,84,78,5.799898779226111,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,7,6,6,112,84,78,7.937723025166525,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,7,7,6,112,84,78,6.543805542286748,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,8,3,6,112,84,78,0.678011262255014,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,pre_covid,8,4,6,112,84,78,0.42553109476395046,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,pre_covid,8,5,6,112,84,78,0.5479192259985177,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,pre_covid,8,6,6,112,84,78,1.955237171200836,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas,pre_covid,8,7,6,112,84,78,4.70111832681674,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas,pre_covid,8,8,6,112,84,78,5.072105805508565,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,5,3,6,110,153,147,2.756753272185424,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,full,5,4,6,110,153,147,4.4497250370008254,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,5,5,6,110,153,147,5.50119066534744,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,6,3,6,110,153,147,2.3407461034803334,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,full,6,4,6,110,153,147,4.509719404215673,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,6,5,6,110,153,147,4.801347830600693,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,6,6,6,110,153,147,6.744926755182073,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,7,3,6,110,153,147,1.3198995338403552,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,full,7,4,6,110,153,147,5.447135205713546,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,7,5,6,110,153,147,5.610269429673985,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,7,6,6,110,153,147,5.6829380460706345,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,7,7,6,110,153,147,8.32626242814163,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,8,3,6,110,153,147,5.582846686046541,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,8,4,6,110,153,147,6.253065914309446,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,8,5,6,110,153,147,6.43032652029925,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,8,6,6,110,153,147,6.351309988147333,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,8,7,6,110,153,147,6.60013476801225,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,full,8,8,6,110,153,147,8.8324058301793,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,5,3,6,110,84,78,7.695424703120529,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,5,4,6,110,84,78,8.829658942993465,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,5,5,6,110,84,78,7.532595290336893,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,6,3,6,110,84,78,5.003135631724242,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,6,4,6,110,84,78,11.126884473455105,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,6,5,6,110,84,78,11.381432556946956,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,6,6,6,110,84,78,9.185131400339111,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,7,3,6,110,84,78,1.3014553870086734,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,pre_covid,7,4,6,110,84,78,2.9314674683965958,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,pre_covid,7,5,6,110,84,78,12.172126350709613,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,7,6,6,110,84,78,9.150279266527733,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,7,7,6,110,84,78,10.338426771956536,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,8,3,6,110,84,78,2.578871836141463,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,pre_covid,8,4,6,110,84,78,3.1731653826075967,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,pre_covid,8,5,6,110,84,78,2.676654149653889,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,pre_covid,8,6,6,110,84,78,3.5896408099127632,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito,pre_covid,8,7,6,110,84,78,8.207742392589441,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito,pre_covid,8,8,6,110,84,78,8.349331085205508,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,5,3,6,109,153,147,2.8579512775964555,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,5,4,6,109,153,147,4.806106871035249,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,5,5,6,109,153,147,5.469200476916761,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,6,3,6,109,153,147,2.5706288913547075,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,6,4,6,109,153,147,4.676135737938988,xi_mp_3.84_10
