variant,sample,r,q,p,n_series,n_months,n_obs_align,xi_mp,mosw_class
drop_expectativas,pre_covid,5,3,6,119,84,78,7.15956476698007,xi_mp_3.84_10
drop_expectativas,pre_covid,5,4,6,119,84,78,7.071654031373124,xi_mp_3.84_10
drop_expectativas,pre_covid,5,5,6,119,84,78,6.4268389681158675,xi_mp_3.84_10
drop_expectativas,pre_covid,6,3,6,119,84,78,5.413353210462756,xi_mp_3.84_10
drop_expectativas,pre_covid,6,4,6,119,84,78,9.17074607364812,xi_mp_3.84_10
drop_expectativas,pre_covid,6,5,6,119,84,78,9.868495555209247,xi_mp_3.84_10
drop_expectativas,pre_covid,6,6,6,119,84,78,7.764528048557269,xi_mp_3.84_10
drop_expectativas,pre_covid,7,3,6,119,84,78,1.57283999149237,xi_mp_le_3.84
drop_expectativas,pre_covid,7,4,6,119,84,78,1.436332768383647,xi_mp_le_3.84
drop_expectativas,pre_covid,7,5,6,119,84,78,10.317503355123636,xi_mp_ge_10
drop_expectativas,pre_covid,7,6,6,119,84,78,10.140217140988206,xi_mp_ge_10
drop_expectativas,pre_covid,7,7,6,119,84,78,9.822164935690946,xi_mp_3.84_10
drop_expectativas,pre_covid,8,3,6,119,84,78,0.7490943423292263,xi_mp_le_3.84
drop_expectativas,pre_covid,8,4,6,119,84,78,0.80182157665246,xi_mp_le_3.84
drop_expectativas,pre_covid,8,5,6,119,84,78,1.5933352463474337,xi_mp_le_3.84
drop_expectativas,pre_covid,8,6,6,119,84,78,5.826690437819456,xi_mp_3.84_10
drop_expectativas,pre_covid,8,7,6,119,84,78,4.881527422505981,xi_mp_3.84_10
drop_expectativas,pre_covid,8,8,6,119,84,78,5.311853749353463,xi_mp_3.84_10
drop_expectativas__credito,full,5,3,6,117,153,147,2.1480835321838714,xi_mp_le_3.84
drop_expectativas__credito,full,5,4,6,117,153,147,3.4979377014009985,xi_mp_le_3.84
drop_expectativas__credito,full,5,5,6,117,153,147,5.452316318077203,xi_mp_3.84_10
drop_expectativas__credito,full,6,3,6,117,153,147,1.95785593292639,xi_mp_le_3.84
drop_expectativas__credito,full,6,4,6,117,153,147,3.3515451191785033,xi_mp_le_3.84
drop_expectativas__credito,full,6,5,6,117,153,147,3.951771234179345,xi_mp_3.84_10
drop_expectativas__credito,full,6,6,6,117,153,147,6.027856840475218,xi_mp_3.84_10
drop_expectativas__credito,full,7,3,6,117,153,147,0.9915884482279369,xi_mp_le_3.84
drop_expectativas__credito,full,7,4,6,117,153,147,3.5429000771687282,xi_mp_le_3.84
drop_expectativas__credito,full,7,5,6,117,153,147,4.053671343704738,xi_mp_3.84_10
drop_expectativas__credito,full,7,6,6,117,153,147,4.293934886145164,xi_mp_3.84_10
drop_expectativas__credito,full,7,7,6,117,153,147,7.145482759541726,xi_mp_3.84_10
drop_expectativas__credito,full,8,3,6,117,153,147,4.512940988894891,xi_mp_3.84_10
drop_expectativas__credito,full,8,4,6,117,153,147,4.941709998176185,xi_mp_3.84_10
drop_expectativas__credito,full,8,5,6,117,153,147,5.509962915943526,xi_mp_3.84_10
drop_expectativas__credito,full,8,6,6,117,153,147,5.413192891817373,xi_mp_3.84_10
drop_expectativas__credito,full,8,7,6,117,153,147,5.263088205518602,xi_mp_3.84_10
drop_expectativas__credito,full,8,8,6,117,153,147,7.872113703775333,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,5,3,6,117,84,78,7.9936454706298115,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,5,4,6,117,84,78,8.165445386354493,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,5,5,6,117,84,78,7.613727485080603,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,6,3,6,117,84,78,5.8355248924438214,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,6,4,6,117,84,78,11.920524606448334,xi_mp_ge_10
drop_expectativas__credito,pre_covid,6,5,6,117,84,78,11.956494039238777,xi_mp_ge_10
drop_expectativas__credito,pre_covid,6,6,6,117,84,78,9.78445825957343,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,7,3,6,117,84,78,3.0436535155759032,xi_mp_le_3.84
drop_expectativas__credito,pre_covid,7,4,6,117,84,78,9.378447284949035,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,7,5,6,117,84,78,17.645160171264653,xi_mp_ge_10
drop_expectativas__credito,pre_covid,7,6,6,117,84,78,15.1929997710733,xi_mp_ge_10
drop_expectativas__credito,pre_covid,7,7,6,117,84,78,15.244358519836158,xi_mp_ge_10
drop_expectativas__credito,pre_covid,8,3,6,117,84,78,3.021244553003055,xi_mp_le_3.84
drop_expectativas__credito,pre_covid,8,4,6,117,84,78,6.065311396548235,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,8,5,6,117,84,78,6.676743884380426,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,8,6,6,117,84,78,10.067160597950743,xi_mp_ge_10
drop_expectativas__credito,pre_covid,8,7,6,117,84,78,9.609301387225585,xi_mp_3.84_10
drop_expectativas__credito,pre_covid,8,8,6,117,84,78,9.801530552769474,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,5,3,6,116,153,147,2.3267436925184706,xi_mp_le_3.84
drop_expectativas__credito__imoveis,full,5,4,6,116,153,147,3.8510505292812467,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,5,5,6,116,153,147,5.461030111251504,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,6,3,6,116,153,147,1.9326759270864762,xi_mp_le_3.84
drop_expectativas__credito__imoveis,full,6,4,6,116,153,147,3.4757054587875618,xi_mp_le_3.84
drop_expectativas__credito__imoveis,full,6,5,6,116,153,147,4.155454151127273,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,6,6,6,116,153,147,6.205597630598946,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,7,3,6,116,153,147,1.0493952054857394,xi_mp_le_3.84
drop_expectativas__credito__imoveis,full,7,4,6,116,153,147,3.5058162513290623,xi_mp_le_3.84
drop_expectativas__credito__imoveis,full,7,5,6,116,153,147,4.242787059524977,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,7,6,6,116,153,147,4.600245755899074,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,7,7,6,116,153,147,7.697922835981508,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,8,3,6,116,153,147,4.569119229443622,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,8,4,6,116,153,147,4.761930954968542,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,8,5,6,116,153,147,5.694415194964381,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,8,6,6,116,153,147,5.672190449479344,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,8,7,6,116,153,147,5.47174775954167,xi_mp_3.84_10
drop_expectativas__credito__imoveis,full,8,8,6,116,153,147,8.321694434787416,xi_mp_3.84_10
drop_expectativas__credito__imoveis,pre_covid,5,3,6,116,84,78,8.795429750578059,xi_mp_3.84_10
drop_expectativas__credito__imoveis,pre_covid,5,4,6,116,84,78,8.917660595475843,xi_mp_3.84_10
drop_expectativas__credito__imoveis,pre_covid,5,5,6,116,84,78,8.278776661495685,xi_mp_3.84_10
drop_expectativas__credito__imoveis,pre_covid,6,3,6,116,84,78,5.36400977046371,xi_mp_3.84_10
drop_expectativas__credito__imoveis,pre_covid,6,4,6,116,84,78,12.310309043232353,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,6,5,6,116,84,78,14.612772773944554,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,6,6,6,116,84,78,11.366606240770935,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,7,3,6,116,84,78,4.440362707967426,xi_mp_3.84_10
drop_expectativas__credito__imoveis,pre_covid,7,4,6,116,84,78,12.85783003527087,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,7,5,6,116,84,78,18.066437335136435,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,7,6,6,116,84,78,16.762317001061213,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,7,7,6,116,84,78,16.264532135612185,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,8,3,6,116,84,78,2.369452290589172,xi_mp_le_3.84
drop_expectativas__credito__imoveis,pre_covid,8,4,6,116,84,78,4.651926337516705,xi_mp_3.84_10
drop_expectativas__credito__imoveis,pre_covid,8,5,6,116,84,78,11.5006518866022,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,8,6,6,116,84,78,10.82497266328005,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,8,7,6,116,84,78,10.810735081368689,xi_mp_ge_10
drop_expectativas__credito__imoveis,pre_covid,8,8,6,116,84,78,9.642645448217376,xi_mp_3.84_10
drop_expectativas__eua,full,5,3,6,114,153,147,2.503587559264888,xi_mp_le_3.84
drop_expectativas__eua,full,5,4,6,114,153,147,3.724147546478973,xi_mp_le_3.84
drop_expectativas__eua,full,5,5,6,114,153,147,5.774901341850221,xi_mp_3.84_10
drop_expectativas__eua,full,6,3,6,114,153,147,2.0396869718752706,xi_mp_le_3.84
drop_expectativas__eua,full,6,4,6,114,153,147,3.583965900848358,xi_mp_le_3.84
drop_expectativas__eua,full,6,5,6,114,153,147,4.254574776040789,xi_mp_3.84_10
drop_expectativas__eua,full,6,6,6,114,153,147,6.2862546554130185,xi_mp_3.84_10
drop_expectativas__eua,full,7,3,6,114,153,147,6.32736106704107,xi_mp_3.84_10
drop_expectativas__eua,full,7,4,6,114,153,147,5.733481221555315,xi_mp_3.84_10
drop_expectativas__eua,full,7,5,6,114,153,147,6.459927530817371,xi_mp_3.84_10
drop_expectativas__eua,full,7,6,6,114,153,147,6.730010362028142,xi_mp_3.84_10
drop_expectativas__eua,full,7,7,6,114,153,147,9.510255672097875,xi_mp_3.84_10
drop_expectativas__eua,full,8,3,6,114,153,147,6.573212456144319,xi_mp_3.84_10
drop_expectativas__eua,full,8,4,6,114,153,147,6.589603731812319,xi_mp_3.84_10
drop_expectativas__eua,full,8,5,6,114,153,147,7.658082994308443,xi_mp_3.84_10
drop_expectativas__eua,full,8,6,6,114,153,147,7.622660049085657,xi_mp_3.84_10
drop_expectativas__eua,full,8,7,6,114,153,147,7.5847015157848015,xi_mp_3.84_10
drop_expectativas__eua,full,8,8,6,114,153,147,10.015838810517634,xi_mp_ge_10
drop_expectativas__eua,pre_covid,5,3,6,114,84,78,6.281622726181416,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,5,4,6,114,84,78,6.852044267055257,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,5,5,6,114,84,78,6.96333254846269,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,6,3,6,114,84,78,5.558770730182079,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,6,4,6,114,84,78,8.36999060872434,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,6,5,6,114,84,78,8.472307227646766,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,6,6,6,114,84,78,8.029093310923027,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,7,3,6,114,84,78,7.810322435549213,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,7,4,6,114,84,78,9.294559421582829,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,7,5,6,114,84,78,7.138151202814256,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,7,6,6,114,84,78,7.798048264180896,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,7,7,6,114,84,78,7.443806335881604,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,8,3,6,114,84,78,3.9885118898612184,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,8,4,6,114,84,78,6.113857766363956,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,8,5,6,114,84,78,8.700515458292623,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,8,6,6,114,84,78,5.806925793206937,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,8,7,6,114,84,78,6.754092488340207,xi_mp_3.84_10
drop_expectativas__eua,pre_covid,8,8,6,114,84,78,6.286634286931033,xi_mp_3.84_10
drop_expectativas__eua__credito,full,5,3,6,112,153,147,2.289022758834666,xi_mp_le_3.84
drop_expectativas__eua__credito,full,5,4,6,112,153,147,3.4000879809947695,xi_mp_le_3.84
drop_expectativas__eua__credito,full,5,5,6,112,153,147,6.272302359270897,xi_mp_3.84_10
drop_expectativas__eua__credito,full,6,3,6,112,153,147,1.4607038535398649,xi_mp_le_3.84
drop_expectativas__eua__credito,full,6,4,6,112,153,147,3.177921206356685,xi_mp_le_3.84
drop_expectativas__eua__credito,full,6,5,6,112,153,147,4.091258803471444,xi_mp_3.84_10
drop_expectativas__eua__credito,full,6,6,6,112,153,147,6.7688632111295135,xi_mp_3.84_10
drop_expectativas__eua__credito,full,7,3,6,112,153,147,1.2918771849579647,xi_mp_le_3.84
drop_expectativas__eua__credito,full,7,4,6,112,153,147,5.084489958932665,xi_mp_3.84_10
drop_expectativas__eua__credito,full,7,5,6,112,153,147,5.996788056349245,xi_mp_3.84_10
drop_expectativas__eua__credito,full,7,6,6,112,153,147,6.303403356769058,xi_mp_3.84_10
drop_expectativas__eua__credito,full,7,7,6,112,153,147,9.28007479945448,xi_mp_3.84_10
drop_expectativas__eua__credito,full,8,3,6,112,153,147,6.406766537132958,xi_mp_3.84_10
drop_expectativas__eua__credito,full,8,4,6,112,153,147,6.463239755107551,xi_mp_3.84_10
drop_expectativas__eua__credito,full,8,5,6,112,153,147,7.715647601896557,xi_mp_3.84_10
drop_expectativas__eua__credito,full,8,6,6,112,153,147,7.637098701897195,xi_mp_3.84_10
drop_expectativas__eua__credito,full,8,7,6,112,153,147,7.5025907979515205,xi_mp_3.84_10
drop_expectativas__eua__credito,full,8,8,6,112,153,147,10.40080842876116,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,5,3,6,112,84,78,8.1669018581586,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,5,4,6,112,84,78,8.310796076556818,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,5,5,6,112,84,78,8.055444345409956,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,6,3,6,112,84,78,6.484800779447103,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,6,4,6,112,84,78,11.432328933095325,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,6,5,6,112,84,78,10.148708385330384,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,6,6,6,112,84,78,10.114009049222462,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,7,3,6,112,84,78,14.909399563782666,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,7,4,6,112,84,78,15.107495423771434,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,7,5,6,112,84,78,13.262963398384105,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,7,6,6,112,84,78,11.631522499305035,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,7,7,6,112,84,78,11.273700822302015,xi_mp_ge_10
drop_expectativas__eua__credito,pre_covid,8,3,6,112,84,78,6.318134632847354,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,8,4,6,112,84,78,7.147124981627225,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,8,5,6,112,84,78,8.927792277007093,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,8,6,6,112,84,78,5.800665034610868,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,8,7,6,112,84,78,6.348477144877041,xi_mp_3.84_10
drop_expectativas__eua__credito,pre_covid,8,8,6,112,84,78,6.067416279666946,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,5,3,6,111,153,147,2.477597914775705,xi_mp_le_3.84
drop_expectativas__eua__credito__imoveis,full,5,4,6,111,153,147,3.772265275286397,xi_mp_le_3.84
drop_expectativas__eua__credito__imoveis,full,5,5,6,111,153,147,6.24180577496688,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,6,3,6,111,153,147,1.558987254808039,xi_mp_le_3.84
drop_expectativas__eua__credito__imoveis,full,6,4,6,111,153,147,3.2059121294645854,xi_mp_le_3.84
drop_expectativas__eua__credito__imoveis,full,6,5,6,111,153,147,4.37670108511289,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,6,6,6,111,153,147,7.08710099909016,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,7,3,6,111,153,147,2.3701232599724813,xi_mp_le_3.84
drop_expectativas__eua__credito__imoveis,full,7,4,6,111,153,147,5.428457972602018,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,7,5,6,111,153,147,6.358923971337759,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,7,6,6,111,153,147,6.7620813087423475,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,7,7,6,111,153,147,9.818567251135285,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,8,3,6,111,153,147,6.745163825940535,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,8,4,6,111,153,147,6.627969579227733,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,8,5,6,111,153,147,8.028484094638479,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,8,6,6,111,153,147,8.003908182426986,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,8,7,6,111,153,147,7.854322827227747,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,full,8,8,6,111,153,147,10.845597402358703,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,5,3,6,111,84,78,8.256982833590001,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,5,4,6,111,84,78,8.636594617680819,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,5,5,6,111,84,78,8.57005138443613,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,6,3,6,111,84,78,7.6907439944411164,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,6,4,6,111,84,78,11.66770643326689,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,6,5,6,111,84,78,10.698086729838248,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,6,6,6,111,84,78,11.260170947170618,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,7,3,6,111,84,78,12.9912450801512,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,7,4,6,111,84,78,12.585824822389513,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,7,5,6,111,84,78,11.42327119815158,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,7,6,6,111,84,78,10.675113084670809,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,7,7,6,111,84,78,10.489080679454144,xi_mp_ge_10
drop_expectativas__eua__credito__imoveis,pre_covid,8,3,6,111,84,78,5.155565618955752,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,8,4,6,111,84,78,5.329807790964886,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,8,5,6,111,84,78,5.535303368905628,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,8,6,6,111,84,78,5.332256489205875,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,8,7,6,111,84,78,5.654078272973295,xi_mp_3.84_10
drop_expectativas__eua__credito__imoveis,pre_covid,8,8,6,111,84,78,4.801090050280817,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,5,3,6,113,153,147,2.7276278379337913,xi_mp_le_3.84
drop_expectativas__eua__imoveis,full,5,4,6,113,153,147,4.137437636338241,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,5,5,6,113,153,147,5.824919037432396,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,6,3,6,113,153,147,2.004009977779874,xi_mp_le_3.84
drop_expectativas__eua__imoveis,full,6,4,6,113,153,147,3.513086814474525,xi_mp_le_3.84
drop_expectativas__eua__imoveis,full,6,5,6,113,153,147,4.403597139513217,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,6,6,6,113,153,147,6.573765264764367,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,7,3,6,113,153,147,6.407089566132502,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,7,4,6,113,153,147,5.935310019378552,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,7,5,6,113,153,147,6.623218685137269,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,7,6,6,113,153,147,7.011064984006963,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,7,7,6,113,153,147,9.903382781231723,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,8,3,6,113,153,147,6.791572572142007,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,8,4,6,113,153,147,6.767557633602329,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,8,5,6,113,153,147,7.878497717133971,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,8,6,6,113,153,147,7.869132901203451,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,8,7,6,113,153,147,7.803402288019912,xi_mp_3.84_10
drop_expectativas__eua__imoveis,full,8,8,6,113,153,147,10.350435146614203,xi_mp_ge_10
drop_expectativas__eua__imoveis,pre_covid,5,3,6,113,84,78,6.453567899522872,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,5,4,6,113,84,78,6.473035402504591,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,5,5,6,113,84,78,6.890413300075716,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,6,3,6,113,84,78,6.100235739411729,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,6,4,6,113,84,78,8.239169856055746,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,6,5,6,113,84,78,8.340481404940983,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,6,6,6,113,84,78,8.90565977937422,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,7,3,6,113,84,78,4.182671405056962,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,7,4,6,113,84,78,10.008182706254411,xi_mp_ge_10
drop_expectativas__eua__imoveis,pre_covid,7,5,6,113,84,78,8.27821870590274,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,7,6,6,113,84,78,9.181716638281861,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,7,7,6,113,84,78,9.5867512722367,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,8,3,6,113,84,78,2.9402575754773776,xi_mp_le_3.84
drop_expectativas__eua__imoveis,pre_covid,8,4,6,113,84,78,5.571426731531739,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,8,5,6,113,84,78,5.318014646476617,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,8,6,6,113,84,78,5.5933804225008625,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,8,7,6,113,84,78,5.734005856608519,xi_mp_3.84_10
drop_expectativas__eua__imoveis,pre_covid,8,8,6,113,84,78,5.000051444602207,xi_mp_3.84_10
drop_expectativas__imoveis,full,5,3,6,118,153,147,2.5014101442093546,xi_mp_le_3.84
drop_expectativas__imoveis,full,5,4,6,118,153,147,4.049669373464212,xi_mp_3.84_10
drop_expectativas__imoveis,full,5,5,6,118,153,147,5.105528459931599,xi_mp_3.84_10
drop_expectativas__imoveis,full,6,3,6,118,153,147,2.5835229562558992,xi_mp_le_3.84
drop_expectativas__imoveis,full,6,4,6,118,153,147,3.7891161544262366,xi_mp_le_3.84
drop_expectativas__imoveis,full,6,5,6,118,153,147,4.203826478848734,xi_mp_3.84_10
drop_expectativas__imoveis,full,6,6,6,118,153,147,5.7623804861279115,xi_mp_3.84_10
drop_expectativas__imoveis,full,7,3,6,118,153,147,4.112347238442075,xi_mp_3.84_10
drop_expectativas__imoveis,full,7,4,6,118,153,147,3.881514845940275,xi_mp_3.84_10
drop_expectativas__imoveis,full,7,5,6,118,153,147,4.371890323875835,xi_mp_3.84_10
drop_expectativas__imoveis,full,7,6,6,118,153,147,4.769312043320529,xi_mp_3.84_10
drop_expectativas__imoveis,full,7,7,6,118,153,147,7.506825257982719,xi_mp_3.84_10
drop_expectativas__imoveis,full,8,3,6,118,153,147,4.795956428178622,xi_mp_3.84_10
drop_expectativas__imoveis,full,8,4,6,118,153,147,4.8224661310663866,xi_mp_3.84_10
drop_expectativas__imoveis,full,8,5,6,118,153,147,5.622843723335759,xi_mp_3.84_10
drop_expectativas__imoveis,full,8,6,6,118,153,147,5.651506821473999,xi_mp_3.84_10
drop_expectativas__imoveis,full,8,7,6,118,153,147,5.493513814366558,xi_mp_3.84_10
drop_expectativas__imoveis,full,8,8,6,118,153,147,7.793612457364293,xi_mp_3.84_10
drop_expectativas__imoveis,pre_covid,5,3,6,118,84,78,6.4957071137467235,xi_mp_3.84_10
drop_expectativas__imoveis,pre_covid,5,4,6,118,84,78,6.526168672258155,xi_mp_3.84_10
drop_expectativas__imoveis,pre_covid,5,5,6,118,84,78,6.240479039128123,xi_mp_3.84_10
