ident,var,h,point,lo68,hi68,lo90,hi90
GMR nao-gaussiano,yield_6m,24,0.006288913675470612,-0.007293631162246389,0.022369766925775494,-0.03973265593814442,0.05682527705388984
GMR nao-gaussiano,yield_6m,25,0.005798186920500175,-0.007768397995835067,0.021540669725523074,-0.04187441587061626,0.05445732639531139
GMR nao-gaussiano,yield_6m,26,0.005325711043948515,-0.008267725867420176,0.0208860003474765,-0.044243282524007374,0.05344076012792675
GMR nao-gaussiano,yield_6m,27,0.004865631300248625,-0.00895320312207746,0.020685535355009246,-0.04375016999021429,0.050721799528176126
GMR nao-gaussiano,yield_6m,28,0.004421933413222508,-0.009325448358643918,0.01982507021503358,-0.04537606044613465,0.05026294827150678
GMR nao-gaussiano,yield_6m,29,0.0039969388486186435,-0.009489225576114113,0.019444854474252028,-0.04830368856078844,0.048751498079861615
GMR nao-gaussiano,yield_6m,30,0.0035921259273438873,-0.010292518169672032,0.018385251167486974,-0.04423379476589236,0.049626871031136464
GMR nao-gaussiano,yield_6m,31,0.0032108233520502312,-0.010552116374785127,0.01766992451418923,-0.04211868498889562,0.04783848183734432
GMR nao-gaussiano,yield_6m,32,0.0028526147132107342,-0.011137642173909102,0.01685919152079089,-0.042640887720024015,0.04775757149906855
GMR nao-gaussiano,yield_6m,33,0.0025182765297235865,-0.011232058494795027,0.015718923358682687,-0.04399623206712296,0.044078353691204386
GMR nao-gaussiano,yield_6m,34,0.0022079453652250423,-0.01189468842775581,0.015133381332218514,-0.04438785538162836,0.04286332796941617
GMR nao-gaussiano,yield_6m,35,0.0019216503946983265,-0.012090631333305506,0.014406704421543706,-0.045668793154262366,0.04145581208024595
GMR nao-gaussiano,yield_6m,36,0.0016603783260330197,-0.012272929691728508,0.01365077452932046,-0.044283326499770924,0.040181749894040955
GMR nao-gaussiano,yield_6m,37,0.0014232891791391448,-0.01240533598980575,0.01304057455355361,-0.04526850917959603,0.038526450566278736
GMR nao-gaussiano,yield_6m,38,0.0012096195602657941,-0.012541431969301117,0.01246441929712103,-0.04434314287212911,0.03439687207135493
GMR nao-gaussiano,yield_6m,39,0.0010187571925072976,-0.012704694384118717,0.011613930050047312,-0.04120700174372049,0.03399015383087779
GMR nao-gaussiano,yield_6m,40,8.496291020439603e-4,-0.012782108162676827,0.011124045159518153,-0.041295671798466466,0.03406886181602501
