var,h,winner,runnerup
asset_smll,37,1.0861835920301628,-16.87059495523287
asset_smll,38,1.5784053537242735,-18.875442232436885
asset_smll,39,2.039127982299485,-20.953269031238822
asset_smll,40,2.468953306458698,-23.097320088991605
asset_smll,41,2.8626269723816677,-25.304981119148266
asset_smll,42,3.2136453150836526,-27.575914863480282
asset_smll,43,3.5220927381272853,-29.901264598262838
asset_smll,44,3.7854880184173245,-32.27386810728284
asset_smll,45,4.001717462257873,-34.68713882606706
asset_smll,46,4.171573715441577,-37.12935298544042
asset_smll,47,4.294325293401615,-39.59055770213906
asset_smll,48,4.370305196372817,-42.060647134253955
base_demand_deposit,0,1.193982052061071,-1.905857392108401
base_demand_deposit,1,1.2080613117176675,-1.3597495179928254
base_demand_deposit,2,1.5484475743465564,-2.2371123857205077
base_demand_deposit,3,1.735513774336428,-1.6462559811545763
base_demand_deposit,4,1.919164037508736,-0.542590296428358
base_demand_deposit,5,1.8590724639862444,-0.604204028910027
base_demand_deposit,6,1.7136102698755984,-0.504623541010929
base_demand_deposit,7,1.6497017869714359,-0.7241066410188068
base_demand_deposit,8,1.3948217281304132,-1.2227619938680157
base_demand_deposit,9,1.17127063273319,-1.707696021860905
base_demand_deposit,10,1.0932179869310055,-2.0355086906805764
base_demand_deposit,11,0.9531237653716884,-2.4796054115215904
base_demand_deposit,12,0.8351650558998891,-2.889505996122599
base_demand_deposit,13,0.7895958816917847,-3.099245237482884
base_demand_deposit,14,0.6440325758152454,-3.2878128762893755
base_demand_deposit,15,0.4800634921186653,-3.5244341118693456
base_demand_deposit,16,0.33767711149579327,-3.6286715776630563
base_demand_deposit,17,0.15363257022218413,-3.7597320018555314
base_demand_deposit,18,-0.02556379490022964,-3.887285617452796
base_demand_deposit,19,-0.1701793505312188,-3.943485162584348
base_demand_deposit,20,-0.30610907553100253,-3.9995730121553996
base_demand_deposit,21,-0.42951758518564587,-4.0189390043173345
base_demand_deposit,22,-0.5209798969401658,-3.981673419143583
base_demand_deposit,23,-0.6011961260178222,-3.9043781086530505
base_demand_deposit,24,-0.6744405301312928,-3.7828893774942696
base_demand_deposit,25,-0.7310642574184123,-3.6184086144355865
base_demand_deposit,26,-0.7838065155118534,-3.420319537413774
base_demand_deposit,27,-0.8270131691473392,-3.204882692151445
base_demand_deposit,28,-0.8570018052462158,-2.9672663549681233
base_demand_deposit,29,-0.8781481993565765,-2.7173219364031276
base_demand_deposit,30,-0.8856098823404102,-2.4577844730329756
base_demand_deposit,31,-0.8801896927832731,-2.1852604605116066
base_demand_deposit,32,-0.8643872374813899,-1.905704356049187
base_demand_deposit,33,-0.8382406859157032,-1.617280038983726
base_demand_deposit,34,-0.8038378667345025,-1.3234591962776654
base_demand_deposit,35,-0.7641275950418858,-1.0302268603246123
base_demand_deposit,36,-0.7201718025134918,-0.7391171286488585
base_demand_deposit,37,-0.6728769572445947,-0.455627197230668
base_demand_deposit,38,-0.6238201142373057,-0.18368746030642535
base_demand_deposit,39,-0.5727005517058292,0.074692095742801
base_demand_deposit,40,-0.5199674121603048,0.3175467567426704
base_demand_deposit,41,-0.46652227351038356,0.5431890011042162
base_demand_deposit,42,-0.41229446805882697,0.751291574868862
base_demand_deposit,43,-0.35820677088549413,0.9416298356202724
base_demand_deposit,44,-0.30518965629399153,1.1134262684953544
base_demand_deposit,45,-0.2536994790416913,1.266796824669858
base_demand_deposit,46,-0.20454504537771312,1.401433755965087
base_demand_deposit,47,-0.1583039906831396,1.5169178593511967
base_demand_deposit,48,-0.11518675564539116,1.613554727988853
