ident,var,h,point,lo68,hi68,lo90,hi90
GMR nao-gaussiano,asset_ibov,23,-0.8530821811089174,-48.95112164103585,48.42454928653189,-156.52282272575607,214.61997082331214
GMR nao-gaussiano,asset_ibov,24,-0.5685493101143073,-46.078557784894265,48.87022666770196,-166.37337011478337,223.35130962655487
GMR nao-gaussiano,asset_ibov,25,-0.263442586278537,-44.62151136163845,49.096752043185376,-174.19290040003762,233.8065664107772
GMR nao-gaussiano,asset_ibov,26,0.08043160450595882,-44.38892522737245,49.726639686433586,-171.10361808877823,255.82084201537748
GMR nao-gaussiano,asset_ibov,27,0.42192544524066405,-44.83955950899815,53.47191939165823,-170.1094536337035,275.7824249033052
GMR nao-gaussiano,asset_ibov,28,0.8066206714117315,-45.135232102651344,55.234517967819,-167.78120590098416,290.84465734324385
GMR nao-gaussiano,asset_ibov,29,1.240380181333193,-44.69499668097773,57.082035394355465,-158.05073122941295,315.66965909389444
GMR nao-gaussiano,asset_ibov,30,1.6911798825879862,-43.74091722414814,55.53619820385055,-147.9791288382531,317.7835937948631
GMR nao-gaussiano,asset_ibov,31,2.1658004065914587,-41.22216407669594,57.10226298468715,-137.50852771720085,319.51892727295103
GMR nao-gaussiano,asset_ibov,32,2.658138201990438,-41.37351601171687,58.38112516926586,-132.45619353416043,319.7555043393385
GMR nao-gaussiano,asset_ibov,33,3.153134795838873,-40.2762904468093,60.62882434328186,-134.4103063991482,318.7658785019125
GMR nao-gaussiano,asset_ibov,34,3.6557744061239994,-40.481730303150385,62.68441848177302,-136.80191130487975,317.33450440851004
GMR nao-gaussiano,asset_ibov,35,4.158249693274612,-41.37436534014722,64.19917086842435,-143.85382756887913,315.36652177673153
GMR nao-gaussiano,asset_ibov,36,4.643863796647793,-41.30141659953001,65.62591980094476,-150.6439523860769,296.61007906805537
GMR nao-gaussiano,asset_ibov,37,5.112593383680314,-41.565633244267715,66.26231244783884,-157.19546272976893,298.8063513535305
GMR nao-gaussiano,asset_ibov,38,5.560752204529099,-41.572008197073124,66.13292577165832,-167.8296146348624,291.5485948044846
